# OQ-190 promoted_audit_edges.tsv — forward-citations from the ACTIVE surface into
# audits/. Standing artifact: names the historical records promoted to live, so a
# future shift in OQ-118's finding does not have to re-derive the edge list.
file	line	target	text
ISSUES.md	4487	audits/2026-06-10_oq93_grid_viability_probe	Evidence basis: `audits/2026-06-10_oq93_grid_viability_probe/FINDINGS.md` §C3 (1.00 strict vs
ISSUES.md	4583	audits/2026-06-11_oq109_phase_b	(`audits/2026-06-11_oq109_phase_b/UNANIMITY_ADJUDICATION.md`), empty-table census
ISSUES.md	4587	audits/2026-06-12_cohort_zero	growth rule; witnessed `audits/2026-06-12_cohort_zero/WRITEUP.md` + `battery_witnesses.out`.
ISSUES.md	4593	audits/2026-06-12_signature_identity_witness	KIND-level only (`audits/2026-06-12_signature_identity_witness/`; promoted to CLAUDE.md);
ISSUES.md	4624	audits/2026-06-11_oq110_residual_join	Evidence: `audits/2026-06-11_oq110_residual_join/` (WRITEUP.md), KNOWN_STATE 2026-06-11.
ISSUES.md	4651	audits/2026-06-23_oq112_closeout	**Status:** resolved — 2026-06-23 (close-out, witness `audits/2026-06-23_oq112_closeout/`).
ISSUES.md	4660	audits/2026-06-22_oq112_round1	Filed 2026-06-11 at the OQ-97 close. Rounds: item 1 `audits/2026-06-22_oq112_round1/`; items 2+7
ISSUES.md	4661	audits/2026-06-22_oq112_round2	`audits/2026-06-22_oq112_round2/` (commits `d69d5d39`, `4ee4ce08`, `0ef5bf6d`); item 4
ISSUES.md	4662	audits/2026-06-23_oq112_round3	`audits/2026-06-23_oq112_round3/`; sentinel trace `audits/2026-06-11_oq112_item4_sentinel_trace/`.
ISSUES.md	4662	audits/2026-06-11_oq112_item4_sentinel_trace	`audits/2026-06-23_oq112_round3/`; sentinel trace `audits/2026-06-11_oq112_item4_sentinel_trace/`.
ISSUES.md	4663	audits/2026-06-11_oq97_pattern6_census	Full member lists: `audits/2026-06-11_oq97_pattern6_census/WRITEUP.md` §4–§5.
ISSUES.md	4713	audits/2026-06-17_mountain_authoring_sweep	(`audits/2026-06-17_mountain_authoring_sweep/universal_degradation_witness.txt`); the only
ISSUES.md	4718	audits/2026-06-17_mountain_authoring_sweep	`audits/2026-06-17_mountain_authoring_sweep/ROUTING_SINK_DESIGN.md` §9a(i)/§7.
ISSUES.md	4731	audits/2026-06-12_oq114_archive_probe	firing). Evidence: `audits/2026-06-12_oq114_archive_probe/` (WRITEUP.md; four-cell tables
ISSUES.md	4782	audits/2026-06-12_cohort_zero	witness (`audits/2026-06-12_cohort_zero/pilot_witness.out`).
ISSUES.md	4796	audits/2026-06-14_oq116_mmc_engine_witness	live MMC firings (`audits/2026-06-14_oq116_mmc_engine_witness/`): metric seat diverges 9/9, FNL
ISSUES.md	4812	audits/2026-06-12_oq78_dead_bin_channel	(`audits/2026-06-12_oq78_dead_bin_channel/`).
ISSUES.md	4822	audits/2026-06-13_oq117_within_arm_proxy	`audits/2026-06-13_oq117_within_arm_proxy/RESULTS.md`; engine adjudication 0/30 ratified as
ISSUES.md	4841	audits/2026-06-27_oq118_reprobe	answered). The **2026-06-27 re-probe** (`audits/2026-06-27_oq118_reprobe/`, commit `fc57e833`,
ISSUES.md	4846	audits/2026-06-12_cohort_zero	(`audits/2026-06-12_cohort_zero/SIGMA_SEAT_PREDICTION.md`, `5f2a626c`) was **falsified-as-tested**.
ISSUES.md	4850	audits/2026-06-12_cohort_zero	**The replicate spend (settled substrate; `audits/2026-06-12_cohort_zero/`, commit `dcfaea97`):**
ISSUES.md	4858	audits/2026-06-27_oq118_reprobe	**The finding, in four limbs (2026-06-27 re-probe; witness `audits/2026-06-27_oq118_reprobe/`):**
ISSUES.md	4898	audits/2026-06-12_cohort_zero	(`audits/2026-06-12_cohort_zero/replicates/`), so re-analysis needs no spend — but the field-level
ISSUES.md	4902	audits/2026-06-12_signature_identity_witness	(`audits/2026-06-12_signature_identity_witness/`). Story-level ranges already overlap (within max
ISSUES.md	4905	audits/2026-06-27_oq118_reprobe	cheap win. Frozen prediction + control spec: `audits/2026-06-27_oq118_reprobe/HALF1_PREDICTION.md`
ISSUES.md	4939	audits/2026-06-21_oq119	**Status:** resolved — 2026-06-21 (`audits/2026-06-21_oq119/WRITEUP.md` + RESULTS.md; Gate-0
ISSUES.md	4940	audits/2026-06-21_oq119_gate0	substrate witness `audits/2026-06-21_oq119_gate0/`). Filed 2026-06-13 from the OQ-117 (c) ruling.
ISSUES.md	4963	audits/2026-06-21_oq119_gate0	OQ-26). Frozen prediction: `audits/2026-06-21_oq119_gate0/PREDICTION.md` (a moved
ISSUES.md	5012	audits/2026-06-16_oq121_totalization	member — convert if/when censused. Witnesses: `audits/2026-06-16_oq121_totalization/`;
ISSUES.md	5036	audits/2026-06-13_oq122_retype_discriminator	`audits/2026-06-13_oq122_retype_discriminator/breadth_sweep_results.txt`) handed to OQ-138 as
ISSUES.md	5040	audits/2026-06-14_oq122_fixture_triage	`audits/2026-06-14_oq122_fixture_triage/`) in git history. **Standing correction-key:** do NOT
ISSUES.md	5052	audits/2026-07-04_twin_conditioned	conditioned partition, `audits/2026-07-04_twin_conditioned/`); live remainder is (b)-or-(c2)
ISSUES.md	5059	audits/2026-07-06_oq213a_twin_sonnet_leg	localization run is authored. Witness: `audits/2026-07-06_oq213a_twin_sonnet_leg/`.
ISSUES.md	5061	audits/2026-06-13_twin_comparison	Filed 2026-06-13 from the twin comparison (`audits/2026-06-13_twin_comparison/`, n=960):
ISSUES.md	5091	audits/2026-06-27_oq124_oq149_committer_convention_control	convention control (2026-06-27, `audits/2026-06-27_oq124_oq149_committer_convention_control/`);
ISSUES.md	5097	audits/2026-07-06_oq213a_twin_sonnet_leg	"WARRANTED" is now runnable against a live third vote. Witness: `audits/2026-07-06_oq213a_twin_sonnet_leg/`.
ISSUES.md	5098	audits/2026-06-13_twin_comparison	(`audits/2026-06-13_twin_comparison/`). The recurring `signature` disparity over matched ids is
ISSUES.md	5143	audits/2026-07-04_twin_conditioned	seats (conditioned colocation test, `audits/2026-07-04_twin_conditioned/`); `theater_ratio`
ISSUES.md	5161	audits/2026-06-13_twin_comparison	(`audits/2026-06-13_twin_comparison/`).
ISSUES.md	5205	audits/2026-06-12_cohort_zero	**Witness (`audits/2026-06-12_cohort_zero/pilot_witness.out`):** 5/7 pilot stories fired
ISSUES.md	5245	audits/2026-07-16_oq221_meter_partition	`audits/2026-07-16_oq221_meter_partition/WRITEUP.md` row 10;
ISSUES.md	5246	audits/2026-06-12_cohort_zero	`audits/2026-06-12_cohort_zero/pilot_witness.out` (as-of 2026-06-12).
ISSUES.md	5268	audits/2026-06-17_mountain_authoring_sweep	1. **Routing sink** — `prolog/routing_sink.pl`: per-SEAT author↔engine diff → seven typed MECE addresses; taps `dr_claim_mismatch/4` UNMODIFIED; wired into `run
ISSUES.md	5296	audits/2026-06-14_omega_gap_reconstruction	**Witnesses:** `audits/2026-06-14_omega_gap_reconstruction/` (per-item dump 20 GAP/17 no_gap/20 abstain;
ISSUES.md	5310	audits/2026-06-14_extraction_blindness_existential_label	making the templated headline false to its own data. Witness: `audits/2026-06-14_extraction_blindness_existential_label/`
ISSUES.md	5349	audits/2026-06-14_omega_resolver_pilot	**Pilot (RESOLVED 2026-06-14, `audits/2026-06-14_omega_resolver_pilot/`):** read-only catalog views
ISSUES.md	5363	audits/2026-06-14_corpus_omega_soundness_poc	**Scale-arm POC (DONE 2026-06-14, `audits/2026-06-14_corpus_omega_soundness_poc/`).** Ran the §C
ISSUES.md	5431	audits/2026-06-14_omega_type_diagnostic_poc	`audits/2026-06-14_omega_type_diagnostic_poc/`).** Ported `debugging_philosophy.md` §6.1 ("the fix
ISSUES.md	5548	audits/2026-06-15_oq131_six_observer	block below and `audits/2026-06-15_oq131_six_observer/`. Entry **stays `future`** because **Q2
ISSUES.md	5575	audits/2026-06-15_oq131_six_observer	**Q1 — MEASURED 2026-06-15 (Ω_E arm RESOLVED; `audits/2026-06-15_oq131_six_observer/`).** Ran the
ISSUES.md	5609	audits/2026-06-15_oq131_six_observer	`audits/2026-06-15_oq131_six_observer/FINDINGS.md`.
ISSUES.md	5716	audits/2026-06-16_q6_crosscheck_completion	follow-through landing note, `audits/2026-06-16_q6_crosscheck_completion/`.
ISSUES.md	5735	audits/2026-06-16_oq134_commentary_census	**Resolution witnesses (`audits/2026-06-16_oq134_commentary_census/`).** Hand-census cross-check:
ISSUES.md	5737	audits/2026-06-16_q6_crosscheck_completion	(`audits/2026-06-16_q6_crosscheck_completion/WRITEUP.md`) on every named cell (only diff = the +1
ISSUES.md	5766	audits/2026-06-16_seat_invariant_vs_prolog	**Origin:** 2026-06-16, the seat/orientation invariant audit + R3 presentation-vs-structure probe (`audits/2026-06-16_seat_invariant_vs_prolog/`); design spec r
ISSUES.md	5768	audits/2026-06-23_oq15_crossaxis_witnesses	**Resolution (2026-07-02; KNOWN_STATE 2026-07-02).** (1) **Paper:** `docs/deferential_realism_paper_v8.md` authored (commits `4ea2c2d5` + `16143c15` review-resp
ISSUES.md	5784	audits/2026-07-02_oq136_census_bucket_provenance	**Resolution (2026-07-02; PROPOSAL frozen `0ba48b4c` BEFORE any join; execution `2b66dedc`; evidence `audits/2026-07-02_oq136_census_bucket_provenance/` — PROPO
ISSUES.md	5788	audits/2026-06-16_census_sweep	**DENOMINATOR CAVEAT (still-operative citation rule — kept intact per the compress-on-close exception; witnessed `census_sweep.py` 2026-06-16).** Before reading
ISSUES.md	5803	audits/2026-07-02_oq137_reading_totality	**Resolution (2026-07-02, commits `a81d4c83`/`2453b922`/`486756fe`/`ed851eb7` + gate commit; evidence `audits/2026-07-02_oq137_reading_totality/`, KNOWN_STATE 2
ISSUES.md	5813	audits/2026-06-21_oq138_fsm_route_conversion	witnessed + 5-corpus generality sweep; `audits/2026-06-21_oq138_fsm_route_conversion/FCR9_FINDINGS.md`).
ISSUES.md	5818	audits/2026-07-02_oq138_fnl_evidence	`audits/2026-07-02_oq138_fnl_evidence/FNL_CONVERSION_DIFF.md`).
ISSUES.md	5827	audits/2026-07-14_oq138_residual_rewitness	`tests/test_residual_signature_guard.pl`). Witness: `audits/2026-07-14_oq138_residual_rewitness/`.
ISSUES.md	5860	audits/2026-06-21_oq138_fsm_route_conversion	`audits/2026-06-21_oq138_fsm_route_conversion/` — FINDINGS.md (FSM build incl. the operator ruling
ISSUES.md	5865	audits/2026-07-02_oq138_fnl_evidence	`audits/2026-07-02_oq138_fnl_evidence/` (FNL_EVIDENCE.md, FNL_CONVERSION_DIFF.md,
ISSUES.md	5867	audits/2026-07-14_oq138_residual_rewitness	`audits/2026-07-14_oq138_residual_rewitness/`; `audits/2026-06-21_maxent_seat_aware/` (maxent
ISSUES.md	5867	audits/2026-06-21_maxent_seat_aware	`audits/2026-07-14_oq138_residual_rewitness/`; `audits/2026-06-21_maxent_seat_aware/` (maxent
ISSUES.md	5869	audits/2026-06-13_oq122_retype_discriminator	witness `audits/2026-06-13_oq122_retype_discriminator/` breadth_sweep_results.txt (OQ-122 origin
ISSUES.md	5894	audits/2026-07-04_oq140_divergence_characterization	**Status:** resolved — 2026-07-04, branch-3 characterization audit (`audits/2026-07-04_oq140_divergence_characterization/`). Scope-pinned to `route_address/5` a
ISSUES.md	5902	audits/2026-07-04_oq140_divergence_characterization	**Resolution (2026-07-04).** Cutting the mechanical confound before decomposing re-ranks the population and yields ONE validated kind. (1) **Confound near-total
ISSUES.md	5908	audits/2026-07-04_oq140_divergence_characterization	**Status:** open — minted 2026-07-04 at OQ-140 close (`audits/2026-07-04_oq140_divergence_characterization/`).
ISSUES.md	5929	audits/2026-07-04_oq140_divergence_characterization	**Status:** open — minted 2026-07-04 from the OQ-140 families follow-up (`audits/2026-07-04_oq140_divergence_characterization/FAMILIES.md`).
ISSUES.md	5983	audits/2026-07-06_oq213a_twin_sonnet_leg	`audits/2026-07-06_oq213a_twin_sonnet_leg/`):** V1 behavior-preservation SPLIT witness — the
ISSUES.md	6157	audits/2026-06-11_oq98_verdict_join	prove it used to populate: `audits/2026-06-11_oq98_verdict_join/pipeline_output.baseline.json` →
ISSUES.md	6196	audits/2026-06-27_oq124_oq149_committer_convention_control	OPEN-pending-instrumentation (2026-06-27, `audits/2026-06-27_oq124_oq149_committer_convention_control/`).
ISSUES.md	6200	audits/2026-06-18_oq56_twin_within_kernel_perturbation	(`audits/2026-06-18_oq56_twin_within_kernel_perturbation/`).
ISSUES.md	6236	audits/2026-06-27_oq124_oq149_committer_convention_control	**RESOLUTION (2026-06-27, convention control — `audits/2026-06-27_oq124_oq149_committer_convention_control/`).**
ISSUES.md	6279	audits/2026-06-18_oq56_twin_within_kernel_perturbation	(`audits/2026-06-18_oq56_twin_within_kernel_perturbation/`).
ISSUES.md	6281	audits/2026-06-20_kernel_reading_orbits	**RESULT (2026-06-20, `audits/2026-06-20_kernel_reading_orbits/`).** Eight orbit-keys measured
ISSUES.md	6355	audits/2026-08-09_oq151_dual_gauge	`audits/2026-08-09_oq151_dual_gauge/` — PREREGISTRATION md5-logged pre-run, five manifests at shared
ISSUES.md	6430	audits/2026-07-24_oq152_seat_crosssection	**Status:** disposed — answered-reframed (negative), 2026-07-24: the specified deliverable (a per-seat suppression-collapse curve) is NOT built; the cross-secti
ISSUES.md	6466	audits/2026-07-24_oq153_step3_blind_pass	`audits/2026-07-24_oq153_step3_blind_pass/`.
ISSUES.md	6474	audits/2026-07-24_oq152_seat_crosssection	12/12 config-explained; `audits/2026-07-24_oq152_seat_crosssection/`).
ISSUES.md	6485	audits/2026-07-24_oq153_step3_blind_pass	(`audits/2026-07-24_oq153_step3_blind_pass/PREREGISTRATION.md`) — never cite a husk prevalence
ISSUES.md	6647	audits/2026-06-20_oq69_ledger_drain	`audits/2026-06-20_oq69_ledger_drain/`. Drained from OQ-69. **Priority provisional — operator to rule.**
ISSUES.md	6824	audits/2026-06-21_maxent_seat_aware	`audits/2026-06-21_maxent_seat_aware/FINDINGS.md`). Repoints the two OQ-138 maxent residuals
ISSUES.md	6856	audits/2026-06-22_oq20_dr_baseline_diff	finding. Witness: `audits/2026-06-22_oq20_dr_baseline_diff/WRITEUP.md` §Arm 2.
ISSUES.md	6869	audits/2026-06-22_oq20_dr_baseline_diff	**Origin:** OQ-20 audit Arm 1, 2026-06-22 (`audits/2026-06-22_oq20_dr_baseline_diff/`).
ISSUES.md	6872	audits/2026-06-22_oq20_dr_baseline_diff	`audits/2026-06-22_oq20_dr_baseline_diff/analysis.json`
ISSUES.md	6933	audits/2026-06-23_oq06_offcase_fixtures	`audits/2026-06-23_oq06_offcase_fixtures/`). OQ-06 scoped to four conjuncts
ISSUES.md	6978	audits/2026-06-24_oq41_basex_t0	**Finding provenance (compressed; audit `audits/2026-06-24_oq41_basex_t0/`).** The Time=0 probe
ISSUES.md	7121	audits/2026-06-25_oq182_trajectory_revive	**Evidence dir:** `audits/2026-06-25_oq182_trajectory_revive/`. Cross-domain-twin fork verdict (Step 2):
ISSUES.md	7175	audits/2026-06-25_oq182_trajectory_revive	(`audits/2026-06-25_oq182_trajectory_revive/c0_finding.md`). (3) ~~**C-gen**~~ **DONE — FAILED at
ISSUES.md	7218	audits/2026-06-27_oq182_trajectory_serialization	downstream consumer — the C0 invariant). **Witnessed (`audits/2026-06-27_oq182_trajectory_serialization/`):**
ISSUES.md	7232	audits/2026-06-25_oq182_trajectory_revive	with a real authored `topic_domain`). Evidence: `audits/2026-06-25_oq182_trajectory_revive/`
ISSUES.md	7251	audits/2026-06-25_oq18_temporal_reduction	**Evidence so far (witnessed 2026-06-25, probe `audits/2026-06-25_oq18_temporal_reduction/oq18_metric_trend_flip.pl`, live flip control):** net-change and regre
ISSUES.md	7271	audits/2026-06-25_oq18_temporal_reduction	**Kill condition (carry as a CHECKABLE tripwire, not prose):** a recurring assertion that, per endpoint-serialized `cs_drift_mismatch` verdict, recomputes the *
ISSUES.md	7299	audits/2026-07-16_oq221_meter_partition	deferred at the 2026-07-16 checkpoint. `audits/2026-07-16_oq221_meter_partition/WRITEUP.md` row 11.
ISSUES.md	7323	audits/2026-07-11_oq186_oq188_readsite	`audits/2026-07-11_oq186_oq188_readsite/`; regressions
ISSUES.md	7369	audits/2026-07-11_oq186_oq188_readsite	`audits/2026-07-11_oq186_oq188_readsite/`; regression `python/tests/test_role_flip_flag.py`.
ISSUES.md	7432	audits/2026-06-27_oq118_reprobe	`audits/2026-06-27_oq118_reprobe/`.
ISSUES.md	7483	audits/2026-06-28_oq22_hub_starvation	audit's grid-confirmed per-leg counts. Evidence: `audits/2026-06-28_oq22_hub_starvation/`.
ISSUES.md	7497	audits/2026-07-02_oq195_general_n_gap	**Resolution (2026-07-02; commits `5d052990` + close commit; evidence `audits/2026-07-02_oq195_general_n_gap/`).** The proof doc delivers: Lemma 1 (H¹ = C(n,2) 
ISSUES.md	7511	audits/2026-06-30_oq38_orphan_xref	**Files:** `audits/2026-06-30_oq38_orphan_xref/` (tool funnel + orphan list); `prolog/orphan_xref.pl`
ISSUES.md	7610	audits/2026-07-01_oq197_source_h1_crosstab	negative controls; (3) the **h1_band cross-tab** — **DONE for testsets (2026-07-01, `audits/2026-07-01_oq197_source_h1_crosstab/`),
ISSUES.md	7626	audits/2026-07-01_oq197_source_h1_crosstab	authored input). Evidence + corrected framing: `audits/2026-07-01_oq197_source_h1_crosstab/`. **(3) COMPLETE.**
ISSUES.md	7663	audits/2026-07-01_oq197_acceptance_controls	**(2) positive controls DONE (2026-07-01, `audits/2026-07-01_oq197_acceptance_controls/`) — acceptance MET, with
ISSUES.md	7684	audits/2026-07-01_oq197_r4_recompute	**(5) R4 recompute DONE read-only (2026-07-01, `audits/2026-07-01_oq197_r4_recompute/`) — the ~3× inflation claim
ISSUES.md	7751	audits/2026-07-01_oq197_source_h1_crosstab	**Origin:** OQ-197 (a)/(b) ruling, 2026-07-01. The `audits/2026-07-01_oq197_source_h1_crosstab/` cross-tab
ISSUES.md	7770	audits/2026-07-12_oq207_stakeholder_h1	`pipeline_output.json`, 0 out-of-spectrum values across all legs (`audits/2026-07-12_oq207_stakeholder_h1/`).
ISSUES.md	7776	audits/2026-08-09_oq151_dual_gauge	from a unanimous typed room (per-item lines in `audits/2026-08-09_oq151_dual_gauge/`) — small
ISSUES.md	7792	audits/2026-07-01_oq197_r4_recompute	(`audits/2026-07-01_oq197_r4_recompute/`) gave the module a real net-new figure (39/41 determinable, ~3× inflation
ISSUES.md	7853	audits/2026-07-01_oq41_row26_expansion	**Origin:** OQ-40 census row-22, spun out per operator ruling 2026-07-01 (close OQ-40 on the doc lift only; do NOT repoint now — repointing into corpus-wide tem
ISSUES.md	7899	audits/2026-07-02_oq136_census_bucket_provenance	**Origin:** 2026-07-02, the OQ-136 pre-registered provenance join (`audits/2026-07-02_oq136_census_bucket_provenance/`; minted per operator ruling R1/R2 with R6
ISSUES.md	7926	audits/2026-08-09_oq151_dual_gauge	(`audits/2026-08-09_oq151_dual_gauge/per_item_verification.log`).
ISSUES.md	7946	audits/2026-07-12_oq207_stakeholder_h1	**Instrument note (2026-07-12, OQ-207 close):** the graded generalization is built — `stakeholder_seats:stakeholder_obstruction/5` + per-constraint `h1_stakehol
ISSUES.md	7975	audits/2026-07-03_oq205_build	**Status:** resolved — **build landed 2026-07-03, all five §9 graduation criteria met**: `audits/2026-07-03_oq205_build/` (README maps units U1–U11 to commits `
ISSUES.md	7975	audits/2026-07-03_oq205_epsilon_census	**Status:** resolved — **build landed 2026-07-03, all five §9 graduation criteria met**: `audits/2026-07-03_oq205_build/` (README maps units U1–U11 to commits `
ISSUES.md	8011	audits/2026-07-12_oq207_stakeholder_h1	**Status:** resolved — built + censused 2026-07-12: commits `8048a568` (engine: `stakeholder_seats:stakeholder_obstruction/5` over the shared agent-seat domain 
ISSUES.md	8131	audits/2026-07-13_oq214_theme_meter	(`audits/2026-07-13_oq214_theme_meter/`: WRITEUP.md, calibrate_theme_meter.py, theme_density_table.txt);
ISSUES.md	8160	audits/2026-07-16_oq221_meter_partition	`audits/2026-07-16_oq221_meter_partition/WRITEUP.md`, operator ratifies the doc edit. **Decay
ISSUES.md	8211	audits/2026-07-12_oq218_scored_snare	enumerated with anchors in `audits/2026-07-12_oq218_scored_snare/MANIFEST_RUN{1,2,3}.md`);
ISSUES.md	8282	audits/2026-07-12_oq215_arm3_variance	(`the_empty_pan_1783838645`). Evidence: `audits/2026-07-12_oq215_arm3_variance/READOUT.md`
ISSUES.md	8283	audits/2026-07-12_oq215_arm2_d9_control	(+ PROPOSAL.md pre-registration), `audits/2026-07-12_oq215_arm2_d9_control/READOUT.md`.
ISSUES.md	8383	audits/2026-07-25_oq216_contract_extractor_redesign	`audits/2026-07-25_oq216_contract_extractor_redesign/`.
ISSUES.md	8425	audits/2026-07-12_oq207_stakeholder_h1	`audits/2026-07-12_oq207_stakeholder_h1/`.
ISSUES.md	8430	audits/2026-08-09_oq151_dual_gauge	`audits/2026-08-09_oq151_dual_gauge/` — 613 candidates → 9 dissent / 219 untyped-chair / 385 concur).
ISSUES.md	8440	audits/2026-07-12_oq217_consensus_tightening	`audits/2026-07-12_oq217_consensus_tightening/README.md`, KNOWN_STATE 2026-07-13.
ISSUES.md	8450	audits/2026-07-12_oq218_scored_snare	`audits/2026-07-12_oq218_scored_snare/` (PROPOSAL.md + PROPOSAL_STAGE2.md pre-registrations,
ISSUES.md	8530	audits/2026-07-13_oq219_missing_floor	Full record: `audits/2026-07-13_oq219_missing_floor/`.
ISSUES.md	8540	audits/2026-07-13_oq219_missing_floor	**Resolution trail (all in `audits/2026-07-13_oq219_missing_floor/`):** pre-registration
ISSUES.md	8667	audits/2026-07-16_oq221_meter_partition	(`audits/2026-07-16_oq221_meter_partition/`: PREREG commit `a823cd47` + checkpoint-ratification
ISSUES.md	8930	audits/2026-07-16_oq221_meter_partition	upper bound (`audits/2026-07-16_oq221_meter_partition/WRITEUP.md` → Build queue).
ISSUES.md	9033	audits/2026-07-20_five_leg_twin_comparison	(`audits/2026-07-20_five_leg_twin_comparison/`). Two coupled hazards a future reader of the
ISSUES.md	9060	audits/2026-07-20_five_leg_twin_comparison	calibration), `audits/2026-07-20_five_leg_twin_comparison/` (WRITEUP + DEEPER_CUTS + BATTERY +
ISSUES.md	9216	audits/2026-07-23_oq232_falsifier_redesign	v6.13.1:88; probe green in `audits/2026-07-23_oq232_falsifier_redesign/`.
ISSUES.md	9345	audits/2026-07-23_oq232_falsifier_redesign	scale floors the inversion; probe in `audits/2026-07-23_oq232_falsifier_redesign/`). The
ISSUES.md	9468	audits/2026-07-17_oq60_purity_absence	**Files:** `audits/2026-07-17_oq60_purity_absence/census_*.tsv`, `python/enhanced_report.py`.
ISSUES.md	9570	audits/2026-07-24_oq61_header_purity_cascade	`audits/2026-07-24_oq61_header_purity_cascade/` (`q1_decision_rule.json`, per-leg table).
ISSUES.md	9830	audits/2026-07-25_oq62_band_vocabulary_fork	(`audits/2026-07-25_oq62_band_vocabulary_fork/trigger6_control.pl`) to establish something the
ISSUES.md	9862	audits/2026-07-25_oq254_q_provenance	**The gap (OQ-254 Step-0 census, `audits/2026-07-25_oq254_q_provenance/`):** the SCOPE
ISSUES.md	9955	audits/2026-08-03_oq258_referent_discriminator	`audits/2026-08-03_oq258_referent_discriminator/`
ISSUES.md	9960	audits/2026-08-03_oq258_referent_discriminator	tacit/none_apparent items × 4 legs (`audits/2026-08-03_oq258_referent_discriminator/`;
ISSUES.md	9989	audits/2026-08-03_kritik_ingest	**Origin:** 2026-08-03 kritik ingest probe (`audits/2026-08-03_kritik_ingest/`;
ISSUES.md	9991	audits/2026-08-03_kritik_ingest	**Files:** `agent/analysis/originals/k_files/`, `audits/2026-08-03_kritik_ingest/`,
ISSUES.md	9992	audits/2026-08-05_oq259_emphasis_discriminator	`audits/2026-08-05_oq259_emphasis_discriminator/`,
ISSUES.md	9993	audits/2026-08-06_oq259_item2_tframework	`audits/2026-08-06_oq259_item2_tframework/`,
ISSUES.md	9994	audits/2026-08-06_oq259_item3_genreflag	`audits/2026-08-06_oq259_item3_genreflag/`, `docs/drafts/shanahan_kritik.md`,
ISSUES.md	9999	audits/2026-08-05_oq259_emphasis_discriminator	`audits/2026-08-05_oq259_emphasis_discriminator/ARM0_HALT_REPORT.md`) — fed OQ-264,
ISSUES.md	10004	audits/2026-08-06_oq259_item2_tframework	control valid) → GRADUATED (`audits/2026-08-06_oq259_item2_tframework/WRITEUP.md`,
ISSUES.md	10008	audits/2026-08-06_oq259_item3_genreflag	(`audits/2026-08-06_oq259_item3_genreflag/WRITEUP.md`). The registered
ISSUES.md	10050	audits/2026-08-03_kritik_ingest	**Origin:** 2026-08-03 kritik ingest Phase 3 (`audits/2026-08-03_kritik_ingest/WRITEUP.md`
ISSUES.md	10072	audits/2026-08-07_oq261_forced_gluing	**Status:** resolved — 2026-08-08, `audits/2026-08-07_oq261_forced_gluing/WRITEUP.md`
ISSUES.md	10076	audits/2026-08-07_oq261_forced_gluing	**Files:** `audits/2026-08-07_oq261_forced_gluing/`, `audits/2026-08-03_kritik_ingest/`,
ISSUES.md	10076	audits/2026-08-03_kritik_ingest	**Files:** `audits/2026-08-07_oq261_forced_gluing/`, `audits/2026-08-03_kritik_ingest/`,
ISSUES.md	10108	audits/2026-08-09_oq262_coexists_severance	**Status:** resolved — 2026-08-09, `audits/2026-08-09_oq262_coexists_severance/WRITEUP.md`
ISSUES.md	10137	audits/2026-08-03_oq258_referent_discriminator	**Origin:** OQ-258 discriminator, 2026-08-04 (`audits/2026-08-03_oq258_referent_discriminator/WRITEUP.md`
ISSUES.md	10177	audits/2026-08-05_oq259_emphasis_discriminator	(`audits/2026-08-05_oq259_emphasis_discriminator/ARM0_HALT_REPORT.md`, commits
ISSUES.md	10180	audits/2026-08-05_oq259_emphasis_discriminator	`audits/2026-08-05_oq259_emphasis_discriminator/`, `audits/2026-08-03_kritik_ingest/`
ISSUES.md	10180	audits/2026-08-03_kritik_ingest	`audits/2026-08-05_oq259_emphasis_discriminator/`, `audits/2026-08-03_kritik_ingest/`
ISSUES.md	10185	audits/2026-08-06_oq264_kredraw_variance	`audits/2026-08-06_oq264_kredraw_variance/` WRITEUP.md (pre-registration `fd58d3a1`;
ISSUES.md	10219	audits/2026-08-07_oq261_forced_gluing	`audits/2026-08-07_oq261_forced_gluing/posthoc_symmetric_read_probe_output.txt`.
ISSUES.md	10307	audits/2026-08-17_oq251_natural_law_reachability	alone will leave it red. Witness: `audits/2026-08-17_oq251_natural_law_reachability/`.
ISSUES.md	10322	audits/2026-08-07_oq261_forced_gluing	`audits/2026-08-07_oq261_forced_gluing/positive_control_probe.pl`** — its criterion 2
ISSUES.md	10342	audits/2026-08-07_oq261_forced_gluing	**Files:** `audits/2026-08-07_oq261_forced_gluing/` (WRITEUP + post-hoc probes)
ISSUES.md	10408	audits/2026-08-09_oq262_coexists_severance	`audits/2026-08-09_oq262_coexists_severance/RECON.md` (§1 census table)
ISSUES.md	10667	audits/2026-08-17_oq251_natural_law_reachability	`audits/2026-08-17_oq251_natural_law_reachability/WRITEUP.md` — an audit that *itself* spent its
ISSUES.md	10740	audits/2026-08-10_oq277_rq2_crosscoding	names (`audits/2026-08-10_oq277_rq2_crosscoding/frame/control_frame_command.py`, 6 fixtures
ISSUES.md	10864	audits/2026-08-10_oq277_rq2_crosscoding	**Files:** `audits/2026-08-10_oq277_rq2_crosscoding/` (prereg, packets, payload dumps,
ISSUES.md	10867	audits/2026-08-09_oq151_dual_gauge	the prereg-md5 convention (`audits/2026-08-09_oq151_dual_gauge/audit_log.md` template).
ISSUES.md	10871	audits/2026-08-10_oq277_rq2_crosscoding	4-item packet, all seeds and md5s in `audits/2026-08-10_oq277_rq2_crosscoding/audit_log.md`) returned
