id	baseeps	supp
ip_category_emergence__first_holding_reading	0.52	0.48
ip_category_emergence__synchronic_diachronic_seam	0.58	0.48
ip_category_emergence__thinkability_reading	0.38	0.45
irc_469_material_participation_kernel__statutory_ambiguity_substrate	0.58	0.65
irc_469_material_participation_kernel__strategic_shelter_reading	0.58	0.48
irc_469_material_participation_kernel__strict_gatekeeper_reading	0.58	0.62
irish_language_suppression	0.78	0.88
irony_absorption_mechanism	0.58	0.52
jati_practice_norm__colonial_census_reading	0.52	0.68
jati_practice_norm__localized_practice_reading	0.22	0.35
jati_practice_norm__orthodox_textual_reading	0.68	0.78
jcpoa_treaty_bindingness__binding_multilateral_reading	0.48	0.62
jcpoa_treaty_bindingness__graduated_compliance_reading	0.52	0.48
jcpoa_treaty_bindingness__transactional_provisional_reading	0.58	0.62
jevons_paradox	0.38	0.42
jihad_quranic_corpus__defensive_spiritual_reading	0.38	0.52
jihad_quranic_corpus__expansionist_legalist_reading	0.68	0.72
jihad_quranic_corpus__revolutionary_vanguard_reading	0.68	0.78
john_1_1_logos__non_incarnational_monotheist	0.58	0.68
john_1_1_logos__orthodox_christological	0.68	0.72
john_1_1_logos__subordinationist	0.58	0.62
july_charter_sovereign_legitimacy__guided_nationalism_reading	0.58	0.68
july_charter_sovereign_legitimacy__military_custodian_reading	0.58	0.68
july_charter_sovereign_legitimacy__secular_democratic_reading	0.52	0.58
jurisprudential_method_kernel__hanafi_reading	0.35	0.38
jurisprudential_method_kernel__hanbali_reading	0.58	0.72
jurisprudential_method_kernel__maliki_reading	0.38	0.48
jurisprudential_method_kernel__shafii_reading	0.38	0.52
kami_buddha_ontology__domain_partition_reading	0.38	0.42
kami_buddha_ontology__pragmatic_accommodation_reading	0.58	0.62
kami_buddha_ontology__unified_manifestation_reading	0.52	0.58
kjv_text_1611__exclusive_inspiration_reading	0.62	0.68
kjv_text_1611__functional_equivalence_reading	0.38	0.42
kjv_text_1611__revisable_translation_reading	0.38	0.35
knowledge_commons_collapse	0.58	0.68
kodashim_commandment_status__messianic_deferral	0.38	0.52
kodashim_commandment_status__performance_only	0.58	0.65
kodashim_commandment_status__study_as_performance	0.05	0.08
kodashim_corpus__performance_only	0.68	0.72
kodashim_corpus__study_as_exercise	0.05	0.08
kodashim_corpus__substitution_archive	0.42	0.58
kodashim_obligation__memorial_archival	0.08	0.02
kodashim_obligation__performance_prerequisite	0.38	0.65
kodashim_obligation__study_as_occupation	0.38	0.52
lagrange_multipliers	0.08	0.02
large_language_model_training_data_acquisition	0.62	0.68
latin_correctness__continuity_reading	0.12	0.18
latin_correctness__hybrid_reading	0.42	0.58
latin_correctness__rupture_reading	0.58	0.65
lausanne_minority_protections__expansive_reading	0.32	0.42
lausanne_minority_protections__guarantor_reading	0.28	0.42
lausanne_minority_protections__restrictive_reading	0.62	0.68
legacy_admission_gatekeeping	0.58	0.68
legal_personhood_boundary__developmental_potentiality_reading	0.68	0.72
legal_personhood_boundary__functional_capacity_reading	0.58	0.68
legal_personhood_boundary__restrictive_anthropocentric_reading	0.58	0.72
legislative_minority_veto_mechanism	0.58	0.62
legitimacy_of_imposed_practice__endogenous_climb_reading	0.35	0.62
legitimacy_of_imposed_practice__exogenous_override_reading	0.58	0.68
legitimacy_of_imposed_practice__hybrid_scaffolding_reading	0.52	0.58
legitimacy_of_practice_standardization__dual_practice_equilibrium_reading	0.38	0.48
legitimacy_of_practice_standardization__endogenous_displacement_reading	0.18	0.22
legitimacy_of_practice_standardization__exogenous_override_reading	0.58	0.72
legitimate_health_intervention__bodily_autonomy_primary	0.58	0.72
legitimate_health_intervention__proportionality_reading	0.38	0.48
legitimate_health_intervention__public_health_primary	0.58	0.68
legitimate_knowledge_boundary__credentialed_expertise_reading	0.52	0.68
legitimate_knowledge_boundary__experiential_pluralism_reading	0.58	0.62
legitimate_knowledge_boundary__hybrid_coproduction_reading	0.48	0.62
liability_attribution__deployer_liability	0.58	0.62
liability_attribution__developer_liability	0.58	0.62
liability_attribution__shared_liability	0.52	0.65
licensing_statute_mandate__graduated_access_filter	0.58	0.68
licensing_statute_mandate__public_safety_coordination	0.32	0.35
licensing_statute_mandate__rent_seeking_suppression	0.58	0.68
liturgical_vernacularization	0.52	0.58
living_language_status__literary_continuity_reading	0.28	0.42
living_language_status__liturgical_preservation_reading	0.32	0.48
living_language_status__native_generation_reading	0.52	0.65
lycurgan_laws__adaptive_fiction_reading	0.38	0.62
lycurgan_laws__demographic_trap_reading	0.58	0.72
lycurgan_laws__sacral_fidelity_reading	0.58	0.72
maat_order_principle__distributed_maintenance_reading	0.18	0.25
maat_order_principle__divine_mandate_reading	0.68	0.82
maat_order_principle__reciprocity_reading	0.38	0.48
magna_carta_1215__baronial_privilege_reading	0.58	0.62
magna_carta_1215__living_document_reading	0.52	0.48
magna_carta_1215__universal_rights_reading	0.38	0.62
magna_carta_clause_39__feudal_prerogative_reading	0.18	0.35
magna_carta_clause_39__liberal_due_process_reading	0.48	0.52
magna_carta_clause_39__originalist_limitation_reading	0.28	0.35
magna_carta_constraint_authority__feudal_obsolescence_reading	0.58	0.62
magna_carta_constraint_authority__living_constitutionalism_reading	0.28	0.35
magna_carta_constraint_authority__parliamentary_sovereignty_reading	0.42	0.48
mandate_legitimacy_scope__bodily_autonomy_primary	0.62	0.78
mandate_legitimacy_scope__proportionality_reading	0.48	0.58
mandate_legitimacy_scope__public_health_primary	0.58	0.65
manifesto_revolutionary_method__council_communist_reading	0.18	0.52
manifesto_revolutionary_method__democratic_gradualism_reading	0.4	0.5
manifesto_revolutionary_method__vanguard_rupture_reading	0.62	0.68
market_as_natural_default__beneficiary_maintained_reading	0.68	0.72
market_as_natural_default__dual_operation_reading	0.58	0.68
market_as_natural_default__engineered_closure_reading	0.58	0.62
market_as_natural_default__lapsed_alternative_reading	0.58	0.62
market_as_natural_default__lapsed_closure_reading	0.38	0.62
market_dominance_lock_in	0.52	0.58
market_naturalization__beneficiary_maintained_reading	0.68	0.72
market_naturalization__hybrid_reading	0.45	0.52
market_naturalization__lapsed_alternative_reading	0.18	0.12
marriage_authority__communal_autonomy_reading	0.48	0.58
marriage_authority__federalist_millet_reading	0.28	0.42
marriage_authority__gender_rights_reading	0.68	0.75
marriage_authority__judicial_harmonization_reading	0.38	0.48
marriage_authority__secularist_reading	0.58	0.68
marriage_commitment_legitimacy__endogenous_reinterpretation_reading	0.28	0.35
marriage_commitment_legitimacy__exogenous_override_reading	0.68	0.72
marriage_commitment_legitimacy__hybrid_pragmatic_reading	0.48	0.58
marriage_commitment_reversal__endogenous_reinterpretation_reading	0.48	0.62
marriage_commitment_reversal__exogenous_override_reading	0.68	0.72
marriage_commitment_reversal__practice_doctrine_gap	0.62	0.68
marriage_sacrament__civic_pastoral_reading	0.48	0.62
marriage_sacrament__hierarchical_indissolubility_reading	0.58	0.72
maximum_entropy_principle	0.05	0.02
maxwell_demon_impossibility	0.08	0.02
mco_unit_system_discontinuity	0.28	0.35
measurement_timing_authority_erosion	0.52	0.58
mercosur_tariff_harmonization	0.52	0.58
meritocracy_theater	0.62	0.68
metamorphosis_samsa	0.68	0.78
microscopy_color_bottleneck	0.18	0.04
middlebox_interception	0.52	0.65
monetary_anchor_principle__overdetermined_composite_reading	0.62	0.48
monetary_anchor_principle__punctuated_swap_reading	0.48	0.52
monetary_anchor_principle__triffin_inevitability_reading	0.12	0.02
monopoly_rulebook__extraction_demo_reading	0.58	0.62
monopoly_rulebook__social_scaffold_reading	0.38	0.42
monopoly_rulebook__tournament_orthodoxy_reading	0.08	0.05
montevideo_statehood_criteria__constitutive_reading	0.58	0.65
montevideo_statehood_criteria__declaratory_reading	0.38	0.45
montevideo_statehood_criteria__hybrid_reading	0.52	0.58
monty_hall_conditional_probability	0.08	0.02
multilateral_arms_control_authority_erosion	0.58	0.62
n26usc469_real_estate_exemption	0.58	0.68
nafta_jurisdictional_boundary__capital_supremacy_reading	0.62	0.68
nafta_jurisdictional_boundary__embedded_liberalism_reading	0.38	0.48
nafta_jurisdictional_boundary__sovereignty_primacy_reading	0.35	0.42
naskh_principle__classical_abrogation	0.48	0.62
naskh_principle__contextual_harmonization	0.52	0.48
naskh_principle__progressive_restriction	0.52	0.58
neural_interface_standardization	0.58	0.62
neurodivergent_workplace_exclusion	0.58	0.72
newtons_method_convergence	0.12	0.02
nicene_christological_kernel__homoiousios_reading	0.44	0.58
nicene_christological_kernel__homoousios_reading	0.68	0.72
nicene_creed_authority__boundary_maintenance_reading	0.38	0.48
nicene_creed_authority__confessional_reading	0.12	0.08
nicene_creed_authority__imperial_uniformity_reading	0.68	0.78
nicene_creed_authority__liturgical_habituation_reading	0.08	0.12
nicene_creed_authority__strict_orthodox_reading	0.62	0.68
nicene_creed_authority__symbolic_confessional_reading	0.18	0.25
northeast_asian_wmd_proliferation	0.58	0.72
notability_guidelines__deletionist_reading	0.32	0.38
notability_guidelines__deliberative_reading	0.32	0.45
notability_guidelines__inclusionist_reading	0.68	0.72
npat_regime_delegitimization	0.58	0.65
npt_article_iv_vi_pairing__abolitionist	0.68	0.72
npt_article_iv_vi_pairing__grand_bargain	0.58	0.68
npt_article_iv_vi_pairing__nonproliferation_primary	0.58	0.72
npt_treaty_1970__oligopoly_enforcement_reading	0.58	0.65
npt_treaty_1970__reciprocal_disarmament_reading	0.58	0.62
npt_treaty_1970__withdrawal_sovereignty_reading	0.58	0.62
npt_treaty_text__nnws_reading	0.38	0.48
npt_treaty_text__nws_reading	0.54	0.62
npt_treaty_text__withdrawal_threshold_reading	0.52	0.58
nsl_legal_text__democratic_enclosure_reading	0.78	0.82
nsl_legal_text__jurisdictional_capture_reading	0.58	0.68
nsl_legal_text__sovereignty_restoration_reading	0.52	0.68
nuclear_impossibility_kernel__credibility_paradox_reading	0.68	0.72
nuclear_impossibility_kernel__rational_dropout_reading	0.38	0.65
nuclear_impossibility_kernel__structural_contraction_reading	0.08	0.02
ocean_acidification	0.68	0.72
ocean_governance_fragmentation	0.58	0.62
one_country_two_systems_framework__autonomy_primacy_reading	0.58	0.62
one_country_two_systems_framework__balanced_coexistence_reading	0.48	0.52
one_country_two_systems_framework__sovereignty_primacy_reading	0.68	0.72
ontological_friction_resolution	0.58	0.65
openai_default_data_training	0.58	0.72
openai_health_review	0.68	0.72
openclaw_regulation	0.58	0.62
optimization_under_uncertainty	0.58	0.65
organ_scarcity_moral_rationing	0.58	0.72
ost_article_ii_non_appropriation__commons_conservation	0.58	0.68
ost_article_ii_non_appropriation__extraction_permissive	0.58	0.42
ost_article_ii_non_appropriation__international_regime	0.35	0.48
overbite_developmental_drift	0.18	0.35
paleoclimate_proxy_substitution	0.52	0.58
papal_temporal_authority_mountain	0.18	0.04
paris_article_4_ndc__equity_reading	0.48	0.62
paris_article_4_ndc__sovereigntist_reading	0.28	0.35
paris_article_4_ndc__supranational_reading	0.58	0.62
pathologization_of_poverty_and_marginalization	0.68	0.62
performative_vs_epistemic_conflict	0.52	0.58
permissive_license_text__commons_coordination_reading	0.12	0.08
permissive_license_text__copyleft_counterfactual_reading	0.62	0.68
permissive_license_text__corporate_moat_reading	0.58	0.62
perovskite_solar_cell_certification_gap	0.52	0.58
personal_data_market_concentration	0.68	0.72
personhood_boundary__birth_reading	0.28	0.65
personhood_boundary__birth_threshold_reading	0.68	0.72
personhood_boundary__conception_reading	0.68	0.72
personhood_boundary__developmental_capacity_reading	0.58	0.72
personhood_boundary__spartan_eugenic_reading	0.78	0.82
personhood_boundary__viability_reading	0.58	0.62
pharmaceutical_safety_obfuscation	0.58	0.72
planar_graph_embeddability	0.08	0.02
platform_content_moderation_snare	0.68	0.72
platform_copyright_liability_shift	0.58	0.62
platform_lock_in_extraction	0.58	0.68
plural_marriage_mandate__endogenous_reinterpretation_reading	0.38	0.52
plural_marriage_mandate__exogenous_override_reading	0.68	0.82
plural_marriage_mandate__institutional_pragmatism_reading	0.58	0.72
political_autonomy_mainland_territories	0.58	0.68
poverty_trap_asset_seizure	0.78	0.82
power_indexed_classification_variance	0.48	0.52
preah_vihear_territorial_claim	0.58	0.68
predictive_surveillance_extractiveness	0.78	0.82
preparedness_commitment__competence_reading	0.18	0.12
preparedness_commitment__husk_reading	0.58	0.68
preparedness_commitment__hybrid_reading	0.38	0.52
preparedness_retention__competence_reading	0.18	0.12
preparedness_retention__husk_reading	0.58	0.62
preparedness_retention__hybrid_reading	0.38	0.52
preparedness_transmission__competence_reading	0.22	0.18
preparedness_transmission__husk_reading	0.52	0.68
preparedness_transmission__hybrid_reading	0.38	0.58
press_reformation_causality__beneficiary_deployment	0.38	0.42
press_reformation_causality__precondition_convergence	0.35	0.42
press_reformation_causality__technological_inevitability	0.08	0.02
press_reformation_causation__mutual_shaping	0.35	0.42
press_reformation_causation__strategic_deployment	0.52	0.48
press_reformation_causation__technological_determinism	0.08	0.02
preventive_medicine_implementation_gap	0.52	0.68
primary_election_capture	0.58	0.65
privilege_architecture_coordination	0.38	0.42
processed_food_sodium_targeting	0.58	0.68
professional_licensing_barriers	0.52	0.68
professional_table_tennis_labor_markets	0.58	0.62
provincial_tax_collection	0.52	0.65
public_health_mandate_authority__bodily_autonomy_primary	0.68	0.75
public_health_mandate_authority__proportionality_reading	0.52	0.58
public_health_mandate_authority__public_health_primary	0.58	0.65
qualified_immunity_doctrine__accountability_void_reading	0.81	0.78
qualified_immunity_doctrine__constitutional_fidelity_reading	0.68	0.72
qualified_immunity_doctrine__protective_scaffold_reading	0.48	0.52
quantum_critical_point_superconductivity	0.54	0.62
quantum_formalism__copenhagen_reading	0.58	0.48
quantum_formalism__many_worlds_reading	0.38	0.62
quantum_formalism__pilot_wave_reading	0.38	0.52
quran_9_5_scope__abrogating_universal	0.68	0.82
quran_9_5_scope__contextual_defensive	0.28	0.35
quran_9_5_scope__progressive_synthesis	0.35	0.62
quran_hadith_substrate__reformist_ijtihad	0.42	0.48
quran_hadith_substrate__state_hybrid	0.38	0.52
quran_hadith_substrate__traditionalist_taqlid	0.62	0.68
quran_ontological_status__created_reading	0.48	0.52
quran_ontological_status__state_enforced_creation_reading	0.68	0.72
quran_ontological_status__uncreated_reading	0.58	0.72
quranic_gender_verses__contextual_egalitarian	0.52	0.68
quranic_gender_verses__literal_hierarchical	0.68	0.72
quranic_gender_verses__progressive_abrogation	0.78	0.68
qwerty_persistence__incumbent_preservation_reading	0.52	0.68
qwerty_persistence__lapsed_alternatives_reading	0.18	0.12
qwerty_persistence_inevitability__path_dependency_reading	0.08	0.02
qwerty_persistence_inevitability__strategic_lock_in_reading	0.52	0.58
qwerty_persistence_mechanism__beneficiary_extraction_reading	0.58	0.62
qwerty_persistence_mechanism__lock_in_reading	0.35	0.48
qwerty_persistence_mechanism__naturalization_reading	0.15	0.12
qwerty_vs_dvorak	0.55	0.68
rating_agency_procyclicality	0.68	0.72
rbio_practice_norm_complex__hegemonic_extraction_reading	0.68	0.72
rbio_practice_norm_complex__liberal_institutional_reading	0.52	0.48
rbio_practice_norm_complex__sovereignty_maximalist_reading	0.68	0.72
reader_informed_consent	0.58	0.72
reformation_composite__political_realignment_reading	0.58	0.68
reformation_composite__technological_mediation_reading	0.08	0.02
reformation_composite__theological_fragmentation_reading	0.52	0.58
reformation_event_boundary__composite_overdetermination_reading	0.48	0.65
reformation_event_boundary__political_swap_reading	0.58	0.62
reformation_event_boundary__theological_climb_reading	0.38	0.62
refugee_convention_text__expansive_humanitarian_reading	0.58	0.68
refugee_convention_text__procedural_integrity_reading	0.52	0.68
refugee_convention_text__restrictive_sovereignty_reading	0.58	0.68
regional_military_balance_stability	0.58	0.72
regional_patron_state_competition	0.58	0.68
remonstrance_authority__crown_reading	0.68	0.72
remonstrance_authority__magistrate_reading	0.58	0.62
researcher_credibility_signal	0.52	0.58
resource_lock_in_mechanism	0.58	0.62
reward_model_misalignment	0.58	0.62
rfc9293_tcp_specification__middlebox_realism_reading	0.58	0.68
rfc9293_tcp_specification__optimization_latitude_reading	0.18	0.08
rfc9293_tcp_specification__strict_invariance_reading	0.08	0.12
rogers_commission_findings__actuarial_risk_acceptance	0.58	0.72
rogers_commission_findings__engineering_absolute_threshold	0.58	0.85
rogers_commission_findings__management_compliance_narrative	0.48	0.62
roman_tax_collection_system	0.58	0.65
rome_statute_jurisdiction__hybrid_complementarity_reading	0.52	0.48
rome_statute_jurisdiction__sovereigntist_reading	0.38	0.52
rome_statute_jurisdiction__universalist_reading	0.58	0.62
sacrifice_commandment__archive_maintenance	0.42	0.5
sacrifice_commandment__performance_only	0.68	0.72
sacrifice_commandment__study_as_performance	0.05	0.0
salic_prohibition__cognatic_reversion_reading	0.38	0.48
salic_prohibition__immutable_mandate_reading	0.68	0.82
salic_prohibition__sovereign_override_reading	0.52	0.68
scam_doubt_manufacturing	0.68	0.72
school_choice_system	0.52	0.58
scientific_paradigm_lifecycle	0.58	0.68
script_as_identity__kemalist_rupture_reading	0.58	0.72
script_as_identity__ottoman_continuity_reading	0.58	0.72
script_as_identity__phonetic_instrumentalism_reading	0.35	0.52
scriptural_authority_contest	0.58	0.62
second_amendment_arms_right__civic_republican_reading	0.38	0.42
second_amendment_arms_right__collective_right_reading	0.52	0.65
second_amendment_arms_right__individual_right_reading	0.58	0.62
second_amendment_boundary__individual_right_reading	0.58	0.62
second_amendment_boundary__insurrectionist_reading	0.58	0.72
second_amendment_boundary__militia_conditioned_reading	0.52	0.68
second_amendment_scope__civic_right_reading	0.38	0.48
second_amendment_scope__collective_right_reading	0.28	0.42
second_amendment_scope__individual_right_reading	0.58	0.48
second_amendment_text__collective_rights_reading	0.52	0.68
second_amendment_text__collective_security_reading	0.58	0.62
second_amendment_text__collectivist_reading	0.28	0.35
second_amendment_text__hybrid_civic_reading	0.48	0.62
second_amendment_text__hybrid_scope_limitation_reading	0.38	0.52
second_amendment_text__individual_rights_reading	0.58	0.62
second_amendment_text__individualist_reading	0.58	0.65
second_amendment_text__originalist_civic_virtue_reading	0.38	0.52
secularization_pressure	0.58	0.62
selection_pressure_architecture	0.62	0.58
selective_retention_necessity	0.52	0.48
separation_of_powers_text__formalist_reading	0.68	0.72
separation_of_powers_text__functionalist_reading	0.38	0.35
separation_of_powers_text__unitary_executive_reading	0.58	0.72
settlement_fait_accompli	0.68	0.72
sex_gender_category__biology_reading	0.58	0.72
sex_gender_category__hybrid_reading	0.58	0.72
sex_gender_category__identity_reading	0.52	0.68
shinbutsu_coexistence_commitment__domain_partition_reading	0.22	0.18
shinbutsu_coexistence_commitment__incoherent_bundle_reading	0.58	0.72
shinbutsu_coexistence_commitment__syncretic_fusion_reading	0.52	0.68
simultaneous_veneration__domain_partition_reading	0.05	0.08
simultaneous_veneration__ontological_fusion_reading	0.58	0.62
simultaneous_veneration__pragmatic_incoherence_reading	0.62	0.72
slot_trading_secondary_market	0.52	0.48
smallholder_tenure_insecurity	0.58	0.68
social_conformity_infrastructure	0.38	0.62
software_keyboard_driver_standardization	0.52	0.65
solid_state_phased_array_steering	0.12	0.02
solidarity_mirror_trap	0.54	0.68
soteriological_kernel_contest	0.58	0.68
sound_money_scarcity_anchor	0.58	0.48
south_china_sea_freedom_of_navigation	0.58	0.68
sovereign_legitimacy__constitutional_hybrid_reading	0.32	0.28
sovereign_legitimacy__monarchical_reading	0.58	0.72
sovereign_legitimacy__republican_reading	0.38	0.52
sovereignty_cost_premium	0.18	0.22
spanish_political_opposition_suppression	0.68	0.78
speculative_price_volatility	0.58	0.62
speech_harm_boundary__absolutist_reading	0.58	0.72
speech_harm_boundary__dignity_reading	0.68	0.72
speech_harm_boundary__harm_balancing_reading	0.52	0.48
speech_protection_boundary__balancing_reading	0.58	0.65
speech_protection_boundary__dignitary_harm_reading	0.52	0.58
speech_protection_boundary__near_absolutist_reading	0.38	0.42
speech_protection_kernel__absolutist_reading	0.62	0.48
speech_protection_kernel__democratic_participation_reading	0.38	0.52
speech_protection_kernel__dignity_reading	0.52	0.48
speech_protection_kernel__harm_threshold_reading	0.58	0.62
speech_protection_kernel__marketplace_reading	0.38	0.42
state_commitment_installation_mechanism__endogenous_climb_reading	0.38	0.42
state_commitment_installation_mechanism__exogenous_imposition_reading	0.62	0.68
state_commitment_installation_mechanism__hybrid_cascade_reading	0.52	0.58
state_execution_authority__abolition_reading	0.92	0.88
state_execution_authority__deterrence_reading	0.52	0.65
state_execution_authority__retributive_reading	0.68	0.72
state_killing_authority__abolition_reading	0.08	0.02
state_killing_authority__deterrence_reading	0.62	0.72
state_killing_authority__retributive_reading	0.58	0.72
state_killing_legitimacy__abolition_reading	0.82	0.88
state_killing_legitimacy__deterrence_reading	0.48	0.62
state_killing_legitimacy__retributive_reading	0.68	0.72
state_recognition_vs_indigenous_presence	0.68	0.72
state_surveillance_capacity_extraction	0.68	0.78
status_market_fragmentation	0.52	0.48
statute_of_anne_ip_foundation__conceptual_emergence_reading	0.35	0.42
statute_of_anne_ip_foundation__entangled_event_reading	0.58	0.62
statute_of_anne_ip_foundation__institutional_reallocation_reading	0.52	0.58
statutory_debt_ceiling__constitutional_nullity_reading	0.0	0.0
statutory_debt_ceiling__coordination_scaffold_reading	0.22	0.18
statutory_debt_ceiling__extraction_snare_reading	0.68	0.72
stone_land_use_rule__behavioral_competence	0.18	0.35
stone_land_use_rule__commemorative_husk	0.68	0.42
structural_adjustment_conditionalities__creditor_coordination_reading	0.28	0.35
structural_adjustment_conditionalities__debtor_extraction_reading	0.78	0.82
structural_adjustment_conditionalities__hybrid_selectivity_reading	0.62	0.68
structural_position_constraint_divergence	0.52	0.48
subscriber_attention_commons	0.58	0.68
subscription_retention_imperative	0.58	0.65
substance_control_authority__harm_reduction_reading	0.38	0.42
substance_control_authority__legalization_reading	0.38	0.42
substance_control_authority__prohibition_reading	0.68	0.78
substance_control_kernel__harm_reduction_reading	0.38	0.48
substance_control_kernel__legalization_reading	0.35	0.38
substance_control_kernel__prohibition_reading	0.68	0.78
substance_control_legitimacy__harm_reduction_reading	0.48	0.52
substance_control_legitimacy__legalization_reading	0.52	0.48
substance_control_legitimacy__prohibition_reading	0.68	0.72
sunk_cost_escalation	0.58	0.65
supermajority_threshold__adaptive_gradient_reading	0.52	0.48
supermajority_threshold__consensus_safeguard_reading	0.28	0.35
supermajority_threshold__minoritarian_veto_reading	0.68	0.72
switching_cost_asymmetry	0.52	0.58
takings_clause_boundary__categorical_takings_reading	0.58	0.62
takings_clause_boundary__physical_appropriation_reading	0.38	0.62
takings_clause_boundary__regulatory_takings_reading	0.52	0.48
tcp_ip_interpretation__neutrality_reading	0.52	0.58
tcp_ip_interpretation__prioritization_reading	0.58	0.62
tcp_ip_interpretation__zero_rating_reading	0.58	0.64
technology_reformation_causality__beneficiary_agency_reading	0.52	0.62
technology_reformation_causality__co_constitution_reading	0.38	0.42
technology_reformation_causality__technological_determinism_reading	0.18	0.02
temple_sacrifice_obligation__messianic_suspension	0.08	0.12
temple_sacrifice_obligation__study_as_archiving	0.48	0.62
temple_sacrifice_obligation__study_as_occupation	0.12	0.08
tenure_contract__academic_freedom_reading	0.28	0.35
tenure_contract__demographic_reproduction_reading	0.58	0.68
tenure_contract__institutional_extraction_reading	0.62	0.68
territorial_legitimacy__indigenous_continuity_reading	0.68	0.85
territorial_legitimacy__partition_reading	0.58	0.68
territorial_legitimacy__security_necessity_reading	0.68	0.72
territorial_legitimacy_dual__palestinian_autochthony_reading	0.68	0.78
territorial_legitimacy_dual__two_state_coexistence_reading	0.55	0.62
territorial_legitimacy_dual__zionist_refuge_reading	0.58	0.62
territorial_sovereignty_legitimacy__covenant_continuity_reading	0.58	0.68
territorial_sovereignty_legitimacy__existential_matrix_reading	0.68	0.82
territorial_sovereignty_legitimacy__self_determination_reading	0.58	0.72
thermodynamics_entropy	0.12	0.02
topological_invariant_universality	0.12	0.03
tordesillas_demarcation_kernel__portuguese_exploration_legitimation	0.52	0.58
tordesillas_demarcation_kernel__spanish_conquest_legitimation	0.82	0.88
total_war_possibility_space__deterrence_equilibrium_reading	0.68	0.72
total_war_possibility_space__nuclear_taboo_reading	0.38	0.62
total_war_reachability_boundary__contingent_reachability_reading	0.28	0.65
total_war_reachability_boundary__contraction_reading	0.02	0.0
total_war_reachability_boundary__dropping_reading	0.58	0.65
total_war_winnability_post1945__normative_reading_drop	0.32	0.48
total_war_winnability_post1945__strategic_culture_drift	0.38	0.62
total_war_winnability_post1945__structural_contraction_reading	0.12	0.02
toy_industry_consolidation	0.58	0.62
transition_causality__contingent_choice_reading	0.38	0.42
transition_causality__hybrid_trigger_reading	0.58	0.62
transition_causality__overdetermined_collapse_reading	0.62	0.68
treaty_authority_cession__crown_cession_reading	0.68	0.72
treaty_authority_cession__rangatiratanga_retention_reading	0.52	0.68
treaty_authority_cession__retrospective_snare_exposure	0.68	0.72
trips_agreement_interpretive_kernel__dispute_settlement_interpretive_authority	0.58	0.62
trips_agreement_interpretive_kernel__public_health_flexibility_reading	0.38	0.52
trips_agreement_interpretive_kernel__strong_exclusivity_reading	0.58	0.68
tsunami_stone_commitment__behavioral_competence_reading	0.08	0.12
tsunami_stone_commitment__catastrophe_validation_axis	0.12	0.03
tsunami_stone_commitment__commemorative_husk_reading	0.58	0.65
turkish_graphemic_substrate__gradual_transition_reading	0.52	0.48
turkish_graphemic_substrate__ottoman_continuity_reading	0.58	0.72
turkish_graphemic_substrate__secular_nationalist_reading	0.58	0.72
udhr_article_3__negative_liberty_reading	0.58	0.62
udhr_article_3__positive_entitlement_reading	0.58	0.65
udhr_article_3__procedural_hybrid_reading	0.38	0.52
udhr_authority__aspirational_sovereignty_reading	0.28	0.32
udhr_authority__binding_universalism_reading	0.58	0.72
udhr_authority__customary_emergence_reading	0.52	0.48
unclos_2026	0.58	0.62
unclos_maritime_sovereignty__expansive_construction_reading	0.58	0.68
unclos_maritime_sovereignty__hybrid_effective_control_reading	0.52	0.68
unclos_maritime_sovereignty__strict_geographic_reading	0.58	0.68
unclos_sovereignty_boundary__historical_rights_reading	0.58	0.68
unclos_sovereignty_boundary__non_ratifier_enforcement_reading	0.52	0.68
unclos_sovereignty_boundary__strict_eez_reading	0.58	0.72
unconditional_income_support__dependency_trap_reading	0.65	0.68
unconditional_income_support__freedom_floor_reading	0.18	0.12
unconditional_income_support__universality_paradox_reading	0.38	0.52
unconditional_university_offers_uk	0.58	0.62
unfalsifiable_credential_preload	0.58	0.68
unsc_242_withdrawal_clause__interpretive_authority_structure	0.68	0.72
unsc_242_withdrawal_clause__maximal_withdrawal_reading	0.62	0.68
unsc_242_withdrawal_clause__partial_withdrawal_reading	0.52	0.48
us_constitution_1787__living_reading	0.52	0.48
us_constitution_1787__originalist_reading	0.48	0.62
us_constitution_1787__positivist_reading	0.42	0.48
us_constitution_interpretive__living_constitution_reading	0.58	0.52
us_constitution_interpretive__originalist_reading	0.38	0.48
us_constitution_interpretive__popular_constitutionalism_reading	0.52	0.58
us_constitution_meaning__living_constitutionalist_reading	0.52	0.38
us_constitution_meaning__originalist_reading	0.58	0.72
us_constitution_meaning__positivist_reading	0.58	0.62
us_constitution_text__living_constitutionalist_reading	0.38	0.28
us_constitution_text__originalist_reading	0.58	0.72
us_constitution_text__positivist_reading	0.52	0.62
us_greenland_envoy	0.58	0.52
us_international_accountability_exemption	0.58	0.72
us_military_spending_justification	0.58	0.62
us_sdf_alliance_abandonment_2026	0.68	0.72
us_venezuela_oil_pressure	0.58	0.68
usul_al_fiqh_method__hanafi_reading	0.38	0.42
usul_al_fiqh_method__hanbali_reading	0.52	0.68
usul_al_fiqh_method__maliki_reading	0.42	0.48
usul_al_fiqh_method__shafii_reading	0.35	0.48
vaccine_mandate_balance__bodily_autonomy_primary	0.68	0.72
vaccine_mandate_balance__proportionality_reading	0.52	0.48
vaccine_mandate_balance__public_health_primary	0.58	0.72
