id	n_obs_defined	has_full_map	chi_min	chi_max	chi_span	starved	subset_a	subset_b	mtype_vec	ftype_vec	immut_vec
competence_exercise_validity__simulation_as_proxy	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
competence_occupation__hybrid_occupation	4	True	-0.03523415674452111	0.6575667270265899	0.692800883771111	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
competence_occupation__real_incident_necessity	4	True	0.07488390552014793	0.9315528632876693	0.8566689577675214	False	False	False	unknown|snare|naturalized|snare	unknown|snare|naturalized|snare	mountain|rope|rope|mountain
competence_occupation__simulation_sufficiency	4	True	-0.00843053430112561	0.7945597951571295	0.8029903294582551	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
competence_retention_exercise__catastrophe_as_necessary	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	piton|tangled_rope|rope|snare	piton|tangled_rope|rope|snare	mountain|rope|rope|mountain
competence_retention_exercise__near_miss_as_bridge	4	True	-0.005523453507634021	0.5205736588960505	0.5260971124036845	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
competence_retention_exercise__simulation_as_sufficient	4	True	0.06018861758662465	0.5205736588960505	0.4603850413094258	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
compliance_cost_asymmetry	4	True	-0.03963842633758625	0.7397625679049138	0.7794009942425001	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
complicity_equilibrium	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
consent_fatigue_externality	4	True	0.2333828820613657	0.7945597951571295	0.5611769130957638	False	False	False	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
constitutional_authority_boundary__coordinate_construction_reading	4	True	0.12238205512574714	0.5753708861482661	0.452988831022519	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
constitutional_authority_boundary__judicial_supremacy_reading	4	True	-0.009011950459823928	0.8493570224093454	0.8583689728691694	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
constitutional_authority_boundary__parliamentary_primacy_reading	4	True	-0.0026163727141424306	0.24658752263497122	0.24920389534911364	True	True	False	unknown|rope|rope|rope	unknown|rope|rope|rope	mountain|rope|rope|mountain
constitutional_interpretive_authority__coordinate_construction_reading	4	True	-0.020280950256399904	0.6575667270265899	0.6778476772829898	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
constitutional_interpretive_authority__judicial_supremacy_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
constitutional_interpretive_authority__parliamentary_supremacy_reading	4	True	0.2704	0.7123639542788058	0.44196395427880586	False	False	False	naturalized|tangled_rope|tangled_rope|snare	naturalized|tangled_rope|tangled_rope|snare	mountain|rope|rope|mountain
constitutional_secularism__principled_intervention_reading	4	True	0.038896132321056376	0.7945597951571295	0.7556636628360731	False	False	False	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
constitutional_secularism__reformist_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
constitutional_secularism__strict_neutrality_reading	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
constitutional_text__judicial_supremacy_reading	4	True	-0.021971029444433233	0.7123639542788058	0.734334983723239	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
constitutional_text__legislative_sovereignty_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
constitutional_text__popular_sovereignty_reading	4	True	0.4130163504519409	0.5205736588960505	0.10755730844410955	True	False	False	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	mountain|rope|rope|mountain
constitutional_text_authority__living_constitutionalist_reading	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
constitutional_text_authority__originalist_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
constitutional_text_authority__positivist_reading	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
cop_consensus_paralysis	4	True	-0.04257460606629633	0.7945597951571295	0.8371344012234259	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
copyright_constitutional_mandate__corporate_enclosure_reading	4	True	-0.028731346196566535	0.8230291500414056	0.8517604962379722	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
copyright_constitutional_mandate__judicial_ambiguity_reading	4	True	0.2950898658603317	0.5205736588960505	0.22548379303571875	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
copyright_constitutional_mandate__public_scaffold_reading	4	True	-0.00929543553418329	0.30138474988718705	0.3106801854213703	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
correct_latin__living_drift_reading	4	True	-0.005070237564099976	0.16439168175664748	0.16946191932074745	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
correct_latin__prescriptive_ideal_reading	4	True	0.011807970664858013	0.9315528632876693	0.9197448926228112	False	False	False	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	mountain|rope|rope|mountain
correct_latin__textual_recovery_reading	4	True	-0.020280950256399904	0.6575667270265899	0.6778476772829898	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
correct_latin_kernel__continuity_reading	4	True	-0.00929543553418329	0.30138474988718705	0.3106801854213703	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
correct_latin_kernel__reconstructionist_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
correct_latin_kernel__reoccupation_reading	4	True	0.06387156647306734	0.7945597951571295	0.7306882286840621	False	False	False	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
counterparty_risk_opacity	4	True	0.02386514999188097	0.7945597951571295	0.7706946451652485	False	False	False	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
creed_381_pneumatology__ecumenical_reunion_reading	4	True	-0.01183055431623328	0.3835805907655109	0.39541114508174413	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
creed_381_pneumatology__filioque_reading	4	True	-0.04257460606629633	0.7945597951571295	0.8371344012234259	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
creed_381_pneumatology__monoprocession_reading	4	True	0.3035996784237043	0.7945597951571295	0.4909601167334252	False	False	False	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
crustal_hydrogen_availability	4	True	-0.021487682807664568	0.2484043994746921	0.26989208228235667	True	True	False	mountain|rope|rope|mountain	mountain|rope|rope|mountain	mountain|rope|rope|mountain
cryptocurrency_settlement_competition	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
cryptographic_key_selection	4	True	-0.009550081247850919	0.11040195532208537	0.11995203656993629	True	True	False	mountain|rope|rope|mountain	mountain|rope|rope|mountain	mountain|rope|rope|mountain
cultural_homogenization_social_media	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
cultural_legitimacy_gatekeeping	4	True	-0.021971029444433233	0.7123639542788058	0.734334983723239	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
cultural_property_legal_corpus__indigenous_stewardship_reading	4	True	-0.04991505538807157	0.9315528632876693	0.9814679186757409	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
cultural_property_legal_corpus__sovereign_repatriation_reading	4	True	-0.006976993904379816	0.6575667270265899	0.6645437209309697	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
cultural_property_legal_corpus__universal_heritage_reading	4	True	-0.021971029444433233	0.7123639542788058	0.734334983723239	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
cuny_light_2026	4	True	-0.003380158376066651	0.10959445450443167	0.11297461288049832	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
currency_depreciation_spiral	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
dark_matter_structure_formation_timeline	4	True	-0.014325121871776378	0.16560293298312803	0.1799280548549044	True	True	False	mountain|rope|rope|mountain	mountain|rope|rope|mountain	mountain|rope|rope|mountain
decalogue_image_prohibition__iconoclast_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
decalogue_image_prohibition__iconodule_reading	4	True	0.03083454933182562	0.3835805907655109	0.35274604143368526	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
decalogue_image_prohibition__moderate_iconoclast_reading	4	True	-0.021971029444433233	0.7123639542788058	0.734334983723239	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
decentralization_censorship_resistance	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
defense_contractor_vendor_capture	4	True	0.02386514999188097	0.7945597951571295	0.7706946451652485	False	False	False	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
deferential_realism_ontology__hybrid_pragmatic_reading	4	True	-0.020280950256399904	0.543416791112751	0.5636977413691509	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
deferential_realism_ontology__immutable_diagnostic_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
deferential_realism_ontology__rhetorical_scaffold_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	unknown|unknown|scaffold|unknown	unknown|unknown|scaffold|unknown	mountain|rope|rope|mountain
deforestation_commons	4	True	0.30588345676674816	0.9315528632876693	0.6256694065209212	False	False	False	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	mountain|rope|rope|mountain
derivative_work_statutory_boundary__coordination_reading	4	True	-0.007605356346149964	0.24658752263497122	0.2541928789811212	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
derivative_work_statutory_boundary__enclosure_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
derivative_work_statutory_boundary__hybrid_carveout_reading	4	True	-0.020280950256399904	0.6575667270265899	0.6778476772829898	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
developing_nation_debt_sustainability	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
dharmasastra_corpus__abolitionist_rejection	4	True	0.1981423749654954	0.9315528632876693	0.7334104883221739	False	False	False	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	mountain|rope|rope|mountain
dharmasastra_corpus__orthodox_literalist	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
dharmasastra_corpus__reformist_contextual	4	True	-0.021971029444433233	0.7123639542788058	0.734334983723239	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
digital_identity_standardization	4	True	-0.04257460606629633	0.7945597951571295	0.8371344012234259	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
digital_money_emergence_boundary__conceptualization_reading	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
digital_money_emergence_boundary__consumer_holdings_reading	4	True	-0.03903702377530452	0.5753708861482661	0.6144079099235706	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
digital_money_emergence_boundary__infrastructure_reading	4	True	-0.030475336299372657	0.7123639542788058	0.7428392905781784	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
digital_money_origin__consumer_access_reading	4	True	0.3585041330257732	0.5205736588960505	0.16206952587027723	True	False	False	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	mountain|rope|rope|mountain
digital_money_origin__infrastructure_reading	4	True	0.006598571842126536	0.5205736588960505	0.5139750870539239	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
digital_money_origin__peer_to_peer_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
dignified_death__autonomy_primary	4	True	-0.021971029444433233	0.7123639542788058	0.734334983723239	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
dignified_death__relational_autonomy	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	mountain|rope|rope|mountain
dignified_death__sanctity_primary	4	True	-0.04257460606629633	0.7945597951571295	0.8371344012234259	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
disability_identity_politics	4	True	-0.021971029444433233	0.7123639542788058	0.734334983723239	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
disney_openai_ip_exclusivity	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
distributed_system_coherence	4	True	-0.005523453507634021	0.5205736588960505	0.5260971124036845	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
divine_legitimacy_substrate__amun_polytheistic_reading	4	True	-0.020280950256399904	0.6575667270265899	0.6778476772829898	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
divine_legitimacy_substrate__atenist_monotheistic_reading	4	True	-0.009884074697871406	0.9315528632876693	0.9414369379855407	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
divine_legitimacy_substrate__enforcement_collapse_mechanism	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
divine_legitimacy_substrate__folk_syncretistic_reading	4	True	-0.014788192895291596	0.47947573845688846	0.49426393135218005	False	False	False	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	mountain|rope|rope|mountain
divine_marriage_command__coercion_visibility_reading	4	True	0.010071504390614185	0.7945597951571295	0.7844882907665153	False	False	False	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
divine_marriage_command__continuationist_reading	4	True	-0.00843053430112561	0.7945597951571295	0.8029903294582551	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
divine_marriage_command__substitutionist_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
dldr_information_policy	4	True	-0.04257460606629633	0.7945597951571295	0.8371344012234259	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
dollar_gold_convertibility__policy_flexible_reading	4	True	0.009029624626067892	0.7123639542788058	0.7033343296527379	False	False	False	tangled_rope|tangled_rope|naturalized|tangled_rope	rope|rope|rope|rope	mountain|rope|rope|mountain
dollar_gold_convertibility__strict_convertibility_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
dollar_gold_convertibility__triffin_structural_reading	4	True	-0.04991505538807157	0.9315528632876693	0.9814679186757409	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
doomsday_clock_metric__hybrid_legitimacy_reading	4	True	-0.021971029444433233	0.7123639542788058	0.734334983723239	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
doomsday_clock_metric__objective_index_reading	4	True	0.010071504390614185	0.7945597951571295	0.7844882907665153	False	False	False	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
doomsday_clock_metric__performative_tool_reading	4	True	-0.04257460606629633	0.7945597951571295	0.8371344012234259	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
dsm_taxonomy_kernel__biomedical_reading	4	True	-0.04991505538807157	0.9315528632876693	0.9814679186757409	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
dsm_taxonomy_kernel__critical_psychiatry_reading	4	True	-0.04257460606629633	0.7945597951571295	0.8371344012234259	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
dsm_taxonomy_kernel__neurodiversity_reading	4	True	-0.06320280039811209	0.9315528632876693	0.9947556636857814	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
dueling_disappearance_mechanism__institutional_displacement_reading	4	True	-0.005070237564099976	0.16439168175664748	0.16946191932074745	True	False	False	scaffold|scaffold|scaffold|scaffold	rope|rope|rope|rope	mountain|rope|rope|mountain
dueling_disappearance_mechanism__overdetermined_composite_reading	4	True	-0.038170336473231196	0.7123639542788058	0.750534290752037	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
ecb_mandate_article_127__climate_incorporation	4	True	0.15152063967949647	0.7123639542788058	0.5608433145993094	False	False	False	tangled_rope|tangled_rope|naturalized|tangled_rope	rope|rope|rope|rope	mountain|rope|rope|mountain
ecb_mandate_article_127__expansive_secondary_objectives	4	True	-0.007558410063078134	0.7123639542788058	0.719922364341884	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
ecb_mandate_article_127__orthodox_price_stability	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
ecclesiastical_extraction_collapse	4	True	0.3016	0.7945597951571295	0.4929597951571295	False	False	False	naturalized|tangled_rope|tangled_rope|snare	naturalized|tangled_rope|tangled_rope|snare	mountain|rope|rope|mountain
ecumenical_boundary_shift	4	True	0.009029624626067892	0.7123639542788058	0.7033343296527379	False	False	False	tangled_rope|tangled_rope|naturalized|tangled_rope	rope|rope|rope|rope	mountain|rope|rope|mountain
eidas_digital_identity	4	True	0.009029624626067892	0.7123639542788058	0.7033343296527379	False	False	False	tangled_rope|tangled_rope|naturalized|tangled_rope	rope|rope|rope|rope	mountain|rope|rope|mountain
electronic_money_emergence__became_thinkable_reading	4	True	0.17093487289906514	0.5205736588960505	0.3496387859969853	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
electronic_money_emergence__first_held_reading	4	True	-0.005523453507634021	0.5205736588960505	0.5260971124036845	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
electronic_money_emergence__m4_m5_collapse_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	piton|tangled_rope|rope|snare	piton|tangled_rope|rope|snare	mountain|rope|rope|mountain
elite_identity_capture_2026	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
emergency_response_reach	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	scaffold|unknown|scaffold|snare	scaffold|unknown|scaffold|snare	mountain|rope|rope|mountain
emerging_market_debt_trap	4	True	-0.04257460606629633	0.7945597951571295	0.8371344012234259	False	False	False	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|rope|snare	mountain|rope|rope|mountain
emotional_labor_extraction	4	True	-0.026196227414516545	0.8493570224093454	0.875553249823862	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
end_of_life_authority__autonomy_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
end_of_life_authority__sanctity_reading	4	True	0.4504003215762957	0.7945597951571295	0.34415947358083376	False	False	False	tangled_rope|tangled_rope|tangled_rope|snare	tangled_rope|tangled_rope|tangled_rope|snare	mountain|rope|rope|mountain
end_of_life_decision_authority__autonomy_reading	4	True	0.010071504390614185	0.7945597951571295	0.7844882907665153	False	False	False	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
end_of_life_decision_authority__sanctity_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
end_of_life_decision_authority__vulnerability_protection_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
enforcement_asymmetry_axis	4	True	-0.04257460606629633	0.7945597951571295	0.8371344012234259	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
environmental_instability_as_constraint	4	True	-0.007605356346149964	0.24658752263497122	0.2541928789811212	True	True	False	mountain|scaffold|scaffold|mountain	mountain|scaffold|scaffold|mountain	mountain|rope|rope|mountain
equal_protection_clause__anti_subordination_reading	4	True	0.33799999999999997	0.7123639542788058	0.37436395427880587	False	False	False	tangled_rope|tangled_rope|naturalized|tangled_rope	rope|rope|rope|rope	mountain|rope|rope|mountain
equal_protection_clause__colorblind_reading	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
equal_protection_clause__diversity_reading	4	True	-0.00929543553418329	0.30138474988718705	0.3106801854213703	True	True	False	unknown|rope|rope|rope	unknown|rope|rope|rope	mountain|rope|rope|mountain
equal_protection_clause__formal_equality_reading	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
equal_protection_clause__remedial_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|rope|snare	mountain|rope|rope|mountain
equal_protection_clause__substantive_equality_reading	4	True	0.3035996784237043	0.7945597951571295	0.4909601167334252	False	False	False	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	mountain|rope|rope|mountain
equal_protection_commitment__colorblind_reading	4	True	-0.017745831474349917	0.5753708861482661	0.5931167176226161	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
equal_protection_commitment__diversity_reading	4	True	-0.01183055431623328	0.3835805907655109	0.39541114508174413	False	False	False	unknown|rope|rope|unknown	unknown|rope|rope|unknown	mountain|rope|rope|mountain
