id	baseeps	supp
kjv_text_1611__functional_equivalence_reading	0.15	0.05
kjv_text_1611__revisable_translation_reading	0.35	0.2
kodashim_commandment_status__messianic_deferral	0.45	0.6
kodashim_commandment_status__performance_only	0.65	0.4
kodashim_commandment_status__study_as_performance	0.05	0.1
kodashim_corpus__performance_only	0.85	0.75
kodashim_corpus__study_as_exercise	0.01	0.05
kodashim_corpus__substitution_archive	0.6	0.7
kodashim_obligation__study_as_archive	0.45	0.3
kodashim_obligation__study_as_performance	0.0	0.0
kodashim_obligation__study_as_preparation	0.25	0.1
latin_correctness__continuity_reading	0.15	0.1
latin_correctness__hybrid_reading	0.45	0.3
latin_correctness__rupture_reading	0.85	0.7
lausanne_minority_protections__expansive_reading	0.2	0.3
lausanne_minority_protections__restrictive_reading	0.85	0.9
legal_personhood_boundary__developmental_potentiality_reading	0.85	0.92
legal_personhood_boundary__functional_capacity_reading	0.6	0.7
legal_personhood_boundary__restrictive_anthropocentric_reading	0.3	0.2
legitimacy_of_imposed_practice__endogenous_climb_reading	0.6	0.7
legitimacy_of_imposed_practice__exogenous_override_reading	0.65	0.75
legitimacy_of_imposed_practice__hybrid_scaffolding_reading	0.6	0.7
legitimacy_of_practice_standardization__dual_practice_equilibrium_reading	0.3	0.4
legitimacy_of_practice_standardization__endogenous_displacement_reading	0.2	0.1
legitimacy_of_practice_standardization__exogenous_override_reading	0.65	0.75
legitimate_health_intervention__bodily_autonomy_primary	0.65	0.7
legitimate_health_intervention__proportionality_reading	0.45	0.3
legitimate_health_intervention__public_health_primary	0.78	0.85
legitimate_knowledge_boundary__credentialed_expertise_reading	0.65	0.75
legitimate_knowledge_boundary__experiential_pluralism_reading	0.2	0.1
legitimate_knowledge_boundary__hybrid_coproduction_reading	0.45	0.35
liability_attribution__deployer_liability	0.65	0.7
liability_attribution__developer_liability	0.65	0.7
liability_attribution__shared_liability	0.45	0.3
licensing_statute_mandate__graduated_access_filter	0.85	0.9
licensing_statute_mandate__public_safety_coordination	0.2	0.3
licensing_statute_mandate__rent_seeking_suppression	0.85	0.75
literacy_acquisition_kernel__balanced_literacy_reading	0.55	0.4
literacy_acquisition_kernel__phonics_reading	0.65	0.75
literacy_acquisition_kernel__structured_literacy_reading	0.65	0.7
literacy_acquisition_kernel__whole_language_reading	0.65	0.7
living_language_status__literary_continuity_reading	0.2	0.15
living_language_status__liturgical_preservation_reading	0.2	0.3
living_language_status__native_generation_reading	0.6	0.7
lycurgan_laws__adaptive_fiction_reading	0.25	0.4
lycurgan_laws__sacral_fidelity_reading	0.05	0.95
maat_order_principle__distributed_maintenance_reading	0.25	0.4
maat_order_principle__divine_mandate_reading	0.85	0.95
magna_carta_1215__baronial_privilege_reading	0.3	0.6
magna_carta_1215__living_document_reading	0.2	0.1
magna_carta_1215__universal_rights_reading	0.15	0.2
magna_carta_clause_39__feudal_prerogative_reading	0.2	0.7
magna_carta_clause_39__liberal_due_process_reading	0.65	0.4
magna_carta_clause_39__originalist_limitation_reading	0.3	0.2
magna_carta_constraint_authority__feudal_obsolescence_reading	0.65	0.7
magna_carta_constraint_authority__living_constitutionalism_reading	0.25	0.15
magna_carta_constraint_authority__parliamentary_sovereignty_reading	0.55	0.65
mandate_legitimacy_scope__bodily_autonomy_primary	0.85	0.9
mandate_legitimacy_scope__proportionality_reading	0.45	0.6
mandate_legitimacy_scope__public_health_primary	0.65	0.7
manifesto_revolutionary_method__council_communist_reading	0.25	0.85
manifesto_revolutionary_method__democratic_gradualism_reading	0.4	0.3
manifesto_revolutionary_method__vanguard_rupture_reading	0.75	0.9
market_as_natural_default__beneficiary_maintained_reading	0.45	0.65
market_as_natural_default__hybrid_amnesia_reading	0.45	0.6
market_as_natural_default__lapsed_alternative_reading	0.12	0.05
market_naturalization__beneficiary_maintained_reading	0.85	0.75
market_naturalization__hybrid_reading	0.6	0.7
market_naturalization__lapsed_alternative_reading	0.15	0.2
marriage_authority__communal_autonomy_reading	0.35	0.6
marriage_authority__federalist_millet_reading	0.15	0.25
marriage_authority__gender_rights_reading	0.85	0.75
marriage_authority__secularist_reading	0.7	0.65
marriage_authority_kernel__christian_canonical_reading	0.6	0.7
marriage_authority_kernel__hindu_codified_reading	0.45	0.6
marriage_authority_kernel__muslim_shariat_reading	0.65	0.75
marriage_authority_kernel__parsi_communal_reading	0.3	0.4
marriage_authority_kernel__secular_civil_reading	0.45	0.3
marriage_commitment_legitimacy__endogenous_reinterpretation_reading	0.15	0.25
marriage_commitment_legitimacy__exogenous_override_reading	0.85	0.9
marriage_commitment_legitimacy__hybrid_pragmatic_reading	0.55	0.65
marriage_commitment_reversal__endogenous_reinterpretation_reading	0.45	0.6
marriage_commitment_reversal__exogenous_override_reading	0.85	0.9
marriage_commitment_reversal__practice_doctrine_gap	0.85	0.7
marriage_sacrament__civic_pastoral_reading	0.45	0.3
marriage_sacrament__hierarchical_indissolubility_reading	0.85	0.9
monetary_anchor_principle__overdetermined_composite_reading	0.85	0.75
monetary_anchor_principle__punctuated_swap_reading	0.45	0.6
monetary_anchor_principle__triffin_inevitability_reading	0.05	0.95
monopoly_rulebook__extraction_demo_reading	0.85	0.9
monopoly_rulebook__social_scaffold_reading	0.45	0.2
monopoly_rulebook__tournament_orthodoxy_reading	0.08	0.15
montevideo_statehood_criteria__constitutive_reading	0.85	0.9
montevideo_statehood_criteria__declaratory_reading	0.2	0.1
montevideo_statehood_criteria__hybrid_reading	0.65	0.75
nafta_jurisdictional_boundary__capital_supremacy_reading	0.85	0.9
nafta_jurisdictional_boundary__embedded_liberalism_reading	0.45	0.35
nafta_jurisdictional_boundary__sovereignty_primacy_reading	0.25	0.15
naskh_principle__classical_abrogation	0.6	0.7
naskh_principle__contextual_harmonization	0.3	0.4
naskh_principle__progressive_restriction	0.6	0.7
nicene_christological_kernel__homoiousios_reading	0.45	0.3
nicene_christological_kernel__homoousios_reading	0.85	0.92
nicene_creed_authority__strict_orthodox_reading	0.7	0.8
nicene_creed_authority__symbolic_confessional_reading	0.25	0.15
notability_guidelines__deletionist_reading	0.15	0.25
notability_guidelines__inclusionist_reading	0.85	0.9
npt_article_iv_vi_pairing__abolitionist	0.85	0.9
npt_article_iv_vi_pairing__grand_bargain	0.65	0.7
npt_article_iv_vi_pairing__nonproliferation_primary	0.7	0.85
npt_treaty_1970__oligopoly_enforcement_reading	0.65	0.75
npt_treaty_1970__reciprocal_disarmament_reading	0.65	0.7
npt_treaty_1970__withdrawal_sovereignty_reading	0.45	0.3
npt_treaty_text__nnws_reading	0.45	0.3
npt_treaty_text__nws_reading	0.78	0.85
npt_treaty_text__withdrawal_threshold_reading	0.6	0.7
nsl_legal_text__democratic_enclosure_reading	0.92	0.95
nsl_legal_text__jurisdictional_capture_reading	0.78	0.85
nsl_legal_text__sovereignty_restoration_reading	0.45	0.7
nuclear_impossibility_kernel__credibility_paradox_reading	0.65	0.75
nuclear_impossibility_kernel__rational_dropout_reading	0.05	0.95
nuclear_impossibility_kernel__structural_contraction_reading	0.0	1.0
one_country_two_systems_framework__autonomy_primacy_reading	0.2	0.15
one_country_two_systems_framework__balanced_coexistence_reading	0.45	0.35
one_country_two_systems_framework__sovereignty_primacy_reading	0.85	0.9
orthographic_kernel__continuity_reading	0.65	0.7
orthographic_kernel__modernization_reading	0.45	0.6
orthographic_kernel__rupture_reading	0.95	0.98
orthographic_legitimacy_kernel__continuity_reading	0.15	0.05
orthographic_legitimacy_kernel__instrumentalist_reading	0.35	0.45
orthographic_legitimacy_kernel__modernist_reading	0.85	0.92
ost_article_ii_non_appropriation__commons_conservation	0.8	0.7
ost_article_ii_non_appropriation__extraction_permissive	0.65	0.7
ost_article_ii_non_appropriation__international_regime	0.4	0.2
paris_article_4_ndc__equity_reading	0.45	0.3
paris_article_4_ndc__sovereigntist_reading	0.15	0.05
paris_article_4_ndc__supranational_reading	0.85	0.75
performance_legitimacy__livelihood_security_reading	0.3	0.4
performance_legitimacy__qualitative_development_reading	0.65	0.75
performance_legitimacy__quantitative_growth_reading	0.68	0.75
performance_legitimacy__techno_nationalist_reading	0.7	0.85
permissive_license_text__commons_coordination_reading	0.1	0.05
permissive_license_text__copyleft_counterfactual_reading	0.7	0.6
permissive_license_text__corporate_moat_reading	0.65	0.7
personhood_boundary__birth_threshold_reading	0.05	0.1
personhood_boundary__fitness_contingent_reading	0.85	0.95
personhood_boundary__potential_based_reading	0.65	0.75
plural_marriage_mandate__endogenous_reinterpretation_reading	0.25	0.6
plural_marriage_mandate__exogenous_override_reading	0.85	0.92
plural_marriage_mandate__institutional_pragmatism_reading	0.7	0.8
preparedness_commitment__competence_reading	0.15	0.2
preparedness_commitment__husk_reading	0.6	0.4
preparedness_commitment__hybrid_reading	0.45	0.3
preparedness_persistence__competence_reading	0.05	0.1
preparedness_persistence__husk_reading	0.6	0.7
preparedness_persistence__hybrid_reading	0.45	0.3
preparedness_retention__competence_reading	0.15	0.1
preparedness_retention__husk_reading	0.65	0.4
preparedness_retention__hybrid_reading	0.6	0.4
preparedness_transmission__competence_reading	0.15	0.2
preparedness_transmission__husk_reading	0.3	0.4
preparedness_transmission__hybrid_reading	0.4	0.3
press_reformation_causality__co_constitution	0.45	0.6
press_reformation_causality__technological_determinism	0.05	0.02
press_reformation_causation__technological_determinism	0.05	0.02
price_formation_kernel__financialization_reading	0.85	0.75
price_formation_kernel__georgist_reading	0.65	0.7
price_formation_kernel__institutional_reading	0.68	0.75
price_formation_kernel__naturalist_reading	0.0	0.0
provincial_sovereignty_boundary__compact_federalism	0.45	0.3
provincial_sovereignty_boundary__constitutional_subordination	0.3	0.6
provincial_sovereignty_boundary__resource_sovereignty_primacy	0.65	0.75
public_health_mandate_authority__bodily_autonomy_primary	0.95	0.9
public_health_mandate_authority__proportionality_reading	0.45	0.6
public_health_mandate_authority__public_health_primary	0.7	0.8
qualified_immunity_doctrine__accountability_void_reading	0.92	0.88
qualified_immunity_doctrine__constitutional_fidelity_reading	0.9	0.95
quantum_formalism__copenhagen_reading	0.15	0.05
quantum_formalism__many_worlds_reading	0.05	0.1
quantum_formalism__pilot_wave_reading	0.2	0.4
quran_9_5_scope__abrogating_universal	0.9	0.95
quran_9_5_scope__contextual_defensive	0.15	0.2
quran_9_5_scope__progressive_synthesis	0.1	0.05
quran_hadith_substrate__reformist_ijtihad	0.45	0.3
quran_hadith_substrate__state_hybrid	0.35	0.6
quran_hadith_substrate__traditionalist_taqlid	0.7	0.85
quran_ontological_status__created_reading	0.25	0.15
quran_ontological_status__state_enforced_creation_reading	0.85	0.92
quran_ontological_status__uncreated_reading	0.1	0.2
quranic_gender_verses__contextual_egalitarian	0.45	0.3
quranic_gender_verses__literal_hierarchical	0.85	0.9
quranic_gender_verses__progressive_abrogation	0.95	0.88
qwerty_persistence__incumbent_preservation_reading	0.65	0.7
qwerty_persistence__lapsed_alternatives_reading	0.15	0.05
qwerty_persistence_inevitability__path_dependency_reading	0.05	0.95
qwerty_persistence_inevitability__strategic_lock_in_reading	0.68	0.75
qwerty_persistence_mechanism__beneficiary_extraction_reading	0.85	0.9
qwerty_persistence_mechanism__lock_in_reading	0.3	0.4
qwerty_persistence_mechanism__naturalization_reading	0.15	0.2
rbio_practice_norm_complex__hegemonic_extraction_reading	0.85	0.9
rbio_practice_norm_complex__liberal_institutional_reading	0.45	0.3
rbio_practice_norm_complex__sovereignty_maximalist_reading	0.85	0.92
reading_acquisition_legitimacy__balanced_literacy_integration	0.4	0.6
reading_acquisition_legitimacy__phonics_decoding_primacy	0.4	0.6
reading_acquisition_legitimacy__structured_literacy_remediation	0.65	0.7
reading_acquisition_mechanism__balanced_literacy_reading	0.45	0.6
reading_acquisition_mechanism__phonics_reading	0.4	0.6
reading_acquisition_mechanism__whole_language_reading	0.65	0.7
reformation_composite__political_realignment_reading	0.85	0.7
reformation_composite__technological_mediation_reading	0.05	0.02
reformation_composite__theological_fragmentation_reading	0.6	0.7
reformation_event_boundary__composite_overdetermination_reading	0.3	0.2
reformation_event_boundary__political_swap_reading	0.85	0.75
reformation_event_boundary__theological_climb_reading	0.15	0.2
refugee_convention_text__procedural_integrity_reading	0.3	0.4
refugee_convention_text__restrictive_sovereignty_reading	0.78	0.85
remonstrance_authority__crown_reading	0.85	0.7
remonstrance_authority__magistrate_reading	0.65	0.4
rfc9293_tcp_specification__middlebox_realism_reading	0.65	0.75
rfc9293_tcp_specification__optimization_latitude_reading	0.15	0.2
rfc9293_tcp_specification__strict_invariance_reading	0.05	0.1
rogers_commission_findings__actuarial_risk_acceptance	0.65	0.7
rogers_commission_findings__engineering_absolute_threshold	0.1	0.95
rogers_commission_findings__management_compliance_narrative	0.4	0.6
rome_statute_jurisdiction__hybrid_complementarity_reading	0.45	0.3
rome_statute_jurisdiction__sovereigntist_reading	0.3	0.2
rome_statute_jurisdiction__universalist_reading	0.65	0.75
sacrifice_commandment__archive_maintenance	0.45	0.2
sacrifice_commandment__performance_only	0.85	0.9
sacrifice_commandment__study_as_performance	0.0	0.0
sacrifice_obligation_continuity__archival_preservation	0.0	0.0
sacrifice_obligation_continuity__messianic_suspension	0.4	0.2
sacrifice_obligation_continuity__performance_only	0.85	0.9
sacrifice_obligation_continuity__study_as_performance	0.15	0.05
sacrifice_obligation_kernel__messianic_suspension_reading	0.1	0.05
sacrifice_obligation_kernel__performance_only_reading	0.95	0.99
sacrifice_obligation_kernel__study_as_exercise_reading	0.05	0.1
sacrifice_obligation_kernel__symbolic_archive_reading	0.0	0.0
salic_prohibition__cognatic_reversion_reading	0.4	0.6
salic_prohibition__immutable_mandate_reading	0.85	0.9
salic_prohibition__sovereign_override_reading	0.6	0.7
script_as_identity__kemalist_rupture_reading	0.65	0.78
script_as_identity__ottoman_continuity_reading	0.6	0.7
script_as_identity__phonetic_instrumentalism_reading	0.15	0.25
secession_legitimacy_boundary__grievance_threshold_reading	0.6	0.7
secession_legitimacy_boundary__popular_sovereignty_reading	0.6	0.7
secession_legitimacy_boundary__treaty_primacy_reading	0.65	0.75
second_amendment_arms_right__civic_republican_reading	0.35	0.2
second_amendment_arms_right__collective_right_reading	0.15	0.2
second_amendment_arms_right__individual_right_reading	0.65	0.4
second_amendment_boundary__individual_right_reading	0.65	0.75
second_amendment_boundary__insurrectionist_reading	0.65	0.75
second_amendment_boundary__militia_conditioned_reading	0.3	0.4
second_amendment_scope__civic_right_reading	0.45	0.3
second_amendment_scope__collective_right_reading	0.15	0.25
second_amendment_scope__individual_right_reading	0.65	0.4
second_amendment_text__collective_security_reading	0.45	0.6
second_amendment_text__individual_right_reading	0.65	0.75
second_amendment_text__originalist_civic_virtue_reading	0.1	0.05
separation_of_powers_text__formalist_reading	0.85	0.9
separation_of_powers_text__functionalist_reading	0.25	0.3
separation_of_powers_text__unitary_executive_reading	0.65	0.7
sex_gender_category__biology_reading	0.65	0.7
sex_gender_category__hybrid_reading	0.65	0.75
shinbutsu_coexistence_commitment__domain_partition_reading	0.2	0.1
shinbutsu_coexistence_commitment__incoherent_bundle_reading	0.6	0.7
shinbutsu_coexistence_commitment__syncretic_fusion_reading	0.2	0.4
shinbutsu_ontological_commitment__partition_reading	0.1	0.05
shinbutsu_ontological_commitment__syncretic_reading	0.65	0.7
shinbutsu_ontological_substrate__domain_partition_reading	0.15	0.2
shinbutsu_ontological_substrate__incoherent_bundle_reading	0.85	0.9
shinbutsu_ontological_substrate__syncretic_fusion_reading	0.3	0.4
simultaneous_veneration__domain_partition_reading	0.05	0.02
simultaneous_veneration__ontological_fusion_reading	0.85	0.75
simultaneous_veneration__pragmatic_incoherence_reading	0.7	0.8
software_control_legitimacy__commons_reading	0.3	0.2
software_control_legitimacy__freedom_imperative_reading	0.9	0.7
software_control_legitimacy__pragmatic_openness_reading	0.15	0.05
software_control_legitimacy__property_rights_reading	0.45	0.6
software_source_status__freedom_imperative_reading	0.9	0.7
software_source_status__pragmatic_development_reading	0.2	0.1
software_source_status__property_rights_reading	0.65	0.75
software_source_status__utilitarian_hybrid_reading	0.3	0.2
sovereign_legitimacy__constitutional_hybrid_reading	0.35	0.25
sovereign_legitimacy__monarchical_reading	0.85	0.9
sovereign_legitimacy__republican_reading	0.45	0.3
speech_harm_boundary__absolutist_reading	0.85	0.1
speech_harm_boundary__dignity_reading	0.85	0.75
speech_harm_boundary__harm_balancing_reading	0.45	0.3
speech_protection_boundary__absolutist_reading	0.65	0.75
speech_protection_boundary__balancing_reading	0.45	0.3
speech_protection_boundary__harm_limited_reading	0.65	0.7
speech_protection_kernel__democratic_participation_reading	0.25	0.15
speech_protection_kernel__dignity_reading	0.45	0.3
speech_protection_kernel__harm_threshold_reading	0.65	0.7
speech_protection_kernel__marketplace_reading	0.3	0.2
state_commitment_installation_mechanism__endogenous_climb_reading	0.3	0.2
state_commitment_installation_mechanism__exogenous_imposition_reading	0.65	0.75
state_commitment_installation_mechanism__hybrid_cascade_reading	0.45	0.6
state_execution_authority__abolition_reading	0.95	0.88
state_execution_authority__deterrence_reading	0.45	0.7
state_execution_authority__retributive_reading	0.85	0.9
state_killing_authority__categorical_abolition	0.05	0.1
state_killing_authority__deterrence_instrument	0.65	0.9
state_killing_authority__retributive_desert	0.85	0.95
state_killing_legitimacy__deterrence_reading	0.6	0.7
state_killing_legitimacy__retributive_reading	0.85	0.95
statute_of_anne_ip_foundation__conceptual_emergence_reading	0.15	0.1
statute_of_anne_ip_foundation__institutional_reallocation_reading	0.6	0.7
statutory_debt_ceiling__constitutional_nullity_reading	0.05	0.02
statutory_debt_ceiling__extraction_snare_reading	0.85	0.9
stone_land_use_rule__behavioral_competence	0.15	0.25
stone_land_use_rule__commemorative_husk	0.85	0.1
structural_adjustment_conditionalities__creditor_coordination_reading	0.25	0.4
structural_adjustment_conditionalities__debtor_extraction_reading	0.92	0.95
structural_adjustment_conditionalities__hybrid_selectivity_reading	0.7	0.85
substance_control_authority__harm_reduction_reading	0.45	0.3
substance_control_authority__legalization_reading	0.3	0.2
substance_control_authority__prohibition_reading	0.78	0.92
substance_control_kernel__harm_reduction_reading	0.45	0.6
substance_control_kernel__legalization_reading	0.3	0.2
substance_control_kernel__prohibition_reading	0.85	0.92
substance_control_legitimacy__harm_reduction_reading	0.45	0.6
substance_control_legitimacy__legalization_reading	0.3	0.2
substance_control_legitimacy__prohibition_reading	0.85	0.92
supermajority_threshold__adaptive_gradient_reading	0.4	0.3
supermajority_threshold__consensus_safeguard_reading	0.15	0.2
supermajority_threshold__minoritarian_veto_reading	0.85	0.75
takings_clause_boundary__categorical_takings_reading	0.45	0.3
takings_clause_boundary__physical_appropriation_reading	0.4	0.6
takings_clause_boundary__regulatory_takings_reading	0.65	0.45
tcp_ip_interpretation__neutrality_reading	0.3	0.2
tcp_ip_interpretation__prioritization_reading	0.65	0.7
tcp_ip_interpretation__zero_rating_reading	0.65	0.7
technology_legitimacy_kernel__precautionary_reading	0.6	0.7
technology_legitimacy_kernel__reliability_primacy_reading	0.6	0.7
technology_legitimacy_kernel__velocity_primacy_reading	0.65	0.7
technology_reformation_causality__beneficiary_agency_reading	0.65	0.7
technology_reformation_causality__co_constitution_reading	0.25	0.15
technology_reformation_causality__technological_determinism_reading	0.05	0.02
temple_sacrifice_commitment__hybrid_preparatory	0.45	0.3
temple_sacrifice_commitment__performance_only	0.05	0.1
temple_sacrifice_commitment__study_as_exercise	0.0	0.0
temple_sacrifice_commitment__symbolic_transformation	0.65	0.7
temple_sacrifice_obligation__messianic_suspension	0.05	0.02
temple_sacrifice_obligation__study_as_archiving	0.65	0.9
temple_sacrifice_obligation__study_as_occupation	0.1	0.05
tenure_contract__academic_freedom_reading	0.2	0.1
tenure_contract__demographic_reproduction_reading	0.78	0.85
tenure_contract__institutional_extraction_reading	0.85	0.75
territorial_legitimacy__indigenous_continuity_reading	0.95	0.98
territorial_legitimacy__partition_reading	0.6	0.7
territorial_legitimacy__security_necessity_reading	0.85	0.92
territorial_legitimacy_dual__palestinian_autochthony_reading	0.85	0.92
territorial_legitimacy_dual__two_state_coexistence_reading	0.4	0.6
territorial_legitimacy_dual__zionist_refuge_reading	0.6	0.7
territorial_sovereignty_legitimacy__covenant_continuity_reading	0.65	0.75
territorial_sovereignty_legitimacy__existential_matrix_reading	0.9	0.95
territorial_sovereignty_legitimacy__self_determination_reading	0.85	0.9
tordesillas_demarcation_kernel__portuguese_exploration_legitimation	0.65	0.75
tordesillas_demarcation_kernel__spanish_conquest_legitimation	0.9	0.95
total_war_possibility_space__deterrence_equilibrium_reading	0.6	0.7
total_war_possibility_space__nuclear_taboo_reading	0.2	0.6
total_war_possibility_space__space_contraction_reading	0.05	0.95
total_war_reachability_boundary__contingent_reachability_reading	0.4	0.3
total_war_reachability_boundary__contraction_reading	0.0	0.95
total_war_reachability_boundary__dropping_reading	0.3	0.4
total_war_winnability_post1945__normative_reading_drop	0.15	0.3
total_war_winnability_post1945__strategic_culture_drift	0.2	0.4
total_war_winnability_post1945__structural_contraction_reading	0.0	0.0
transition_causality__contingent_choice_reading	0.6	0.7
transition_causality__hybrid_trigger_reading	0.65	0.7
transition_causality__overdetermined_collapse_reading	0.1	0.9
treaty_authority_cession__crown_cession_reading	0.85	0.92
treaty_authority_cession__rangatiratanga_retention_reading	0.35	0.2
treaty_authority_cession__retrospective_snare_exposure	0.95	0.88
trips_agreement_interpretive_kernel__dispute_settlement_interpretive_authority	0.65	0.75
trips_agreement_interpretive_kernel__public_health_flexibility_reading	0.3	0.4
trips_agreement_interpretive_kernel__strong_exclusivity_reading	0.75	0.88
tsunami_stone_commitment__behavioral_competence_reading	0.05	0.1
tsunami_stone_commitment__catastrophe_validation_axis	0.05	0.02
tsunami_stone_commitment__commemorative_husk_reading	0.85	0.15
turkish_graphemic_substrate__gradual_transition_reading	0.4	0.3
turkish_graphemic_substrate__ottoman_continuity_reading	0.6	0.7
turkish_graphemic_substrate__secular_nationalist_reading	0.85	0.92
udhr_article_3__positive_entitlement_reading	0.85	0.75
udhr_article_3__procedural_hybrid_reading	0.35	0.45
udhr_authority__aspirational_sovereignty_reading	0.15	0.05
udhr_authority__binding_universalism_reading	0.75	0.65
udhr_authority__customary_emergence_reading	0.45	0.3
unclos_maritime_sovereignty__expansive_construction_reading	0.85	0.75
unclos_maritime_sovereignty__hybrid_effective_control_reading	0.6	0.7
unclos_maritime_sovereignty__strict_geographic_reading	0.2	0.4
unclos_sovereignty_boundary__historical_rights_reading	0.65	0.75
unclos_sovereignty_boundary__non_ratifier_enforcement_reading	0.65	0.75
unclos_sovereignty_boundary__strict_eez_reading	0.65	0.75
unconditional_income_support__dependency_trap_reading	0.85	0.75
unconditional_income_support__freedom_floor_reading	0.25	0.1
unconditional_income_support__universality_paradox_reading	0.35	0.2
unsc_242_withdrawal_clause__interpretive_authority_structure	0.85	0.75
unsc_242_withdrawal_clause__maximal_withdrawal_reading	0.85	0.75
unsc_242_withdrawal_clause__partial_withdrawal_reading	0.55	0.6
us_constitution_1787__living_reading	0.45	0.3
us_constitution_1787__originalist_reading	0.6	0.7
us_constitution_1787__positivist_reading	0.35	0.45
us_constitution_interpretive__living_constitution_reading	0.45	0.3
us_constitution_interpretive__originalist_reading	0.6	0.7
us_constitution_interpretive__popular_constitutionalism_reading	0.4	0.3
us_constitution_meaning__living_constitutionalist_reading	0.4	0.3
us_constitution_meaning__originalist_reading	0.65	0.78
us_constitution_meaning__positivist_reading	0.65	0.75
us_constitution_text__living_constitutionalist_reading	0.3	0.2
us_constitution_text__originalist_reading	0.65	0.75
us_constitution_text__positivist_reading	0.3	0.6
usul_al_fiqh_method__hanafi_reading	0.6	0.4
usul_al_fiqh_method__hanbali_reading	0.65	0.75
usul_al_fiqh_method__maliki_reading	0.3	0.4
usul_al_fiqh_method__shafii_reading	0.65	0.75
vaccine_mandate_balance__bodily_autonomy_primary	0.85	0.9
vaccine_mandate_balance__proportionality_reading	0.4	0.3
vaccine_mandate_balance__public_health_primary	0.7	0.8
vaccine_mandate_legitimacy__bodily_autonomy_primacy_reading	0.85	0.95
vaccine_mandate_legitimacy__public_health_primacy_reading	0.65	0.75
vaccine_mandate_legitimacy__risk_stratification_reading	0.6	0.7
valuation_legitimacy__dcf_fundamentalist	0.85	0.7
valuation_legitimacy__governance_skeptic	0.85	0.9
valuation_legitimacy__musk_cult_believer	0.65	0.7
valuation_legitimacy__real_options_technologist	0.15	0.05
vatican_ii_authority__composite_overdetermination_reading	0.6	0.7
vatican_ii_authority__continuity_reading	0.15	0.25
vatican_ii_authority__rupture_reading	0.85	0.7
vatican_ii_doctrinal_authority__composite_overdetermination_reading	0.45	0.3
vatican_ii_doctrinal_authority__continuity_reading	0.25	0.4
vatican_ii_doctrinal_authority__rupture_progressive_reading	0.65	0.45
vatican_ii_doctrinal_authority__rupture_traditionalist_reading	0.85	0.7
vatican_ii_magisterial_authority__composite_overdetermination_reading	0.65	0.7
vatican_ii_magisterial_authority__continuity_reading	0.3	0.4
vatican_ii_magisterial_authority__rupture_reading	0.65	0.4
vedic_corpus_social_prescription__orthodox_varna_reading	0.85	0.92
vedic_corpus_social_prescription__reformist_spiritual_reading	0.1	0.05
vedic_dharmic_corpus__bhakti_devotional_reading	0.4	0.3
vedic_dharmic_corpus__hereditary_monopoly_reading	0.68	0.75
vedic_dharmic_corpus__reformist_egalitarian_reading	0.45	0.3
versailles_reparations_clauses__limited_responsibility_reading	0.45	0.3
versailles_reparations_clauses__punitive_liability_reading	0.85	0.75
versailles_reparations_clauses__repudiation_reading	0.95	0.9
waitangi_sovereignty_allocation__crown_sovereignty_reading	0.85	0.75
waitangi_sovereignty_allocation__partnership_reading	0.45	0.3
waitangi_sovereignty_allocation__rangatiratanga_reading	0.6	0.7
war_powers_allocation__congressional_primacy_reading	0.6	0.7
war_powers_allocation__functional_accommodation_reading	0.65	0.7
war_powers_allocation__inherent_executive_reading	0.65	0.75
war_winnability_post_1945__countervailing_thinkable	0.65	0.7
war_winnability_post_1945__deterrence_unthinkable	0.15	0.05
war_winnability_post_1945__rhetorical_contraction	0.6	0.7
westphalia_sovereignty__absolute_non_intervention	0.6	0.7
westphalia_sovereignty__conditional_responsibility	0.65	0.75
westphalia_sovereignty__graded_sovereignty	0.65	0.75
westphalian_sovereignty__absolute_sovereignty	0.55	0.7
westphalian_sovereignty__conditional_sovereignty	0.4	0.6
westphalian_sovereignty__graduated_sovereignty	0.65	0.75
woman_category__gender_identity_reading	0.65	0.7
woman_category__intersex_accommodation_reading	0.15	0.2
woman_category__sex_biology_reading	0.6	0.7
woman_female_category__gender_identity_reading	0.65	0.7
woman_female_category__hybrid_contextual_reading	0.45	0.6
woman_female_category__sex_biology_reading	0.6	0.7
wto_dsb_authority__advisory_coordination_reading	0.2	0.15
wto_dsb_authority__binding_referee_reading	0.65	0.75
wto_dsb_authority__judicial_activism_reading	0.7	0.6
wto_treaty_framework__developmental_reading	0.3	0.4
wto_treaty_framework__market_access_reading	0.78	0.72
zero_as_number_entry__contingent_thinkability_reading	0.85	0.7
zero_as_number_entry__hybrid_scaffolding_reading	0.4	0.2
zero_as_number_entry__universal_discovery_reading	0.01	0.01
zero_mathematical_status__number_reading	0.05	0.02
zionist_legitimacy_basis__religious_restoration_reading	0.85	0.9
zionist_legitimacy_basis__settler_colonial_reading	0.9	0.95
