id	nat	pin_mountain	pin_rope	grid_a	grid_b	persist	neg_control	screen_subset_a	screen_starved
constitutional_interpretive_authority__parliamentary_supremacy_reading	naturalized|tangled_rope|tangled_rope|snare	naturalized|tangled_rope|tangled_rope|snare	naturalized|tangled_rope|tangled_rope|snare	False	False	True	True	False	False
constitutional_secularism__principled_intervention_reading	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	False	False	True	True	False	False
constitutional_secularism__reformist_reading	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
constitutional_secularism__strict_neutrality_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
constitutional_text__judicial_supremacy_reading	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
constitutional_text__legislative_sovereignty_reading	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
constitutional_text__popular_sovereignty_reading	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	False	False	False	True	False	True
constitutional_text_authority__living_constitutionalist_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
constitutional_text_authority__originalist_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
constitutional_text_authority__positivist_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
cop_consensus_paralysis	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
copyright_constitutional_mandate__corporate_enclosure_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
copyright_constitutional_mandate__judicial_ambiguity_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
copyright_constitutional_mandate__public_scaffold_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
correct_latin__living_drift_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
correct_latin__prescriptive_ideal_reading	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	False	False	True	True	False	False
correct_latin__textual_recovery_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
correct_latin_kernel__continuity_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
correct_latin_kernel__reconstructionist_reading	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
correct_latin_kernel__reoccupation_reading	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	False	False	True	True	False	False
counterparty_risk_opacity	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	False	False	True	True	False	False
creed_381_pneumatology__ecumenical_reunion_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
creed_381_pneumatology__filioque_reading	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
creed_381_pneumatology__monoprocession_reading	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	False	False	True	True	False	False
crustal_hydrogen_availability	mountain|rope|rope|mountain	mountain|mountain|mountain|mountain	rope|rope|rope|rope	True	True	False	False	True	True
cryptocurrency_settlement_competition	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
cryptographic_key_selection	mountain|rope|rope|mountain	mountain|mountain|mountain|mountain	rope|rope|rope|rope	True	True	False	False	True	True
cultural_homogenization_social_media	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
cultural_legitimacy_gatekeeping	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
cultural_property_legal_corpus__indigenous_stewardship_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
cultural_property_legal_corpus__sovereign_repatriation_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
cultural_property_legal_corpus__universal_heritage_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
cuny_light_2026	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
currency_depreciation_spiral	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
dark_matter_structure_formation_timeline	mountain|rope|rope|mountain	mountain|mountain|mountain|mountain	rope|rope|rope|rope	True	True	False	False	True	True
decalogue_image_prohibition__iconoclast_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
decalogue_image_prohibition__iconodule_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
decalogue_image_prohibition__moderate_iconoclast_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
decentralization_censorship_resistance	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
defense_contractor_vendor_capture	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	False	False	True	True	False	False
deferential_realism_ontology__hybrid_pragmatic_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
deferential_realism_ontology__immutable_diagnostic_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
deferential_realism_ontology__rhetorical_scaffold_reading	unknown|unknown|scaffold|unknown	unknown|unknown|scaffold|unknown	unknown|unknown|scaffold|unknown	False	False	True	True	False	False
deforestation_commons	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	False	False	True	True	False	False
derivative_work_statutory_boundary__coordination_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
derivative_work_statutory_boundary__enclosure_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
derivative_work_statutory_boundary__hybrid_carveout_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
developing_nation_debt_sustainability	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
dharmasastra_corpus__abolitionist_rejection	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	False	False	True	True	False	False
dharmasastra_corpus__orthodox_literalist	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
dharmasastra_corpus__reformist_contextual	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
digital_identity_standardization	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
digital_money_emergence_boundary__conceptualization_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
digital_money_emergence_boundary__consumer_holdings_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
digital_money_emergence_boundary__infrastructure_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
digital_money_origin__consumer_access_reading	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	False	False	False	True	False	True
digital_money_origin__infrastructure_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
digital_money_origin__peer_to_peer_reading	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
dignified_death__autonomy_primary	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
dignified_death__relational_autonomy	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	False	False	True	True	False	False
dignified_death__sanctity_primary	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
disability_identity_politics	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
disney_openai_ip_exclusivity	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
distributed_system_coherence	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
divine_legitimacy_substrate__amun_polytheistic_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
divine_legitimacy_substrate__atenist_monotheistic_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
divine_legitimacy_substrate__enforcement_collapse_mechanism	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
divine_legitimacy_substrate__folk_syncretistic_reading	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	False	False	True	True	False	False
divine_marriage_command__coercion_visibility_reading	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	False	False	True	True	False	False
divine_marriage_command__continuationist_reading	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
divine_marriage_command__substitutionist_reading	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
dldr_information_policy	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
dollar_gold_convertibility__policy_flexible_reading	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	False	False	True	True	False	False
dollar_gold_convertibility__strict_convertibility_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
dollar_gold_convertibility__triffin_structural_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
doomsday_clock_metric__hybrid_legitimacy_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
doomsday_clock_metric__objective_index_reading	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	False	False	True	True	False	False
doomsday_clock_metric__performative_tool_reading	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|piton|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
dsm_taxonomy_kernel__biomedical_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
dsm_taxonomy_kernel__critical_psychiatry_reading	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
dsm_taxonomy_kernel__neurodiversity_reading	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
dueling_disappearance_mechanism__institutional_displacement_reading	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	False	False	False	True	False	True
dueling_disappearance_mechanism__overdetermined_composite_reading	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
ecb_mandate_article_127__climate_incorporation	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	False	False	True	True	False	False
ecb_mandate_article_127__expansive_secondary_objectives	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
ecb_mandate_article_127__orthodox_price_stability	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
ecclesiastical_extraction_collapse	naturalized|tangled_rope|tangled_rope|snare	naturalized|tangled_rope|tangled_rope|snare	naturalized|tangled_rope|tangled_rope|snare	False	False	True	True	False	False
ecumenical_boundary_shift	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	False	False	True	True	False	False
eidas_digital_identity	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	False	False	True	True	False	False
electronic_money_emergence__became_thinkable_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
electronic_money_emergence__first_held_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
electronic_money_emergence__m4_m5_collapse_reading	piton|tangled_rope|rope|snare	piton|tangled_rope|piton|snare	piton|tangled_rope|rope|snare	False	True	True	True	False	False
elite_identity_capture_2026	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
emergency_response_reach	scaffold|unknown|scaffold|snare	scaffold|unknown|scaffold|snare	scaffold|unknown|scaffold|snare	False	False	True	True	False	False
emerging_market_debt_trap	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
emotional_labor_extraction	snare|snare|rope|snare	snare|snare|naturalized|snare	snare|snare|rope|snare	False	True	True	True	False	False
end_of_life_authority__autonomy_reading	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
end_of_life_authority__sanctity_reading	tangled_rope|tangled_rope|tangled_rope|snare	tangled_rope|tangled_rope|tangled_rope|snare	tangled_rope|tangled_rope|tangled_rope|snare	False	False	True	True	False	False
end_of_life_decision_authority__autonomy_reading	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	False	False	True	True	False	False
end_of_life_decision_authority__sanctity_reading	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
end_of_life_decision_authority__vulnerability_protection_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
enforcement_asymmetry_axis	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
environmental_instability_as_constraint	mountain|scaffold|scaffold|mountain	mountain|mountain|mountain|mountain	scaffold|scaffold|scaffold|scaffold	True	True	False	False	True	True
equal_protection_clause__anti_subordination_reading	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	False	False	True	True	False	False
equal_protection_clause__colorblind_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
equal_protection_clause__diversity_reading	unknown|rope|rope|rope	unknown|unknown|unknown|unknown	rope|rope|rope|rope	True	True	False	False	True	True
equal_protection_clause__formal_equality_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
equal_protection_clause__remedial_reading	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
equal_protection_clause__substantive_equality_reading	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	False	False	True	True	False	False
equal_protection_commitment__colorblind_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
equal_protection_commitment__diversity_reading	unknown|rope|rope|unknown	unknown|unknown|unknown|unknown	rope|rope|rope|unknown	False	True	True	True	False	False
equal_protection_commitment__remedial_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
equality_clause_scope__expansive_universalist	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
equality_clause_scope__progressive_textualist	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
equality_clause_scope__restrictive_originalist	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
ergo_nipopows	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
ergo_utxo_state_bloat_accumulation	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
ergodic_decomposition	mountain|rope|rope|mountain	mountain|mountain|mountain|mountain	rope|rope|rope|rope	True	True	False	False	True	True
eternal_marriage_covenant__immutable_commandment_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
eternal_marriage_covenant__prophetic_override_reading	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
eternal_marriage_covenant__temporal_accommodation_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
eu_council_unanimity__diplomatic_capital_reading	unknown|rope|rope|unknown	unknown|unknown|unknown|unknown	rope|rope|rope|unknown	False	True	True	True	False	False
eu_council_unanimity__sovereignty_guarantor_reading	unknown|unknown|rope|unknown	unknown|unknown|unknown|unknown	unknown|unknown|rope|unknown	False	True	True	True	False	False
eu_council_unanimity__veto_trap_reading	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
exclusion_as_preparation	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
expert_disempowerment	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
expertise_specialization_trap	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
export_proliferation_pathway	naturalized|tangled_rope|naturalized|tangled_rope	naturalized|tangled_rope|naturalized|tangled_rope	naturalized|tangled_rope|naturalized|tangled_rope	False	False	True	True	False	False
fair_use_four_factor_test__creator_centric_reading	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	False	False	True	True	False	False
fair_use_four_factor_test__transformative_use_reading	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	False	False	False	True	False	True
fair_use_four_factor_test__user_centric_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
fair_use_statutory_exception__market_licensing_reading	tangled_rope|snare|rope|snare	tangled_rope|snare|naturalized|snare	tangled_rope|snare|rope|snare	False	True	True	True	False	False
fair_use_statutory_exception__narrow_defense_reading	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
fair_use_statutory_exception__transformative_right_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
family_law_authority__communal_autonomy_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
family_law_authority__constitutional_supremacy_reading	unknown|tangled_rope|rope|tangled_rope	unknown|tangled_rope|unknown|tangled_rope	rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
family_law_authority__hybrid_accommodation_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
fb_creator_monetization_indonesia	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	False	False	True	True	False	False
federation_membership__integration_reading	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	False	False	True	True	False	False
federation_membership__sovereignty_reading	tangled_rope|tangled_rope|rope|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|rope|snare	False	True	True	True	False	False
federation_membership_kernel__integration_reading	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	False	False	True	True	False	False
federation_membership_kernel__member_sovereignty_reading	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|naturalized|snare	False	False	True	True	False	False
federation_membership_kernel__welfare_coordination_reading	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|naturalized|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
federation_membership_obligations__integration_primary	naturalized|tangled_rope|rope|tangled_rope	naturalized|tangled_rope|naturalized|tangled_rope	naturalized|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
federation_membership_obligations__member_sovereignty_primary	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	tangled_rope|tangled_rope|tangled_rope|tangled_rope	False	False	False	True	False	True
federation_membership_obligations__selective_solidarity	naturalized|tangled_rope|rope|snare	naturalized|tangled_rope|naturalized|snare	naturalized|tangled_rope|rope|snare	False	True	True	True	False	False
federation_membership_treaty__integration_primary	naturalized|tangled_rope|tangled_rope|snare	naturalized|tangled_rope|tangled_rope|snare	naturalized|tangled_rope|tangled_rope|snare	False	False	True	True	False	False
federation_membership_treaty__sovereignty_primary	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	tangled_rope|tangled_rope|naturalized|snare	False	False	True	True	False	False
federation_membership_treaty__subsidiarity_balance	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|unknown|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	False	True	True	True	False	False
