id	baseeps	supp
kjv_text_1611__functional_equivalence_reading	0.38	0.22
kjv_text_1611__revisable_translation_reading	0.58	0.41
kodashim_commandment_status__messianic_deferral	0.58	0.42
kodashim_commandment_status__performance_only	0.68	0.71
kodashim_commandment_status__study_as_performance	0.0	0.0
kodashim_corpus__performance_only	0.78	0.71
kodashim_corpus__study_as_exercise	0.0	0.0
kodashim_corpus__substitution_archive	0.58	0.62
kodashim_obligation__study_as_archive	0.58	0.42
kodashim_obligation__study_as_performance	0.0	0.0
kodashim_obligation__study_as_preparation	0.28	0.15
latin_correctness__continuity_reading	0.15	0.22
latin_correctness__hybrid_reading	0.58	0.61
latin_correctness__rupture_reading	0.72	0.68
lausanne_minority_protections__expansive_reading	0.38	0.52
lausanne_minority_protections__restrictive_reading	0.82	0.79
legal_personhood_boundary__developmental_potentiality_reading	0.68	0.72
legal_personhood_boundary__functional_capacity_reading	0.68	0.72
legal_personhood_boundary__restrictive_anthropocentric_reading	0.68	0.72
legitimacy_of_imposed_practice__endogenous_climb_reading	0.58	0.71
legitimacy_of_imposed_practice__exogenous_override_reading	0.68	0.79
legitimacy_of_imposed_practice__hybrid_scaffolding_reading	0.58	0.62
legitimacy_of_practice_standardization__dual_practice_equilibrium_reading	0.38	0.41
legitimacy_of_practice_standardization__endogenous_displacement_reading	0.31	0.18
legitimacy_of_practice_standardization__exogenous_override_reading	0.68	0.71
legitimate_health_intervention__bodily_autonomy_primary	0.68	0.71
legitimate_health_intervention__proportionality_reading	0.38	0.42
legitimate_health_intervention__public_health_primary	0.68	0.71
legitimate_knowledge_boundary__credentialed_expertise_reading	0.68	0.71
legitimate_knowledge_boundary__experiential_pluralism_reading	0.62	0.71
legitimate_knowledge_boundary__hybrid_coproduction_reading	0.42	0.38
liability_attribution__deployer_liability	0.68	0.62
liability_attribution__developer_liability	0.68	0.72
liability_attribution__shared_liability	0.68	0.55
licensing_statute_mandate__graduated_access_filter	0.68	0.71
licensing_statute_mandate__public_safety_coordination	0.38	0.42
licensing_statute_mandate__rent_seeking_suppression	0.78	0.81
literacy_acquisition_kernel__balanced_literacy_reading	0.58	0.42
literacy_acquisition_kernel__phonics_reading	0.68	0.72
literacy_acquisition_kernel__structured_literacy_reading	0.68	0.55
literacy_acquisition_kernel__whole_language_reading	0.68	0.72
living_language_status__literary_continuity_reading	0.38	0.52
living_language_status__liturgical_preservation_reading	0.62	0.71
living_language_status__native_generation_reading	0.68	0.72
lycurgan_laws__adaptive_fiction_reading	0.58	0.72
lycurgan_laws__sacral_fidelity_reading	0.15	0.08
maat_order_principle__distributed_maintenance_reading	0.31	0.28
maat_order_principle__divine_mandate_reading	0.78	0.87
magna_carta_1215__baronial_privilege_reading	0.68	0.72
magna_carta_1215__living_document_reading	0.38	0.22
magna_carta_1215__universal_rights_reading	0.31	0.18
magna_carta_clause_39__feudal_prerogative_reading	0.28	0.42
magna_carta_clause_39__liberal_due_process_reading	0.42	0.31
magna_carta_clause_39__originalist_limitation_reading	0.38	0.22
magna_carta_constraint_authority__feudal_obsolescence_reading	0.62	0.58
magna_carta_constraint_authority__living_constitutionalism_reading	0.38	0.22
magna_carta_constraint_authority__parliamentary_sovereignty_reading	0.58	0.49
mandate_legitimacy_scope__bodily_autonomy_primary	0.82	0.79
mandate_legitimacy_scope__proportionality_reading	0.58	0.64
mandate_legitimacy_scope__public_health_primary	0.62	0.71
manifesto_revolutionary_method__council_communist_reading	0.25	0.72
manifesto_revolutionary_method__democratic_gradualism_reading	0.4	0.35
manifesto_revolutionary_method__vanguard_rupture_reading	0.68	0.82
market_as_natural_default__beneficiary_maintained_reading	0.48	0.62
market_as_natural_default__hybrid_amnesia_reading	0.45	0.62
market_as_natural_default__lapsed_alternative_reading	0.08	0.12
market_naturalization__beneficiary_maintained_reading	0.78	0.81
market_naturalization__hybrid_reading	0.58	0.52
market_naturalization__lapsed_alternative_reading	0.28	0.12
marriage_authority__communal_autonomy_reading	0.62	0.71
marriage_authority__federalist_millet_reading	0.28	0.15
marriage_authority__gender_rights_reading	0.78	0.71
marriage_authority__secularist_reading	0.78	0.71
marriage_authority_kernel__christian_canonical_reading	0.48	0.52
marriage_authority_kernel__hindu_codified_reading	0.42	0.38
marriage_authority_kernel__muslim_shariat_reading	0.68	0.71
marriage_authority_kernel__parsi_communal_reading	0.31	0.42
marriage_authority_kernel__secular_civil_reading	0.31	0.22
marriage_commitment_legitimacy__endogenous_reinterpretation_reading	0.18	0.22
marriage_commitment_legitimacy__exogenous_override_reading	0.82	0.76
marriage_commitment_legitimacy__hybrid_pragmatic_reading	0.58	0.64
marriage_commitment_reversal__endogenous_reinterpretation_reading	0.62	0.71
marriage_commitment_reversal__exogenous_override_reading	0.78	0.81
marriage_commitment_reversal__practice_doctrine_gap	0.82	0.71
marriage_sacrament__civic_pastoral_reading	0.58	0.52
marriage_sacrament__hierarchical_indissolubility_reading	0.68	0.72
monetary_anchor_principle__overdetermined_composite_reading	0.76	0.62
monetary_anchor_principle__punctuated_swap_reading	0.62	0.41
monetary_anchor_principle__triffin_inevitability_reading	0.05	0.0
monopoly_rulebook__extraction_demo_reading	0.68	0.72
monopoly_rulebook__social_scaffold_reading	0.38	0.22
monopoly_rulebook__tournament_orthodoxy_reading	0.06	0.02
montevideo_statehood_criteria__constitutive_reading	0.68	0.71
montevideo_statehood_criteria__declaratory_reading	0.62	0.58
montevideo_statehood_criteria__hybrid_reading	0.67	0.71
nafta_jurisdictional_boundary__capital_supremacy_reading	0.78	0.82
nafta_jurisdictional_boundary__embedded_liberalism_reading	0.58	0.42
nafta_jurisdictional_boundary__sovereignty_primacy_reading	0.28	0.15
naskh_principle__classical_abrogation	0.68	0.42
naskh_principle__contextual_harmonization	0.58	0.42
naskh_principle__progressive_restriction	0.58	0.64
nicene_christological_kernel__homoiousios_reading	0.62	0.58
nicene_christological_kernel__homoousios_reading	0.78	0.81
nicene_creed_authority__strict_orthodox_reading	0.68	0.79
nicene_creed_authority__symbolic_confessional_reading	0.18	0.12
notability_guidelines__deletionist_reading	0.18	0.22
notability_guidelines__inclusionist_reading	0.78	0.82
npt_article_iv_vi_pairing__abolitionist	0.78	0.72
npt_article_iv_vi_pairing__grand_bargain	0.62	0.71
npt_article_iv_vi_pairing__nonproliferation_primary	0.68	0.72
npt_treaty_1970__oligopoly_enforcement_reading	0.68	0.71
npt_treaty_1970__reciprocal_disarmament_reading	0.62	0.71
npt_treaty_1970__withdrawal_sovereignty_reading	0.62	0.41
npt_treaty_text__nnws_reading	0.52	0.38
npt_treaty_text__nws_reading	0.78	0.71
npt_treaty_text__withdrawal_threshold_reading	0.68	0.71
nsl_legal_text__democratic_enclosure_reading	0.89	0.91
nsl_legal_text__jurisdictional_capture_reading	0.68	0.72
nsl_legal_text__sovereignty_restoration_reading	0.56	0.68
nuclear_impossibility_kernel__credibility_paradox_reading	0.62	0.58
nuclear_impossibility_kernel__rational_dropout_reading	0.15	0.22
nuclear_impossibility_kernel__structural_contraction_reading	0.15	0.08
one_country_two_systems_framework__autonomy_primacy_reading	0.35	0.28
one_country_two_systems_framework__balanced_coexistence_reading	0.42	0.38
one_country_two_systems_framework__sovereignty_primacy_reading	0.81	0.88
orthographic_kernel__continuity_reading	0.68	0.72
orthographic_kernel__modernization_reading	0.48	0.52
orthographic_kernel__rupture_reading	0.89	0.87
orthographic_legitimacy_kernel__continuity_reading	0.15	0.28
orthographic_legitimacy_kernel__instrumentalist_reading	0.58	0.62
orthographic_legitimacy_kernel__modernist_reading	0.81	0.76
ost_article_ii_non_appropriation__commons_conservation	0.68	0.72
ost_article_ii_non_appropriation__extraction_permissive	0.78	0.71
ost_article_ii_non_appropriation__international_regime	0.58	0.42
paris_article_4_ndc__equity_reading	0.48	0.62
paris_article_4_ndc__sovereigntist_reading	0.32	0.18
paris_article_4_ndc__supranational_reading	0.81	0.72
performance_legitimacy__livelihood_security_reading	0.62	0.38
performance_legitimacy__qualitative_development_reading	0.68	0.62
performance_legitimacy__quantitative_growth_reading	0.68	0.71
performance_legitimacy__techno_nationalist_reading	0.68	0.72
permissive_license_text__commons_coordination_reading	0.12	0.08
permissive_license_text__copyleft_counterfactual_reading	0.68	0.52
permissive_license_text__corporate_moat_reading	0.68	0.52
personhood_boundary__birth_threshold_reading	0.31	0.28
personhood_boundary__fitness_contingent_reading	0.89	0.91
personhood_boundary__potential_based_reading	0.68	0.71
plural_marriage_mandate__endogenous_reinterpretation_reading	0.38	0.45
plural_marriage_mandate__exogenous_override_reading	0.87	0.91
plural_marriage_mandate__institutional_pragmatism_reading	0.68	0.79
preparedness_commitment__competence_reading	0.28	0.12
preparedness_commitment__husk_reading	0.62	0.71
preparedness_commitment__hybrid_reading	0.58	0.42
preparedness_persistence__competence_reading	0.08	0.12
preparedness_persistence__husk_reading	0.62	0.58
preparedness_persistence__hybrid_reading	0.62	0.58
preparedness_retention__competence_reading	0.28	0.15
preparedness_retention__husk_reading	0.68	0.62
preparedness_retention__hybrid_reading	0.62	0.41
preparedness_transmission__competence_reading	0.28	0.15
preparedness_transmission__husk_reading	0.62	0.71
preparedness_transmission__hybrid_reading	0.48	0.41
press_reformation_causality__co_constitution	0.58	0.71
press_reformation_causality__technological_determinism	0.22	0.08
press_reformation_causation__technological_determinism	0.12	0.05
price_formation_kernel__financialization_reading	0.78	0.71
price_formation_kernel__georgist_reading	0.68	0.71
price_formation_kernel__institutional_reading	0.67	0.71
price_formation_kernel__naturalist_reading	0.0	0.0
provincial_sovereignty_boundary__compact_federalism	0.48	0.52
provincial_sovereignty_boundary__constitutional_subordination	0.68	0.72
provincial_sovereignty_boundary__resource_sovereignty_primacy	0.68	0.72
public_health_mandate_authority__bodily_autonomy_primary	0.88	0.91
public_health_mandate_authority__proportionality_reading	0.58	0.62
public_health_mandate_authority__public_health_primary	0.68	0.72
qualified_immunity_doctrine__accountability_void_reading	0.91	0.88
qualified_immunity_doctrine__constitutional_fidelity_reading	0.68	0.71
quantum_formalism__copenhagen_reading	0.68	0.72
quantum_formalism__many_worlds_reading	0.58	0.42
quantum_formalism__pilot_wave_reading	0.31	0.18
quran_9_5_scope__abrogating_universal	0.88	0.92
quran_9_5_scope__contextual_defensive	0.28	0.15
quran_9_5_scope__progressive_synthesis	0.18	0.12
quran_hadith_substrate__reformist_ijtihad	0.42	0.38
quran_hadith_substrate__state_hybrid	0.38	0.52
quran_hadith_substrate__traditionalist_taqlid	0.68	0.79
quran_ontological_status__created_reading	0.62	0.45
quran_ontological_status__state_enforced_creation_reading	0.82	0.91
quran_ontological_status__uncreated_reading	0.68	0.72
quranic_gender_verses__contextual_egalitarian	0.62	0.71
quranic_gender_verses__literal_hierarchical	0.82	0.79
quranic_gender_verses__progressive_abrogation	0.88	0.76
qwerty_persistence__incumbent_preservation_reading	0.68	0.72
qwerty_persistence__lapsed_alternatives_reading	0.28	0.12
qwerty_persistence_inevitability__path_dependency_reading	0.18	0.12
qwerty_persistence_inevitability__strategic_lock_in_reading	0.68	0.72
qwerty_persistence_mechanism__beneficiary_extraction_reading	0.68	0.72
qwerty_persistence_mechanism__lock_in_reading	0.31	0.18
qwerty_persistence_mechanism__naturalization_reading	0.12	0.08
rbio_practice_norm_complex__hegemonic_extraction_reading	0.79	0.71
rbio_practice_norm_complex__liberal_institutional_reading	0.58	0.62
rbio_practice_norm_complex__sovereignty_maximalist_reading	0.78	0.72
reading_acquisition_legitimacy__balanced_literacy_integration	0.38	0.29
reading_acquisition_legitimacy__phonics_decoding_primacy	0.58	0.62
reading_acquisition_legitimacy__structured_literacy_remediation	0.62	0.71
reading_acquisition_mechanism__balanced_literacy_reading	0.58	0.62
reading_acquisition_mechanism__phonics_reading	0.68	0.72
reading_acquisition_mechanism__whole_language_reading	0.67	0.72
reformation_composite__political_realignment_reading	0.68	0.72
reformation_composite__technological_mediation_reading	0.18	0.12
reformation_composite__theological_fragmentation_reading	0.68	0.72
reformation_event_boundary__composite_overdetermination_reading	0.58	0.62
reformation_event_boundary__political_swap_reading	0.78	0.71
reformation_event_boundary__theological_climb_reading	0.31	0.18
refugee_convention_text__procedural_integrity_reading	0.38	0.42
refugee_convention_text__restrictive_sovereignty_reading	0.68	0.72
remonstrance_authority__crown_reading	0.68	0.71
remonstrance_authority__magistrate_reading	0.68	0.72
rfc9293_tcp_specification__middlebox_realism_reading	0.68	0.71
rfc9293_tcp_specification__optimization_latitude_reading	0.18	0.12
rfc9293_tcp_specification__strict_invariance_reading	0.12	0.08
rogers_commission_findings__actuarial_risk_acceptance	0.68	0.71
rogers_commission_findings__engineering_absolute_threshold	0.19	0.92
rogers_commission_findings__management_compliance_narrative	0.68	0.71
rome_statute_jurisdiction__hybrid_complementarity_reading	0.41	0.29
rome_statute_jurisdiction__sovereigntist_reading	0.38	0.22
rome_statute_jurisdiction__universalist_reading	0.68	0.72
sacrifice_commandment__archive_maintenance	0.48	0.22
sacrifice_commandment__performance_only	0.81	0.72
sacrifice_commandment__study_as_performance	0.0	0.0
sacrifice_obligation_continuity__archival_preservation	0.0	0.0
sacrifice_obligation_continuity__messianic_suspension	0.48	0.32
sacrifice_obligation_continuity__performance_only	0.82	0.71
sacrifice_obligation_continuity__study_as_performance	0.18	0.12
sacrifice_obligation_kernel__messianic_suspension_reading	0.15	0.12
sacrifice_obligation_kernel__performance_only_reading	0.89	0.72
sacrifice_obligation_kernel__study_as_exercise_reading	0.0	0.0
sacrifice_obligation_kernel__symbolic_archive_reading	0.0	0.0
salic_prohibition__cognatic_reversion_reading	0.62	0.71
salic_prohibition__immutable_mandate_reading	0.68	0.76
salic_prohibition__sovereign_override_reading	0.62	0.71
script_as_identity__kemalist_rupture_reading	0.62	0.71
script_as_identity__ottoman_continuity_reading	0.68	0.79
script_as_identity__phonetic_instrumentalism_reading	0.18	0.22
secession_legitimacy_boundary__grievance_threshold_reading	0.68	0.71
secession_legitimacy_boundary__popular_sovereignty_reading	0.68	0.76
secession_legitimacy_boundary__treaty_primacy_reading	0.68	0.72
second_amendment_arms_right__civic_republican_reading	0.38	0.42
second_amendment_arms_right__collective_right_reading	0.38	0.25
second_amendment_arms_right__individual_right_reading	0.58	0.47
second_amendment_boundary__individual_right_reading	0.68	0.72
second_amendment_boundary__insurrectionist_reading	0.68	0.72
second_amendment_boundary__militia_conditioned_reading	0.68	0.45
second_amendment_scope__civic_right_reading	0.48	0.31
second_amendment_scope__collective_right_reading	0.28	0.42
second_amendment_scope__individual_right_reading	0.68	0.42
second_amendment_text__collective_security_reading	0.62	0.58
second_amendment_text__individual_right_reading	0.58	0.62
second_amendment_text__originalist_civic_virtue_reading	0.31	0.22
separation_of_powers_text__formalist_reading	0.82	0.88
separation_of_powers_text__functionalist_reading	0.38	0.22
separation_of_powers_text__unitary_executive_reading	0.68	0.72
sex_gender_category__biology_reading	0.68	0.71
sex_gender_category__hybrid_reading	0.68	0.71
shinbutsu_coexistence_commitment__domain_partition_reading	0.38	0.42
shinbutsu_coexistence_commitment__incoherent_bundle_reading	0.62	0.71
shinbutsu_coexistence_commitment__syncretic_fusion_reading	0.58	0.72
shinbutsu_ontological_commitment__partition_reading	0.28	0.19
shinbutsu_ontological_commitment__syncretic_reading	0.68	0.72
shinbutsu_ontological_substrate__domain_partition_reading	0.31	0.42
shinbutsu_ontological_substrate__incoherent_bundle_reading	0.68	0.71
shinbutsu_ontological_substrate__syncretic_fusion_reading	0.31	0.28
simultaneous_veneration__domain_partition_reading	0.12	0.08
simultaneous_veneration__ontological_fusion_reading	0.82	0.71
simultaneous_veneration__pragmatic_incoherence_reading	0.72	0.68
software_control_legitimacy__commons_reading	0.48	0.38
software_control_legitimacy__freedom_imperative_reading	0.82	0.71
software_control_legitimacy__pragmatic_openness_reading	0.22	0.15
software_control_legitimacy__property_rights_reading	0.62	0.71
software_source_status__freedom_imperative_reading	0.88	0.76
software_source_status__pragmatic_development_reading	0.31	0.18
software_source_status__property_rights_reading	0.68	0.72
software_source_status__utilitarian_hybrid_reading	0.38	0.22
sovereign_legitimacy__constitutional_hybrid_reading	0.38	0.42
sovereign_legitimacy__monarchical_reading	0.78	0.86
sovereign_legitimacy__republican_reading	0.42	0.38
speech_harm_boundary__absolutist_reading	0.68	0.52
speech_harm_boundary__dignity_reading	0.68	0.72
speech_harm_boundary__harm_balancing_reading	0.48	0.62
speech_protection_boundary__absolutist_reading	0.68	0.41
speech_protection_boundary__balancing_reading	0.62	0.48
speech_protection_boundary__harm_limited_reading	0.68	0.71
speech_protection_kernel__democratic_participation_reading	0.38	0.29
speech_protection_kernel__dignity_reading	0.62	0.71
speech_protection_kernel__harm_threshold_reading	0.68	0.72
speech_protection_kernel__marketplace_reading	0.58	0.62
state_commitment_installation_mechanism__endogenous_climb_reading	0.38	0.22
state_commitment_installation_mechanism__exogenous_imposition_reading	0.68	0.76
state_commitment_installation_mechanism__hybrid_cascade_reading	0.58	0.62
state_execution_authority__abolition_reading	0.91	0.88
state_execution_authority__deterrence_reading	0.62	0.71
state_execution_authority__retributive_reading	0.68	0.72
state_killing_authority__categorical_abolition	0.31	0.42
state_killing_authority__deterrence_instrument	0.68	0.72
state_killing_authority__retributive_desert	0.68	0.72
state_killing_legitimacy__deterrence_reading	0.62	0.71
state_killing_legitimacy__retributive_reading	0.68	0.72
statute_of_anne_ip_foundation__conceptual_emergence_reading	0.38	0.22
statute_of_anne_ip_foundation__institutional_reallocation_reading	0.38	0.22
statutory_debt_ceiling__constitutional_nullity_reading	0.0	0.0
statutory_debt_ceiling__extraction_snare_reading	0.81	0.72
stone_land_use_rule__behavioral_competence	0.28	0.15
stone_land_use_rule__commemorative_husk	0.71	0.38
structural_adjustment_conditionalities__creditor_coordination_reading	0.58	0.62
structural_adjustment_conditionalities__debtor_extraction_reading	0.87	0.91
structural_adjustment_conditionalities__hybrid_selectivity_reading	0.71	0.78
substance_control_authority__harm_reduction_reading	0.58	0.42
substance_control_authority__legalization_reading	0.42	0.28
substance_control_authority__prohibition_reading	0.76	0.81
substance_control_kernel__harm_reduction_reading	0.62	0.48
substance_control_kernel__legalization_reading	0.61	0.34
substance_control_kernel__prohibition_reading	0.82	0.79
substance_control_legitimacy__harm_reduction_reading	0.52	0.41
substance_control_legitimacy__legalization_reading	0.68	0.52
substance_control_legitimacy__prohibition_reading	0.81	0.88
supermajority_threshold__adaptive_gradient_reading	0.38	0.22
supermajority_threshold__consensus_safeguard_reading	0.28	0.12
supermajority_threshold__minoritarian_veto_reading	0.78	0.81
takings_clause_boundary__categorical_takings_reading	0.58	0.41
takings_clause_boundary__physical_appropriation_reading	0.68	0.45
takings_clause_boundary__regulatory_takings_reading	0.68	0.52
tcp_ip_interpretation__neutrality_reading	0.38	0.52
tcp_ip_interpretation__prioritization_reading	0.68	0.72
tcp_ip_interpretation__zero_rating_reading	0.68	0.61
technology_legitimacy_kernel__precautionary_reading	0.68	0.62
technology_legitimacy_kernel__reliability_primacy_reading	0.68	0.52
technology_legitimacy_kernel__velocity_primacy_reading	0.67	0.58
technology_reformation_causality__beneficiary_agency_reading	0.68	0.72
technology_reformation_causality__co_constitution_reading	0.38	0.22
technology_reformation_causality__technological_determinism_reading	0.15	0.08
temple_sacrifice_commitment__hybrid_preparatory	0.58	0.42
temple_sacrifice_commitment__performance_only	0.18	0.12
temple_sacrifice_commitment__study_as_exercise	0.0	0.0
temple_sacrifice_commitment__symbolic_transformation	0.68	0.72
temple_sacrifice_obligation__messianic_suspension	0.08	0.12
temple_sacrifice_obligation__study_as_archiving	0.58	0.41
temple_sacrifice_obligation__study_as_occupation	0.12	0.08
tenure_contract__academic_freedom_reading	0.28	0.15
tenure_contract__demographic_reproduction_reading	0.71	0.78
tenure_contract__institutional_extraction_reading	0.78	0.72
territorial_legitimacy__indigenous_continuity_reading	0.88	0.91
territorial_legitimacy__partition_reading	0.62	0.71
territorial_legitimacy__security_necessity_reading	0.68	0.76
territorial_legitimacy_dual__palestinian_autochthony_reading	0.89	0.87
territorial_legitimacy_dual__two_state_coexistence_reading	0.58	0.71
territorial_legitimacy_dual__zionist_refuge_reading	0.68	0.72
territorial_sovereignty_legitimacy__covenant_continuity_reading	0.68	0.72
territorial_sovereignty_legitimacy__existential_matrix_reading	0.89	0.91
territorial_sovereignty_legitimacy__self_determination_reading	0.82	0.79
tordesillas_demarcation_kernel__portuguese_exploration_legitimation	0.62	0.71
tordesillas_demarcation_kernel__spanish_conquest_legitimation	0.89	0.92
total_war_possibility_space__deterrence_equilibrium_reading	0.68	0.71
total_war_possibility_space__nuclear_taboo_reading	0.31	0.68
total_war_possibility_space__space_contraction_reading	0.15	0.08
total_war_reachability_boundary__contingent_reachability_reading	0.42	0.28
total_war_reachability_boundary__contraction_reading	0.05	0.12
total_war_reachability_boundary__dropping_reading	0.68	0.71
total_war_winnability_post1945__normative_reading_drop	0.38	0.42
total_war_winnability_post1945__strategic_culture_drift	0.58	0.72
total_war_winnability_post1945__structural_contraction_reading	0.08	0.02
transition_causality__contingent_choice_reading	0.62	0.41
transition_causality__hybrid_trigger_reading	0.68	0.42
transition_causality__overdetermined_collapse_reading	0.82	0.71
treaty_authority_cession__crown_cession_reading	0.79	0.71
treaty_authority_cession__rangatiratanga_retention_reading	0.62	0.71
treaty_authority_cession__retrospective_snare_exposure	0.89	0.92
trips_agreement_interpretive_kernel__dispute_settlement_interpretive_authority	0.68	0.72
trips_agreement_interpretive_kernel__public_health_flexibility_reading	0.38	0.42
trips_agreement_interpretive_kernel__strong_exclusivity_reading	0.78	0.81
tsunami_stone_commitment__behavioral_competence_reading	0.08	0.12
tsunami_stone_commitment__catastrophe_validation_axis	0.0	0.0
tsunami_stone_commitment__commemorative_husk_reading	0.81	0.67
turkish_graphemic_substrate__gradual_transition_reading	0.58	0.72
turkish_graphemic_substrate__ottoman_continuity_reading	0.68	0.72
turkish_graphemic_substrate__secular_nationalist_reading	0.68	0.76
udhr_article_3__positive_entitlement_reading	0.68	0.45
udhr_article_3__procedural_hybrid_reading	0.42	0.38
udhr_authority__aspirational_sovereignty_reading	0.28	0.12
udhr_authority__binding_universalism_reading	0.68	0.71
udhr_authority__customary_emergence_reading	0.58	0.42
unclos_maritime_sovereignty__expansive_construction_reading	0.81	0.72
unclos_maritime_sovereignty__hybrid_effective_control_reading	0.62	0.71
unclos_maritime_sovereignty__strict_geographic_reading	0.62	0.71
unclos_sovereignty_boundary__historical_rights_reading	0.68	0.76
unclos_sovereignty_boundary__non_ratifier_enforcement_reading	0.68	0.71
unclos_sovereignty_boundary__strict_eez_reading	0.68	0.71
unconditional_income_support__dependency_trap_reading	0.78	0.71
unconditional_income_support__freedom_floor_reading	0.18	0.12
unconditional_income_support__universality_paradox_reading	0.42	0.38
unsc_242_withdrawal_clause__interpretive_authority_structure	0.81	0.77
unsc_242_withdrawal_clause__maximal_withdrawal_reading	0.68	0.71
unsc_242_withdrawal_clause__partial_withdrawal_reading	0.62	0.58
us_constitution_1787__living_reading	0.68	0.55
us_constitution_1787__originalist_reading	0.62	0.71
us_constitution_1787__positivist_reading	0.42	0.28
us_constitution_interpretive__living_constitution_reading	0.68	0.42
us_constitution_interpretive__originalist_reading	0.58	0.42
us_constitution_interpretive__popular_constitutionalism_reading	0.68	0.72
us_constitution_meaning__living_constitutionalist_reading	0.58	0.42
us_constitution_meaning__originalist_reading	0.68	0.79
us_constitution_meaning__positivist_reading	0.68	0.72
us_constitution_text__living_constitutionalist_reading	0.38	0.22
us_constitution_text__originalist_reading	0.68	0.79
us_constitution_text__positivist_reading	0.62	0.58
usul_al_fiqh_method__hanafi_reading	0.68	0.52
usul_al_fiqh_method__hanbali_reading	0.68	0.71
usul_al_fiqh_method__maliki_reading	0.38	0.21
usul_al_fiqh_method__shafii_reading	0.68	0.71
vaccine_mandate_balance__bodily_autonomy_primary	0.82	0.78
vaccine_mandate_balance__proportionality_reading	0.58	0.62
vaccine_mandate_balance__public_health_primary	0.68	0.71
vaccine_mandate_legitimacy__bodily_autonomy_primacy_reading	0.19	0.08
vaccine_mandate_legitimacy__public_health_primacy_reading	0.68	0.71
vaccine_mandate_legitimacy__risk_stratification_reading	0.58	0.62
valuation_legitimacy__dcf_fundamentalist	0.81	0.72
valuation_legitimacy__governance_skeptic	0.81	0.76
valuation_legitimacy__musk_cult_believer	0.68	0.72
valuation_legitimacy__real_options_technologist	0.31	0.12
vatican_ii_authority__composite_overdetermination_reading	0.68	0.71
vatican_ii_authority__continuity_reading	0.38	0.52
vatican_ii_authority__rupture_reading	0.68	0.71
vatican_ii_doctrinal_authority__composite_overdetermination_reading	0.62	0.58
vatican_ii_doctrinal_authority__continuity_reading	0.38	0.42
vatican_ii_doctrinal_authority__rupture_progressive_reading	0.68	0.52
vatican_ii_doctrinal_authority__rupture_traditionalist_reading	0.68	0.72
vatican_ii_magisterial_authority__composite_overdetermination_reading	0.68	0.61
vatican_ii_magisterial_authority__continuity_reading	0.62	0.71
vatican_ii_magisterial_authority__rupture_reading	0.68	0.71
vedic_corpus_social_prescription__orthodox_varna_reading	0.82	0.91
vedic_corpus_social_prescription__reformist_spiritual_reading	0.18	0.12
vedic_dharmic_corpus__bhakti_devotional_reading	0.4	0.35
vedic_dharmic_corpus__hereditary_monopoly_reading	0.68	0.72
vedic_dharmic_corpus__reformist_egalitarian_reading	0.45	0.52
versailles_reparations_clauses__limited_responsibility_reading	0.58	0.52
versailles_reparations_clauses__punitive_liability_reading	0.82	0.79
versailles_reparations_clauses__repudiation_reading	0.92	0.88
waitangi_sovereignty_allocation__crown_sovereignty_reading	0.78	0.81
waitangi_sovereignty_allocation__partnership_reading	0.58	0.71
waitangi_sovereignty_allocation__rangatiratanga_reading	0.31	0.67
war_powers_allocation__congressional_primacy_reading	0.68	0.72
war_powers_allocation__functional_accommodation_reading	0.62	0.71
war_powers_allocation__inherent_executive_reading	0.68	0.42
war_winnability_post_1945__countervailing_thinkable	0.68	0.72
war_winnability_post_1945__deterrence_unthinkable	0.22	0.18
war_winnability_post_1945__rhetorical_contraction	0.68	0.79
westphalia_sovereignty__absolute_non_intervention	0.78	0.81
westphalia_sovereignty__conditional_responsibility	0.68	0.72
westphalia_sovereignty__graded_sovereignty	0.68	0.72
westphalian_sovereignty__absolute_sovereignty	0.52	0.71
westphalian_sovereignty__conditional_sovereignty	0.38	0.52
westphalian_sovereignty__graduated_sovereignty	0.62	0.71
woman_category__gender_identity_reading	0.68	0.72
woman_category__intersex_accommodation_reading	0.38	0.52
woman_category__sex_biology_reading	0.68	0.71
woman_female_category__gender_identity_reading	0.68	0.72
woman_female_category__hybrid_contextual_reading	0.58	0.71
woman_female_category__sex_biology_reading	0.68	0.72
wto_dsb_authority__advisory_coordination_reading	0.32	0.18
wto_dsb_authority__binding_referee_reading	0.68	0.72
wto_dsb_authority__judicial_activism_reading	0.68	0.72
wto_treaty_framework__developmental_reading	0.31	0.18
wto_treaty_framework__market_access_reading	0.68	0.71
zero_as_number_entry__contingent_thinkability_reading	0.68	0.45
zero_as_number_entry__hybrid_scaffolding_reading	0.52	0.38
zero_as_number_entry__universal_discovery_reading	0.02	0.0
zero_mathematical_status__number_reading	0.12	0.08
zionist_legitimacy_basis__religious_restoration_reading	0.68	0.71
zionist_legitimacy_basis__settler_colonial_reading	0.82	0.79
