constraint_id,context,chi,tvd,fires,h1
social_loafing,powerless,0.597787,0.003648,False,3
social_media_participation_threshold,powerless,0.652131,0.019753,False,3
social_narrative_casting,powerless,0.326066,0.015157,False,3
soe_property_bailout,powerless,0.597787,0.559792,True,5
soft_authoritarian_drift,powerless,0.912984,0.350786,True,3
solar_system_weirdness,powerless,0.217377,0.017000,False,0
somatic_focusing_awareness,powerless,0.217377,0.045251,False,3
sorites_paradox,powerless,0.434754,0.072257,True,3
south_china_sea_arbitration_2016_2026,powerless,0.597787,0.212229,True,5
sovereignty_as_arbitrage,powerless,0.521705,0.025665,False,3
spain_digital_offensive_2026,powerless,0.782557,0.047436,False,3
spv_variations_us_cold,powerless,0.021738,0.000000,False,0
square_cube_law,powerless,0.011355,0.000000,False,0
st_petersburg_paradox,powerless,0.706475,0.000389,False,3
stable_marriage_coordination,powerless,0.434754,0.000801,False,3
star_formation_barrier_g0253,powerless,0.056775,0.000000,False,0
star_to_black_hole_observational_limit,powerless,0.170325,0.000000,False,0
start_treaty,powerless,0.597787,0.335025,True,5
starwars_evolutionary_mutation,powerless,0.815164,0.049097,False,3
statecraft_virtu,powerless,0.760820,0.163317,True,3
status_flattening_effect,powerless,0.891246,0.017880,False,3
steinmetz_valuation_asymmetry,powerless,0.978197,0.218993,True,3
sti_clinical_testing_bottleneck,powerless,0.543443,0.318079,True,5
stoic_logos_governance,powerless,0.815164,0.047203,False,3
strait_coercion_2025,powerless,0.597787,0.624176,True,5
strange_attractor_dynamics,powerless,0.543443,0.069237,True,5
strange_attractor_systemic_risk,powerless,0.597787,0.386878,True,5
strategic_deep_sea_rare_earth_mining,powerless,0.597787,0.335025,True,5
streaming_bundling_mandate,powerless,0.597787,0.386878,True,5
structural_extraction_without_actor,powerless,0.847770,0.307930,False,0
sts86_ascent_checklist,powerless,0.054344,0.008137,False,0
student_loan_default_cliff,powerless,0.597787,0.386878,True,5
student_loan_interest_accrual,powerless,0.597787,0.386878,True,5
sturgeons_law,powerless,0.113550,0.000000,False,0
suanne_coup_of_peace,powerless,0.869508,0.003367,False,3
suanne_face_restoration,powerless,0.815164,0.024895,False,3
subscription_economy_model,powerless,0.565180,0.498099,True,5
sunk_cost_fallacy,powerless,0.543443,0.061991,True,5
superbowl_advertising_extraction,powerless,0.597787,0.000901,False,3
suslin_hypothesis_proof_limits,powerless,0.163033,0.000000,False,0
suslin_hypothesis_undecidability,powerless,0.056775,0.000000,False,0
swift_legacy_piton,powerless,0.532574,0.451793,False,0
swift_piton_snap,powerless,0.043475,0.000000,False,0
sylow_theorems_group_theory,powerless,0.056775,0.000000,False,0
synthetic_data_feedback_loop,powerless,0.956459,0.280851,True,3
systemic_blindspot,powerless,0.934721,0.299473,True,3
tail_risk_compression,powerless,0.956459,0.007537,False,3
taiwan_existential_sovereignty,powerless,0.760820,0.145180,True,3
taiwan_grand_bargain,powerless,0.706475,0.165807,True,3
taiwan_ids_program,powerless,0.597787,0.429065,True,5
taiwan_storm_2026,powerless,0.891246,0.000748,False,3
taiwan_strait_hegemony_shift,powerless,0.978197,0.001591,False,3
taiwan_university_application_system,powerless,0.565180,0.238161,True,5
taliban_slavery_law_2024,powerless,0.978197,0.008182,False,3
targeted_dream_incubation,powerless,0.111436,0.020960,False,3
taxonomy_drift,powerless,0.826033,0.282529,False,0
tcp_rfc9293_interoperability,powerless,0.217377,0.052580,True,3
teaching_horses_to_sing,powerless,0.815164,0.011969,False,3
tear_gas_repression_2026,powerless,0.956459,0.231872,True,3
technocratic_overreach,powerless,0.695606,0.308259,True,3
technological_point_of_no_return,powerless,0.934721,0.016072,False,3
temporal_scale_arbitrage,powerless,0.826033,0.014781,False,3
temporal_scarcity,powerless,0.163033,0.157350,False,0
terrain_inaccessibility_wheeled_vehicles,powerless,0.056775,0.000000,False,0
texas_insurance_market_instability,powerless,0.597787,0.386878,True,5
thai_article_112_mountain,powerless,0.043475,0.010093,False,0
thai_senate_veto_2026,powerless,0.782557,0.248089,True,3
the_bacchae_madness_protocol,powerless,1.032541,0.003887,False,3
the_calm_protocol_suppression,powerless,0.815164,0.047203,False,3
the_churn_systemic_upheaval,powerless,0.978197,0.000030,False,3
the_wall_procedural_barrier,powerless,0.869508,0.021622,False,3
theatrical_neutrality,powerless,0.739082,0.156047,True,3
theory_of_visitors,powerless,0.706475,0.019876,False,3
thermodynamics_entropy,powerless,0.056775,0.000000,False,0
three_body_problem_predictability_limit,powerless,0.163033,0.000000,False,0
three_body_unpredictability,powerless,0.056775,0.000000,False,0
tiktok_us_divestiture_mandate,powerless,0.521705,0.334048,True,3
toxic_social_infection,powerless,0.978197,0.007216,False,3
toxoplasma_hub_2026,powerless,0.847770,0.000191,False,3
tractarian_logic_limit,powerless,0.760820,0.195288,True,3
trade_secret_law,powerless,0.521705,0.138314,True,3
tragedy_of_the_commons,powerless,0.760820,0.002906,False,3
trajans_bridge_lifecycle,powerless,0.195639,0.000000,False,0
transformer_self_attention,powerless,0.815164,0.013161,False,3
transient_event_detection,powerless,0.489098,0.004452,False,3
traveling_salesperson_problem,powerless,0.652131,0.267324,True,5
treaty_land_entrenchment,powerless,0.086951,0.000000,False,0
trillion_bond_rush_2026,powerless,0.565180,0.035638,False,3
trivial_topology_info_asymmetry,powerless,0.521705,0.020343,False,3
trojan_war_spoils,powerless,0.520000,0.985093,True,5
trump_critical_minerals,powerless,0.706475,0.071243,True,3
trump_epa_greenhouse_gas_reversal,powerless,0.597787,0.386878,True,5
trump_indian_tariffs_2026,powerless,0.597787,0.335025,True,5
trump_making_china_great_2026,powerless,0.706475,0.000443,False,3
trump_second_term_authoritarianism_2026,powerless,0.442000,0.973621,True,5
tsp_computational_complexity,powerless,0.510836,0.043724,False,3
tsp_duplicate_elimination,powerless,0.163033,0.070607,True,3
two_domain_ancestry,powerless,0.056775,0.000000,False,0
tx_hispanic_pivot,powerless,0.760820,0.091354,True,3
ua_mobilization_protector_cert,powerless,0.706475,0.331752,True,3
ua_wartime_mobilization,powerless,0.923852,0.008713,False,3
udhr_1948,powerless,0.108689,0.113541,True,3
uk_artist_resale_right,powerless,0.521705,0.391496,True,3
uk_graduate_visa_salary_threshold,powerless,0.815164,0.022031,False,3
uk_help_to_buy_scheme,powerless,0.597787,0.256357,True,5
uk_hicbc_2024,powerless,0.706475,0.298271,True,3
uk_hicbc_trap,powerless,0.597787,0.323966,True,5
uk_necc_formation,powerless,0.521705,0.104584,True,3
uk_ssp_eligibility,powerless,0.673869,0.417758,True,3
uk_student_visa_dependents,powerless,0.597787,0.472789,True,5
uk_unpaid_care_system,powerless,0.923852,0.009124,False,3
ukr_mobilization,powerless,0.706475,0.320558,True,3
ukraine_tight_gas_pilot,powerless,0.521705,0.104964,True,3
ulysses_aeolus_1904,powerless,0.554311,0.276611,False,0
ulysses_calypso_1904,powerless,0.510836,0.321842,False,0
ulysses_circe_1904,powerless,0.630393,0.056912,False,0
ulysses_cyclops_1904,powerless,0.586918,0.174958,False,0
ulysses_eumaeus_1904,powerless,0.510836,0.227482,False,0
ulysses_hades_1904,powerless,0.532574,0.103084,False,0
ulysses_ithaca_1904,powerless,0.499967,0.121608,False,0
ulysses_lestrygonians_1904,powerless,0.543443,0.531441,False,0
ulysses_lotus_1904,powerless,0.521705,0.236915,False,0
ulysses_nausicaa_1904,powerless,0.532574,0.249672,False,0
ulysses_oxen_1904,powerless,0.597787,0.128094,False,0
ulysses_penelope_1904,powerless,0.543443,0.151702,False,0
ulysses_proteus_1904,powerless,0.565180,0.498999,False,0
ulysses_rocks_1904,powerless,0.521705,0.315448,False,0
ulysses_school_1904,powerless,0.532574,0.428736,False,0
ulysses_scylla_1904,powerless,0.543443,0.231210,False,0
ulysses_sirens_1904,powerless,0.576049,0.227138,False,0
ulysses_tower_1904,powerless,0.521705,0.227058,False,0
un_high_seas_treaty_2026,powerless,0.434754,0.006772,False,3
unclos_2026,powerless,0.326066,0.026108,False,4
unconditional_university_offers_uk,powerless,0.597787,0.472789,True,5
uneven_risk_distribution,powerless,0.056775,0.000000,False,0
union_protection_underperformance,powerless,0.652131,0.019753,False,3
universal_mathematics_communication,powerless,0.111436,0.000000,False,0
unrequited_love_protocol,powerless,0.739082,0.002690,False,3
unrwa_eviction_order,powerless,0.815164,0.024148,False,3
us_ai_chip_export_controls,powerless,0.597787,0.429065,True,5
us_arms_transfer_policy,powerless,0.597787,0.386878,True,5
us_canada_geopolitical_asymmetry,powerless,0.521705,0.391496,True,3
us_china_chip_tariffs_v2,powerless,0.565180,0.378976,True,5
us_debt_ceiling,powerless,0.543443,0.659296,True,5
us_embargo_cuba,powerless,0.338000,0.802952,True,5
us_employer_health_insurance,powerless,0.597787,0.293184,True,5
us_foreign_policy_america_first,powerless,0.815164,0.037532,False,3
us_greenland_envoy,powerless,0.706475,0.234530,True,3
us_iran_drone_conflict,powerless,0.652131,0.384029,True,5
us_isolationism_policy_2026,powerless,0.739082,0.209533,True,3
us_israel_faa_502b_nonenforcement,powerless,0.815164,0.002498,False,3
us_labor_mobility,powerless,0.521705,0.011773,False,3
us_legal_standard_reasonable_doubt,powerless,0.521705,0.391496,True,3
us_military_recruitment_advertising,powerless,0.597787,0.472789,True,5
us_sanctions_belarus_2022,powerless,0.706475,0.326767,True,3
us_sanctions_icc_israel_case,powerless,0.652131,0.491757,True,5
us_sanctions_moex_2024,powerless,0.815164,0.047203,False,3
us_sdf_alliance_abandonment_2026,powerless,0.706475,0.234530,True,3
us_suburban_zoning_2025,powerless,0.760820,0.136441,True,3
us_taiwan_arms_sales,powerless,0.565180,0.402194,True,5
us_tariffs_2025,powerless,0.521705,0.279640,True,3
us_two_party_duopoly,powerless,0.815164,0.049097,False,3
us_usmca_china_leverage,powerless,0.286000,0.478680,True,6
us_vaccine_recommendation_dismantling_2026,powerless,0.815164,0.022031,False,3
us_venezuela_blockade,powerless,0.923852,0.013537,False,3
us_venezuela_oil_pressure,powerless,0.739082,0.121110,True,3
us_venezuela_plausible_deniability_2025,powerless,0.782557,0.098344,True,3
us_visa_lottery,powerless,0.597787,0.256357,True,5
us_wind_project_ban_2025,powerless,0.815164,0.047917,False,3
usc_26_469_passive_loss,powerless,0.630393,0.560440,True,5
utopia_apocalypse_fragility,powerless,0.760820,0.087164,True,3
value_alignment_drift,powerless,0.663000,0.258706,True,3
value_extraction_plateau,powerless,0.967328,0.349039,True,3
van_der_waerden_theorem,powerless,0.056775,0.000000,False,0
venezuela_oil_privatization_v1,powerless,0.815164,0.022031,False,3
verification_bottleneck,powerless,0.374400,0.939101,True,5
vertebrate_turning_point_2026,powerless,0.054344,0.032755,False,0
vienna_quantum_superposition_2026,powerless,0.652131,0.526377,True,5
viral_emergence_covid19_exemplar,powerless,0.163033,0.409759,True,3
viral_transmission_rates,powerless,0.760820,0.076601,True,3
visa_ipo_regulatory_compliance,powerless,0.489098,0.299965,True,3
visa_judgment_sharing_agreement,powerless,0.434754,0.072185,True,3
visibility_bias_governance,powerless,0.586918,0.359201,True,5
vision_of_the_cross,powerless,0.815164,0.053443,True,3
vns_implant_for_trd,powerless,0.597787,0.537949,True,5
weierstrass_proof_limits,powerless,0.170325,0.000000,False,0
whitehead_incompleteness,powerless,0.054344,0.000000,False,0
whitehead_problem_undecidability,powerless,0.056775,0.000000,False,0
wikipedia_crowdsourcing_2026,powerless,0.054344,0.035186,False,0
wikipedia_noncommercial_model,powerless,0.130426,0.000000,False,0
wikipedia_notability_requirement_2026,powerless,0.434754,0.074544,True,3
winners_curse,powerless,0.706475,0.079382,True,3
womens_sizing_chaos,powerless,0.239115,0.120595,False,0
working_dog_training,powerless,0.380410,0.033865,False,3
world_factbook_sunset_2026,powerless,0.760820,0.049057,False,0
worldscale_vlsfo_benchmark,powerless,0.706475,0.322467,True,3
wpl_scotland,powerless,0.565180,0.158508,True,5
xi_mao_ideological_centralization,powerless,0.815164,0.274648,True,3
yangtze_fishing_ban,powerless,0.597787,0.386878,True,5
yc_equity_squeeze,powerless,0.521705,0.020343,False,3
yt_ai_slop_incentive,powerless,0.815164,0.047917,False,3
zipfs_law,powerless,0.815164,0.005160,False,3
zombie_reasoning_2026,powerless,0.804295,0.292454,True,3
26usc469_real_estate_exemption,moderate,0.829869,0.021908,False,3
absorbing_markov_chain_trap,moderate,0.608571,0.265596,True,5
abstraction_boundary_overrun,moderate,0.896259,0.231608,True,3
abstraction_leakage,moderate,0.818804,0.034117,False,3
academic_fashion_modernism_2026,moderate,0.752415,0.089804,False,0
academic_peer_review_gatekeeping,moderate,0.829869,0.056981,True,3
academic_tenure_system,moderate,0.829869,0.007958,False,3
access_arbitrage,moderate,0.497921,0.006958,False,3
acip_hep_b_infant_mandate,moderate,0.199169,0.000000,False,0
ad_fus_coordination,moderate,0.829869,0.025296,False,3
ad_synaptic_deficit,moderate,0.940518,0.008011,False,3
adaptive_lag_trap,moderate,0.918388,0.243943,True,3
adversarial_surface_inflation,moderate,0.929453,0.247080,True,3
adversarial_truth_decay,moderate,0.984778,0.265326,False,0
adverse_possession,moderate,0.719220,0.039262,False,3
advice_as_dangerous_gift,moderate,0.387272,0.018034,False,3
agency_atrophy,moderate,0.973713,0.270628,True,3
agent_opt_2026,moderate,0.774544,0.027834,False,0
agg1_genetic_determinism,moderate,0.829869,0.025296,False,3
aging_longevity_tests,moderate,0.575376,0.004206,False,3
ai_adoption_stigma,moderate,0.575376,0.346528,True,5
ai_auditability_gap,moderate,0.575376,0.396444,True,5
ai_banal_capture,moderate,0.752415,0.042785,False,3
ai_cognitive_diversity_arbitrage,moderate,0.796674,0.000000,False,0
ai_compute_capital_moat,moderate,0.686025,0.357716,True,5
ai_driven_surveillance_sensor_layer,moderate,0.829869,0.016559,False,3
ai_edu_decentralization,moderate,0.553246,0.000773,False,3
ai_evaluators_matching,moderate,0.829869,0.013990,False,3
ai_nonconsensual_content_facilitation,moderate,0.829869,0.018274,False,3
ai_performance_watermark,moderate,0.608571,0.199298,True,6
ai_professional_displacement,moderate,0.785609,0.021919,False,3
ai_religion_regulation,moderate,0.663895,0.378280,True,5
ai_scholar_citation_trap,moderate,0.608571,0.194794,True,3
ai_superpowers_2026,moderate,0.708155,0.009718,False,3
ai_task_horizon_reliability,moderate,0.531116,0.047221,False,3
ai_training_data_dependency,moderate,0.531116,0.106447,True,3
airbnb_str_regulation,moderate,0.663895,0.425224,True,5
airport_slot_use_it_or_lose_it,moderate,0.829869,0.024990,False,3
algeria_france_colonial_legacy,moderate,0.829869,0.027108,False,3
algorithmic_bias,moderate,0.829869,0.003287,False,3
algorithmic_epistemic_capture,moderate,0.940518,0.204365,False,0
alignment_tax_tradeoff,moderate,0.929453,0.151792,False,0
alternative_sovereignty_scaffold,moderate,0.243428,0.000000,False,0
altruistic_misery_paradox_2026,moderate,0.686025,0.113908,False,0
alzheimers_levetiracetam,moderate,0.387272,0.014674,False,3
alzheimers_nlrp3_inflammasome,moderate,0.940518,0.000154,False,3
amish_technological_renunciation,moderate,0.885194,0.012060,False,3
ancestral_pueblo_hydrology,moderate,0.907324,0.015329,False,3
ancient_antibiotic_resistance,moderate,0.049999,0.000000,False,0
ancient_grudge_verona,moderate,0.885194,0.004635,False,3
anticipatory_capacity_failure,moderate,0.918388,0.247363,False,0
antifragility,moderate,0.829869,0.004357,False,3
antikythera_knowledge_loss,moderate,0.049999,0.000000,False,0
antikythera_planetary_model,moderate,0.608571,0.189489,True,5
apartheid_nuclear_program,moderate,0.940518,0.006002,False,3
ape_cognition_framework,moderate,0.608571,0.517317,True,5
appropriations_brinkmanship,moderate,0.719220,0.062340,True,3
arctic_geopolitical_flashpoint,moderate,0.829869,0.013990,False,3
arctic_maritime_control,moderate,0.608571,0.312430,True,5
arg_ev_tariff,moderate,0.608571,0.407836,True,5
armra_colostrum_regulation,moderate,0.531116,0.025146,False,3
arrows_impossibility_theorem,moderate,0.663895,0.000838,False,3
art_market_decoupling,moderate,0.929453,0.255632,False,0
artificial_scarcity_scaffold,moderate,0.531116,0.270426,True,3
artificial_snow_2026,moderate,0.531116,0.000327,False,3
asce_7_22_seismic_design,moderate,0.387272,0.036703,False,3
asean_ceasefire_2011,moderate,0.165974,0.000000,False,0
asshole_filter_2015,moderate,0.829869,0.006903,False,3
astm_d638_tensile_testing,moderate,0.110649,0.361135,True,3
asymmetric_burden_distribution,moderate,0.984778,0.255473,False,0
asymmetric_computational_difficulty,moderate,0.940518,0.099502,False,0
atrophied_optimization_piton,moderate,0.531116,0.261208,False,0
attention_as_bottleneck_resource,moderate,0.962648,0.228257,True,3
attention_market_cannibalization,moderate,1.006908,0.269896,True,3
attribution_ambiguity_triplet_sc,moderate,0.464727,0.003721,False,3
attritional_warfare_doctrine_ru_ua_2026,moderate,0.829869,0.025296,False,3
au_social_media_ban_u16,moderate,0.531116,0.323194,True,3
australia_social_ban_2026,moderate,0.796674,0.016960,False,3
authoritarian_power_paradox,moderate,0.885194,0.007126,False,3
automatic_enrollment_defaults,moderate,0.055325,0.011969,False,0
autonomous_toolchain_sprawl,moderate,0.929453,0.171287,True,3
availability_heuristic,moderate,0.442597,0.071633,True,3
average_is_over_2026,moderate,0.752415,0.118237,True,3
awareness_without_leverage,moderate,0.807739,0.039282,False,3
axiom_of_choice,moderate,0.276623,0.812544,True,4
axiom_reasoner_2026,moderate,0.531116,0.000250,False,3
banach_fixed_point,moderate,0.010000,0.000000,False,0
banach_fixed_point_theorem,moderate,0.099998,0.000000,False,0
banach_tarski_paradox,moderate,0.049999,0.000000,False,0
bangladesh_july_national_charter,moderate,0.608571,0.503394,True,5
base_pair_complementarity,moderate,0.199995,0.000000,False,0
basel_problem_convergence,moderate,0.022130,0.000000,False,0
bay_of_pigs_operational_silo,moderate,0.995843,0.056701,True,3
bayes_theorem_cognitive_bias,moderate,0.531116,0.005899,False,3
bedouin_sedentary_transition,moderate,0.829869,0.006903,False,3
beehiiv_platform_model,moderate,0.531116,0.018388,False,3
belief_argument_conclusion,moderate,0.774544,0.092777,True,3
berkshire_compounding_culture,moderate,0.110649,0.002543,False,0
bgs_eigenvector_thermalization,moderate,0.464727,0.001296,False,3
bgs_spectral_universality,moderate,0.079998,0.000000,False,0
bh_merger_gravitational_infall,moderate,0.049999,0.000000,False,0
big_data_astrophysics_arbitrage,moderate,0.829869,0.150520,True,3
biological_curiosity,moderate,0.165974,0.020008,False,4
biological_specification,moderate,0.149996,0.000000,False,0
bip_narrative_illusion,moderate,0.940518,0.018603,False,3
birthday_paradox_collision,moderate,0.049999,0.000000,False,0
blackstone_carried_interest_taxation,moderate,0.331948,0.027553,False,4
blackstone_conflicts_of_interest,moderate,0.829869,0.024990,False,3
blackstone_smd_control,moderate,0.885194,0.000013,False,3
blackstone_tra,moderate,0.940518,0.008530,False,3
bnpl_payment_systems,moderate,0.531116,0.101247,True,3
board_of_peace_2026,moderate,0.531116,0.334230,True,3
boe_base_rate_policy_2024,moderate,0.531116,0.101247,True,3
boiled_pineapple_trend_2026,moderate,0.608571,0.120495,False,0
boltzmann_universality_2026,moderate,0.165974,0.389473,True,3
bonbon_drop_sticker_craze,moderate,0.829869,0.027108,False,3
boom_bust_path_dependency,moderate,0.243428,0.012151,False,3
bor_tax_exemption_nl,moderate,0.829869,0.018274,False,3
boundary_dissolution_risk,moderate,0.962648,0.255813,True,3
boundary_protocol,moderate,0.000000,0.000000,False,0
brain_network_paradigm_2026,moderate,0.553246,0.211987,True,5
brazil_2026_general_elections,moderate,0.575376,0.018859,False,3
brazil_hiv_vtn_elimination,moderate,0.100861,0.004102,False,0
brazil_mexico_financial_requirement,moderate,0.829869,0.018274,False,3
broke_vs_poor_grocery_math,moderate,0.885194,0.123535,True,3
brouwer_fixed_point,moderate,0.049999,0.000000,False,0
buffons_needle_pi_estimation,moderate,0.531116,0.001609,False,3
burali_forti_paradox,moderate,0.221298,0.197007,True,4
burden_of_proof_engineering_safety,moderate,0.995843,0.011134,False,3
burden_of_proof_legal_criminal,moderate,0.110649,0.096399,True,3
burden_of_proof_scientific,moderate,0.531116,0.101247,True,3
bureaucratic_legibility_collapse,moderate,0.951583,0.258852,True,3
bureaucratic_self_preservation,moderate,0.796674,0.157088,False,0
bushman_money_magic,moderate,0.995843,0.011134,False,3
busy_beaver_noncomputability,moderate,0.049999,0.000000,False,0
bwb_adeg_rewesale_conditions,moderate,0.531116,0.100685,True,3
c_physical_blue_wavelength,moderate,0.020000,0.000000,False,0
canada_germany_ai_pact,moderate,0.531116,0.106447,True,5
canada_goose_realignment_2026,moderate,0.252154,0.000547,False,0
canal_panama_influence,moderate,0.663895,0.378280,True,5
cancer_chronotherapy_timing,moderate,0.050431,0.000000,False,0
cancer_prevention,moderate,0.608571,0.362317,True,5
cantor_set_topology,moderate,0.055325,0.000000,False,0
cantors_diagonal_argument,moderate,0.110649,0.000000,False,0
cap_theorem,moderate,0.049999,0.000000,False,0
capability_eval_overhang,moderate,0.918388,0.225328,True,3
capital_misallocation_spiral,moderate,0.962648,0.252243,True,3
capital_rotation_ai_narrative,moderate,0.531116,0.101247,True,3
car_ownership_norm_us,moderate,0.608571,0.312430,True,5
carbon_credit_markets_2026,moderate,0.608571,0.095946,True,5
carrier_deployment_deterrence,moderate,0.608571,0.407836,True,5
carrying_capacity,moderate,0.774544,0.055177,True,3
cartel_drone_surveillance_el_paso,moderate,0.829869,0.021908,False,3
cascading_constraint_failure,moderate,0.984778,0.008877,False,3
cascading_uncertainty_2026,moderate,0.829869,0.189290,True,3
castration_longevity_choice,moderate,0.885194,0.199771,True,3
cb_far_beyond_human,moderate,0.719220,0.265661,True,3
cbdc_implementation,moderate,0.885194,0.027998,False,3
central_limit_theorem,moderate,0.079998,0.000000,False,0
cfius_hiefo_emcore_divestment,moderate,0.719220,0.272080,True,3
cg_israelgaza_20231012,moderate,0.719220,0.270290,True,3
chaitins_omega_undecidability,moderate,0.049999,0.000000,False,0
challenger_o_ring_integrity,moderate,0.885194,0.027998,False,3
champions_bass_fishing_exclusion,moderate,0.531116,0.050117,True,3
child_marriage,moderate,0.829869,0.029537,False,3
china_africa_zero_tariff_2026,moderate,0.354077,0.031176,False,3
china_contraceptive_tax,moderate,0.608571,0.362317,True,5
china_critical_mineral_chokepoint,moderate,0.940518,0.033310,False,3
china_ev_export_oversupply,moderate,0.608571,0.241456,True,5
china_export_led_growth,moderate,0.531116,0.106447,True,3
china_taiwan_reunification_mandate,moderate,0.885194,0.000013,False,3
china_vactrain_standard,moderate,0.608571,0.199298,True,5
choice_architecture_design,moderate,0.531116,0.018388,False,3
cholesterol_pill_cost,moderate,0.774544,0.120798,True,3
chrome_imagen2_integration,moderate,0.719220,0.269255,True,3
church_turing_thesis,moderate,0.020000,0.000000,False,0
cia_fbi_legal_wall,moderate,0.774544,0.103012,True,3
cinderella_midnight_deadline,moderate,0.110649,0.000000,False,0
circadian_decoupling_arbitrage,moderate,0.686025,0.318756,True,3
citation_collapse_dynamics,moderate,0.951583,0.259938,False,0
civilizational_lifecycle_solara,moderate,0.940518,0.261389,True,3
civilizational_maintenance_debt,moderate,0.686025,0.001001,False,3
clawderberg_recursive_slop,moderate,0.940518,0.026703,False,0
click_chemistry_paradigm_2026,moderate,0.110649,0.001704,False,4
climate_attribution_2026,moderate,0.221298,0.324406,True,4
climate_catastrophe_belief,moderate,0.575376,0.157584,True,5
climate_event_attribution,moderate,0.608571,0.395869,True,5
climate_policy_extraction,moderate,0.686025,0.265221,True,3
climate_target_one_point_five,moderate,0.331948,0.034955,False,4
cloudflare_dual_class_asymmetry,moderate,0.885194,0.000013,False,3
clt_convergence_2026,moderate,0.010000,0.000000,False,0
cma,moderate,0.907324,0.225724,True,3
cmr_001,moderate,0.608571,0.000762,False,3
cn_tech_decoupling_security_software,moderate,0.608571,0.487588,True,5
coalition_disinfo_framework_2026,moderate,0.531116,0.106447,True,3
cobra_effect,moderate,0.663895,0.000717,False,3
codex_access,moderate,0.608571,0.362317,True,5
coe_ukraine_reparations_register,moderate,0.719220,0.267269,True,3
coffee_cardiovascular_2026,moderate,0.132779,0.024543,False,0
cognac_geopolitical_risk,moderate,0.553246,0.062582,True,5
cognitive_bicycle_scaffold,moderate,0.221298,0.048420,False,0
cognitive_diversity_arbitrage,moderate,0.796674,0.000000,False,0
cognitive_energy_budget,moderate,0.896259,0.011294,False,3
cognitive_hacking_2026,moderate,0.796674,0.083114,True,3
cognitive_induction_gap,moderate,0.774544,0.055177,True,3
cognitive_surrender_to_system_3,moderate,0.719220,0.259925,True,3
coinbase_crypto_volatility,moderate,0.464727,0.215858,True,3
coinbase_regulatory_uncertainty,moderate,0.774544,0.111377,True,3
cold_dark_matter_paradigm,moderate,0.531116,0.133924,True,3
collatz_conjecture_determinism,moderate,0.020000,0.000000,False,0
collective_action_deadlock,moderate,0.829869,0.039282,False,3
collective_stupidity_2026,moderate,0.973713,0.260948,True,3
college_admissions_market,moderate,0.774544,0.007232,False,3
colombia_2026_presidential_election,moderate,0.497921,0.000427,False,3
colorado_sbe_decentralization_friction,moderate,0.774544,0.064033,True,3
colossus_nero_inertia,moderate,0.531116,0.334230,True,3
comitatus_bond,moderate,0.442597,0.149582,True,3
commercial_data_brokerage,moderate,0.829869,0.029537,False,3
communal_narcissism_social_trap,moderate,0.863064,0.210668,False,0
complexity_debt,moderate,0.929453,0.004294,False,3
compounding_logic,moderate,0.553246,0.000492,False,3
condiment_tyranny,moderate,0.497921,0.071745,True,3
confidential_ai_whatsapp,moderate,0.531116,0.106447,True,3
confirmation_bias,moderate,0.531116,0.325621,True,3
consensus_without_truth,moderate,0.973713,0.005509,False,3
constitutional_consecration,moderate,0.663895,0.444107,True,5
constitutional_supremacy,moderate,0.586441,0.450848,True,5
constraint_borsuk_ulam,moderate,0.055325,0.000000,False,0
constraint_ftc,moderate,0.165974,0.000000,False,0
constraint_galois_solvability,moderate,0.199995,0.000000,False,0
constraint_interaction_explosion,moderate,0.896259,0.004889,False,3
constraint_lagrange_multipliers,moderate,0.387272,0.014674,False,3
constraint_lorenz_sensitivity,moderate,0.165974,0.000000,False,0
constraint_nonstandard_arithmetic,moderate,0.165974,0.000000,False,0
constraint_pythagorean,moderate,0.055325,0.000000,False,0
constraint_riemann_mapping,moderate,0.387272,0.011027,False,3
constraint_sylow,moderate,0.110649,0.000000,False,0
constraint_tarski_undefinability,moderate,0.049999,0.000000,False,0
constraint_twin_prime_conjecture,moderate,0.149996,0.000000,False,0
constraint_yoneda,moderate,0.442597,0.002535,False,3
consumer_debt_slavery,moderate,0.796674,0.041508,False,3
container_capacity_mismatch,moderate,0.940518,0.204365,True,3
continuum_hypothesis_undecidability,moderate,0.022130,0.000000,False,0
conversational_dogmas_interruption,moderate,0.608571,0.101196,True,5
conways_game_of_life_dynamics,moderate,0.049999,0.000000,False,0
coordination_attack_vulnerability,moderate,0.940518,0.259020,False,0
coordination_fatigue,moderate,0.863064,0.092544,True,3
coordination_threshold_failure,moderate,0.863064,0.040510,False,3
copyleft_viral_licensing,moderate,0.055325,0.008990,False,0
copyright_protection,moderate,0.442597,0.002135,False,3
corporate_social_responsibility_theater,moderate,0.608571,0.235843,False,0
cosmological_evolution_alpha_omega,moderate,0.011065,0.000000,False,0
cost_of_observation,moderate,0.940518,0.114355,True,3
countable_infinity_cardinality,moderate,0.049999,0.000000,False,0
couples_residency_match,moderate,0.553246,0.387835,True,5
cow_field_poop,moderate,0.442597,0.002535,False,3
creative_commons_licensing,moderate,0.442597,0.003010,False,3
credentialism_national_security,moderate,0.575376,0.468745,True,5
credibility_inflation,moderate,0.907324,0.240424,True,3
crisis_signal_saturation,moderate,0.984778,0.282507,False,0
crispr_genomic_rewrite_2026,moderate,0.442597,0.003086,False,3
critical_actor_overcentralization,moderate,0.973713,0.267246,True,3
crop_defense_dependency,moderate,0.663895,0.395851,True,5
