file	line	raw_text_as_found	quoted_context	namespace	mechanism_slug	confidence
audits/2026-06-10_oq81_reading_upstream_recon/RECON.md	28	P4	- **P4** (commit `ed2ec212`) was a deterministic mechanism witness with canned fake responses —	other-unclassified		n/a
audits/2026-06-10_oq81_reading_upstream_recon/WIREUP.md	34	P4	appended to generation_sequence — same construction as the merge's P4 synthetic witness).	other-unclassified		n/a
audits/2026-06-10_oq93_grid_viability_probe/FINDINGS.md	23	Pattern 4	(Pattern 4) that made a failed computation indistinguishable from a flat result at every	taxonomy-candidate	fabricated-default	recovered
audits/2026-06-11_oq109_phase_b/b3_open1_discharge.md	25	Pattern-3	positive controls + Pattern-3 pipeline identity in `b3_open2_*.out`.)	taxonomy-candidate	destructive-replace	recovered
audits/2026-06-11_oq90_piton_refinement/phase2_control_battery.pl	79	P3	tf(narrative_ontology:piton_candidate(C), P3), tf(narrative_ontology:transient_neglect(C), TN3),	prolog-variable		n/a
audits/2026-06-11_oq90_piton_refinement/phase2_control_battery.pl	80	P3	format('  [shape3] piton_candidate now=~w transient_neglect now=~w~n', [P3, TN3]) )),	prolog-variable		n/a
audits/2026-06-11_oq90_piton_refinement/phase2_control_battery.pl	88	P4	tf(narrative_ontology:piton_candidate(C), P4), tf(narrative_ontology:uncaptured(C), U4),	prolog-variable		n/a
audits/2026-06-11_oq90_piton_refinement/phase2_control_battery.pl	89	P4	format('  [shape4] piton_candidate now=~w uncaptured now=~w~n', [P4, U4]) )),	prolog-variable		n/a
audits/2026-06-11_oq93_grid_migration/rider_b_drift_join_witness.py	98	P3	rec("P3 old line (non-authored count) preserved in new render",	other-unclassified		n/a
audits/2026-06-11_oq93_grid_migration/rider_b_drift_join_witness.txt	15	P3	[PASS] P3 old line (non-authored count) preserved in new render	other-unclassified		n/a
audits/2026-06-11_oq98_verdict_join/p1_grid_dependency.pl	75	P3	% --- Pre-state: grid + m_gen/repair census (also feeds P3) ---	prolog-variable		n/a
audits/2026-06-11_oq98_verdict_join/p3_recon_witness.txt	1	P3	=== P3 cheap recon (OQ-98 Step 0, 2026-06-11) ===	other-unclassified		n/a
audits/2026-06-11_oq98_verdict_join/writeup.md	31	P3	- **P3 — recon** (`p3_recon_witness.txt`): `verdict_join` name free (positive control:	other-unclassified		n/a
audits/2026-06-12_oq106_retire/README.md	45	Pattern 3	## Witness (Pattern 3: destructive-replace owes the diff)	taxonomy-candidate	destructive-replace	recovered
audits/2026-06-13_oq122_retype_discriminator/fix_witness.pl	46	P3	findall(C, (mountain(C), eps_le(C)), P3), sort(P3, C3),	prolog-variable		n/a
audits/2026-06-16_seat_invariant_vs_prolog/REPORT.md	85	P3	### P3 — two gaps, two mechanisms (instant vs temporal). **HOLDS (with a third-family route, below).**	other-unclassified		n/a
audits/2026-06-16_seat_invariant_vs_prolog/REPORT.md	155	P3	### Killer-2 / P3-Kill-B — a third irreducible detection family. **Route: `DISPOSITIVE-IF[P3-count-is-exact ruling]` — but the code-fact defuses the own-field face.**	other-unclassified		n/a
audits/2026-06-16_seat_invariant_vs_prolog/REPORT.md	168	P3	- **Theory-definition (ESCALATED):** is P3's "two" an **exact count** (a third own-field family → dispositive) or a **floor**	other-unclassified		n/a
audits/2026-06-16_seat_invariant_vs_prolog/REPORT.md	174	P4	### Killer-3 / P4 — a genuine second seat. **Route: `DISPOSITIVE-IF[axes range over independent content-spaces]`. This is the live falsification candidate.**	other-unclassified		n/a
audits/2026-06-16_seat_invariant_vs_prolog/REPORT.md	196	P4	(→ dispositive; one-seat retyping falsified at P4), or is it the **orientation face** of the *one* seat — the holder's	other-unclassified		n/a
audits/2026-06-16_seat_invariant_vs_prolog/REPORT.md	269	P3	R2 P3 "two" = floor                    (Killer-2 graded; operator lean: YES — and code-fact already	other-unclassified		n/a
audits/2026-06-16_seat_invariant_vs_prolog/REPORT.md	274	P4	FALLS AT JOINT P4  iff  R3 = "second seat":	other-unclassified		n/a
audits/2026-06-16_seat_invariant_vs_prolog/REPORT.md	294	P4	invariant **holds** across all joints on this substrate. If **R3 = second seat**, the invariant **falls at P4**, and P2/Killer-1 become	other-unclassified		n/a
audits/2026-06-16_seat_invariant_vs_prolog/REPORT.md	305	P4	tracks structure → **content (one-seat falls at P4)**. Operator staked prediction: **content**. Operator falsifier: if the per-type	other-unclassified		n/a
audits/2026-06-16_seat_invariant_vs_prolog/evidence/out_seat_test_flash.txt	3	P4	=== P4 SEAT-TEST on ai_governance_legitimacy__market_libertarian_reading ===	other-unclassified		n/a
audits/2026-06-16_seat_invariant_vs_prolog/evidence/probe_r3_presentation_vs_structure.pl	7	P4	%   moves only when binding-structure moves -> tracks STRUCTURE    -> CONTENT     (one-seat falls at P4)	prolog-variable		n/a
audits/2026-06-16_seat_invariant_vs_prolog/evidence/probe_seat_test.pl	1	P4	% Phase B / P4 / Killer-3 — second-seat test via one-field edits of a REAL	other-unclassified		n/a
audits/2026-06-16_seat_invariant_vs_prolog/evidence/probe_seat_test.pl	40	P4	format('~n=== P4 SEAT-TEST on ~w ===~n', [C]),	other-unclassified		n/a
audits/2026-06-18_oq104_citation_checker/FINDINGS.md	55	Pattern-3	Pattern-3 faith-merge (assert current == historical without proof).	taxonomy-candidate	destructive-replace	recovered
audits/2026-07-16_oq221_meter_partition/PREREG.md	141	P3	- **P3 (prediction, NOT a control):** explanation over-run lands **UNSPECIFIABLE**. Stated as	other-unclassified		n/a
audits/2026-07-16_oq221_meter_partition/PREREG.md	143	P3	separates, P3 is falsified and the row is the partition's most valuable output.)	other-unclassified		n/a
audits/2026-07-16_oq221_meter_partition/PREREG.md	176	P3	**Row 3 — explanation over-run (P3).**	other-unclassified		n/a
audits/2026-07-16_oq221_meter_partition/PREREG.md	182	P3	before ruling. Predicted: UNSPECIFIABLE. Outcome meanings: UNSPECIFIABLE → P3 confirmed,	other-unclassified		n/a
audits/2026-07-16_oq221_meter_partition/PREREG.md	183	P3	reader-held-by-kind; a separating condition found → P3 falsified, highest-value build-queue item.	other-unclassified		n/a
audits/2026-07-16_oq221_meter_partition/WRITEUP.md	68	P3	| 3 explanation over-run | **UNSPECIFIABLE (P3 confirmed)** | 3 recorded attempts, all fail (below) | 6 D-instances exist; no condition reaches them | — | standard-deficit — AGREE | MANIFEST_RUN1–3; O	other-unclassified		n/a
audits/2026-07-16_oq221_meter_partition/WRITEUP.md	99	P3	**P3 confirmed.** Explanation over-run is reader-held-by-kind.	other-unclassified		n/a
audits/2026-07-17_oq60_purity_absence/PHASE2_CLOSE_2026-07-23.md	43	P3	rulings); follow-ups minted **OQ-236** (cross-leg comparability, P3), **OQ-237**	other-unclassified		n/a
audits/2026-07-17_oq60_purity_absence/PHASE2_CLOSE_2026-07-23.md	44	P4	(print-what-you-dropped, P4), **OQ-238** (SI N≥6 floor undershoot, P4), all	other-unclassified		n/a
audits/2026-07-20_five_leg_twin_comparison/BATTERY_WRITEUP.md	19	P3	| P3 perspective_diff | how many genuinely distinct, irreconcilable readings it authors on command | perspective diversity (deeper-cuts headline) |	other-unclassified		n/a
audits/2026-07-20_five_leg_twin_comparison/BATTERY_WRITEUP.md	42	P3	### P3 — perspective differentiation on command	other-unclassified		n/a
audits/2026-07-20_five_leg_twin_comparison/BATTERY_WRITEUP.md	51	P3	**On stance (P2+P3):** kimi ≈ claude (sharp, committed, richly differentiated), and **flash is the	other-unclassified		n/a
audits/2026-07-20_five_leg_twin_comparison/BATTERY_WRITEUP.md	74	P3	richer on P2/P3) and **all-three-fold on P1** — neither depends on rating the Claude arm.	other-unclassified		n/a
audits/2026-07-20_five_leg_twin_comparison/PARITY_WRITEUP.md	5	P3	*within* each model and watching the stance move. Probes P2 (mirror) + P3 (perspective-diff); the	other-unclassified		n/a
audits/2026-07-20_five_leg_twin_comparison/PARITY_WRITEUP.md	10	P3	| model | condition | reasoning tokens (P2 / P3) | intended |	other-unclassified		n/a
audits/2026-07-20_five_leg_twin_comparison/PARITY_WRITEUP.md	36	P3	- **P3 perspective-diff.** think_off = 5 seats, think_max = 5 seats — same count, and both are the	other-unclassified		n/a
audits/2026-07-20_five_leg_twin_comparison/PARITY_WRITEUP.md	46	P3	- **P3.** 6 seats (heavy) and 5 seats (second draw) — consistently sharp, and reaching for	other-unclassified		n/a
audits/2026-07-24_oq153_step3_blind_pass/RESULTS_rerun.md	15	P4	R2 frozen=P9; R3 unauthored=P4). Non-modal values, so agreement is not base-rate-inflated (the pass-1	other-unclassified		n/a
audits/2026-07-24_oq153_step3_blind_pass/key.json	75	P3	"role": "P3",	other-unclassified		n/a
audits/2026-07-24_oq153_step3_blind_pass/key.json	102	P4	"role": "P4",	other-unclassified		n/a
audits/2026-07-24_oq153_step3_blind_pass/rerun_key.json	24	P3	"role": "P3",	other-unclassified		n/a
audits/2026-07-24_oq153_step3_blind_pass/rerun_key.json	87	P4	"role": "P4",	other-unclassified		n/a
audits/2026-08-09_oq262_coexists_severance/PROPOSAL.md	4	P3	**OQ:** OQ-262 (open, P3, splits_from OQ-259)	other-unclassified		n/a
audits/2026-08-10_oq277_rq2_crosscoding/HANDOFF_ESCAPE_EXTRACTOR.md	128	P3	Note the matcher's known behaviour before you react to it: bare `P1`/`P2`/`P3` in these directories	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/HANDOFF_IIIPRIME_EXTRACTOR.md	75	P3	| — | **P3** | **— none named —** | — | **nothing exists to write** |	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/HANDOFF_IIIPRIME_EXTRACTOR.md	76	P4	| 6 | P4 | "three edits witnessed," with only the third pasted | 501 | **WRITE** |	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/HANDOFF_IIIPRIME_EXTRACTOR.md	91	P3	> **P3 has zero exemplars.** Its row entry is `no members — uncalibrated`. Never read as	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/HANDOFF_IIIPRIME_EXTRACTOR.md	93	P4	> Coverage is P1(3)/P2(2)/P4(1)/P5(2)/P6(2).	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/HANDOFF_IIIPRIME_EXTRACTOR.md	97	P3	not thin** — no amount of n buys it. If you find yourself wanting to write a P3 unit so the row	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/HANDOFF_IIIPRIME_EXTRACTOR.md	103	P3	> "no disagreement observed," "P3: n/a," "P3: consistent," or simply a blank cell. **Every one of	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/HANDOFF_IIIPRIME_EXTRACTOR.md	231	P3	#9. No P3 file.	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/HANDOFF_IIIPRIME_EXTRACTOR.md	238	P3	referenced by id; P3 recorded as `no members — uncalibrated` with the reason; for each unit	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/HANDOFF_TWINS_AND_DRIVER.md	38	P3	>    `RULING_2026-08-11_freeze_scope.md` §2.1. **P3 has ZERO exemplars** — that row's coverage is	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/HANDOFF_TWINS_AND_DRIVER.md	39	P4	>    P1/P2/P4/P5/P6 only, declared in advance.	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/P3_FAILURE_SHAPE_SWEEP.md	1	P3	# P3 failure-shape sweep — the search the ruling was waiting on	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/P3_FAILURE_SHAPE_SWEEP.md	3	P3	**Executed:** 2026-08-11 · **OQ:** OQ-278 (P3 disposition) · **Fired:** live	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/P3_FAILURE_SHAPE_SWEEP.md	16	P3	P3 (published) is *destructive-replace without proof*: before deleting, retiring or overwriting a	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/P3_FAILURE_SHAPE_SWEEP.md	38	Pattern-3	| `0259c8bd` | 2026-06-21 | **prevention record** | message is explicitly labelled *"Pattern-3 dead-code proof"* with the import-graph witness |	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/P3_FAILURE_SHAPE_SWEEP.md	53	P3	**P3's own text permits this**: *"show identity **or justify every difference** in the same	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/P3_FAILURE_SHAPE_SWEEP.md	54	P3	change."* It justifies, and it names the one difference. **But P3 also says "structurally	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/P3_FAILURE_SHAPE_SWEEP.md	78	P3	deletion with partial restoration. That is the P3 failure shape. It is also three months before the	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/P3_FAILURE_SHAPE_SWEEP.md	102	P3	- **If they do not count** → branch 2 outright: P3 has no failure instance in the window where it	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/P3_FAILURE_SHAPE_SWEEP.md	105	P3	branch 1 (*specify*) is live — with the complication that P3's authoring cites no incident, so	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/P3_FAILURE_SHAPE_SWEEP.md	112	P3	**One datum that bears on it:** P3's text, at authoring and today, cites **no dated instance** —	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/PREREGISTRATION.md	78	P4	**(iii′) coverage: P1(3) / P2(2) / P4(1) / P5(2) / P6(2). P3 = 0.** Pre-registered before any	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/PREREGISTRATION.md	80	P3	agreement, not counted in the denominator, not reported as "no disagreement observed." P3's row	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/PREREGISTRATION.md	244	P3	| 6 | **(iii′) at n=10 with P3 uncalibrated** — calibration data, not a verdict; per-pattern figures are a pre-registered error | §2.4 of `RULING_2026-08-11_freeze_scope.md`; restated in §2 above |	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/PREREGISTRATION.md	274	Pattern 4	**Unit `05` omits the bare `(Pattern 4)` index**, declared in place and machine-checked absent.	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/PREREGISTRATION.md	350	P3	P3 — Destructive-replace without proof.	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/PREREGISTRATION.md	356	P4	P4 — Recap-as-witness substitution.	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/PREREGISTRATION.md	402	P3	P1  P2  P3  P4  P5  P6  other	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/PREREGISTRATION.md	540	P3	`P3` means exactly what the prompt's `P3` paragraph says. Scoring must therefore compare the coder's	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/PREREGISTRATION.md	542	Pattern 4	3" or "Pattern 4" elsewhere in the repository — those are ambiguous until dated against the	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/PREREGISTRATION.md	1877	P3	in it to measure (`five_leg_twin_comparison`: 21 of 21 hits are `P1`/`P2`/`P3` used as that	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/PREREGISTRATION_body.md	78	P4	**(iii′) coverage: P1(3) / P2(2) / P4(1) / P5(2) / P6(2). P3 = 0.** Pre-registered before any	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/PREREGISTRATION_body.md	80	P3	agreement, not counted in the denominator, not reported as "no disagreement observed." P3's row	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/PREREGISTRATION_body.md	235	P3	| 6 | **(iii′) at n=10 with P3 uncalibrated** — calibration data, not a verdict; per-pattern figures are a pre-registered error | §2.4 of `RULING_2026-08-11_freeze_scope.md`; restated in §2 above |	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/PREREGISTRATION_body.md	265	Pattern 4	**Unit `05` omits the bare `(Pattern 4)` index**, declared in place and machine-checked absent.	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	108	P3	| — | **P3** | **— none named —** | — | **ZERO exemplars** |	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	109	P4	| 6 | P4 | "three edits witnessed," with only the third pasted | 501 | eligible |	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	118	P3	`system_gradient`, and its P3 instance is generic prose naming no identifiable incident).	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	120	Pattern 3	diverges from the published six (its Pattern 3 is *bound-probe bypasses clause-order*, its Pattern 4	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	140	P3	2. **P3 has ZERO exemplar coverage in either source.** The inter-rater row therefore **cannot speak	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	141	P3	to P3 at all**, and no amount of n buys it — the population is empty, not thin. This is the same	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	143	P3	anchor in direction (ii)) and is declared the same way: **any P3 result from (iii′) is	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	144	P4	UNCALIBRATED, and the row's coverage is P1/P2/P4/P5/P6 only.** Recorded before the run, so it is	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	160	P3	### 2.3 P3 reconciliation — two populations, stated rather than picked (operator, 2026-08-11)	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	162	P3	The "P3 has zero exemplars" finding in §2.1 sits against OQ-278's fork verification, which records	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	168	P3	| §2.1 — "P3 has zero exemplars" | **named-as-exemplar in the published section**: an identifiable incident named inside `CLAUDE.md`'s six-pattern block, the boundary `controls/anchors.json` already u	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	171	P3	**They are not the same P3.** The fork's disjoint members are `CLAUDE.md` P3 *Destructive-replace*	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	172	Pattern 3	versus `build_discipline.md` Pattern 3 *Bound-probe bypasses clause-order* — two different patterns	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	186	P3	has no exemplar in the place exemplars are named" is a distinct fact from "P3 has an exemplar	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	198	P4	- **Coverage:** P1 (3), P2 (2), P4 (1), P5 (2), P6 (2) — **P3 = 0**.	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	203	P3	studies. **P3's row entry is `no members — uncalibrated`,** the same declared-residue treatment	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	220	P3	### 2.5 P3's instance — first pass run, result is OPEN and leans to the second horn	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	226	P3	**P3 search result:** the only dated record is `audits/2026-06-12_oq106_retire/` — titled	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	227	Pattern 3	*"destructive-replace witness"*, §"Pattern 3: destructive-replace owes the diff". **It records the	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	232	P3	**Verdict: OPEN, leaning to the second horn** — §4.3 illustrating P3 with a *description* rather	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	263	P3	P3's only dated record is the discipline being **followed**: an old-vs-new diff produced *before* a	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	270	P3	**prevention records, not failures.** If it does, the honest v0.4 statement is that **P3 is a	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/RULING_2026-08-11_freeze_scope.md	275	P3	hand.** P3's `no members — uncalibrated` cell in the (iii′) row has two possible contents:	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/audit_log.md	263	P3	3 and 4 name different patterns in the two documents**, and CLAUDE.md's P3 (destructive-replace)	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/audit_log.md	264	P4	and P4 (recap-as-witness) have **no worked section** in `build_discipline.md`. Control: the string	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/audit_log.md	266	P3	had one existed. This is OQ-278 seen from a third angle and it explains the (iii′) P3 row's	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/audit_log.md	267	P3	emptiness mechanically: the published P3 has no worked mechanism to extract from.	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/controls/recheck_predeclared_counts.py	95	P3	`\\bP[1-6]\\b` is AMBIGUOUS: audit directories use P1/P2/P3 for their own local	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/controls/redaction_pair_selection_defect.md	21	P3	`P1`, `P2`, `P3` for **their own local numbering**, unrelated to the six patterns. Splitting each	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/controls/redaction_pair_selection_defect.md	37	P3	**The top-ranked pick scores 21 out of 21 on false positives.** In that directory `P1`, `P2`, `P3`	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/controls/redaction_pair_selection_defect.md	38	P3	are probe names — `P1 forced_certainty`, `P2 memetic_mirror`, `P3 perspective_diff`. It has **zero**	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/controls/redaction_twins_direction_i.json	6	P3	"_direction_i_is_unaffected_by_the_selection_defect": "controls/redaction_pair_selection_defect.md found that direction (ii)'s density metric counted a different taxonomy (bare P1/P2/P3 used as local 	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/controls/redaction_twins_direction_ii.json	4	P3	"_two_sets_not_one": "Operator ruling 2026-08-11, controls/redaction_pair_selection_defect.md -> RULED option C. The declared three (04, 10, 20) were fixed by a mechanical rule before the units existe	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/controls/redaction_twins_direction_ii.json	10	P3	"_honest_outcome_for_pairs_4_and_5": "Units 10 and 20 have ZERO taxonomy vocabulary anywhere in their `files_read` — measured this session at that denominator, not assumed: 10 carries one bare `P1` th	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/controls/redaction_twins_direction_ii.json	107	Pattern 4	"omitted": "the bare taxonomy index `(Pattern 4)` at FINDINGS.md:23",	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/controls/redaction_twins_direction_ii.json	108	Pattern 4	"omitted_literal": "Pattern 4",	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/controls/redaction_twins_direction_ii.json	157	P3	"restoration_kind_note": "Measured at this unit's `files_read` denominator: ZERO taxonomy vocabulary, and 21 bare `P#` tokens that are ALL local probe names (`P1 forced_certainty`, `P2 memetic_mirror`	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/controls/redaction_twins_direction_ii.json	170	P3	"the local probe names: P2 (mirror / `memetic_mirror`) and P3 (perspective-diff / `perspective_diff`), with P1 (`forced_certainty`) folded for all — the directory's OWN numbering, unrelated to any tax	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/controls/redaction_twins_direction_ii.json	174	P3	"NOT restored: OQ-51, KNOWN_STATE and CLAUDE.md, which the sibling WRITEUP.md cites for the five-leg corpus comparison's own findings rather than for the parity instrumentation failure this unit carri	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/controls/redaction_twins_direction_ii.json	177	P3	"symptom": "A thinking-parity re-run of the five-leg twin comparison ran two conditions of `kimi-k2.6`, labelled heavy and 'reduced', to close the battery's regime confound — whether kimi's stance sha	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/controls/verify_prompts.py	42	P3	"direction_i": ("direction_i.md", "i", ["P1", "P2", "P3", "P4", "P5", "P6", "other"]),	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/controls/verify_prompts.py	47	P3	"iii_prime": ("direction_i.md", "ii", ["P1", "P2", "P3", "P4", "P5", "P6", "other"]),	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/controls/verify_redaction_twins.py	76	P3	# The token that caused the original selection defect: audit dirs use P1/P2/P3 for their	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/packets/iii_prime_units/06_three_edits_one_pasted.json	6	P4	"true_label": "P4",	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/packets/iii_prime_units/EXTRACTION_NOTES.md	33	Pattern 4	| 11 | `docs/technical/build_discipline.md` lines 571–685 | read | its Pattern 4 (fabricated default) + Pattern 5 + the OQ-178 dual — mechanism for unit 08, and pre-check 2 |	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/packets/iii_prime_units/EXTRACTION_NOTES.md	63	P4	| `06_three_edits_one_pasted.json` | 6 | P4 |	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/packets/iii_prime_units/EXTRACTION_NOTES.md	80	P3	**P3 — `no members — uncalibrated`.**	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/packets/iii_prime_units/EXTRACTION_NOTES.md	82	P3	The phrase is written as given. P3 contributes nothing to the row: it is not read as agreement,	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/packets/iii_prime_units/EXTRACTION_NOTES.md	84	P3	"consistent", or a blank. There is no P3 exemplar named inside the published block, so there is	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/packets/iii_prime_units/EXTRACTION_NOTES.md	86	P3	also as required: I did not at any point want to write a P3 unit to make the row look complete,	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/packets/iii_prime_units/EXTRACTION_NOTES.md	87	P3	and the reason is worth stating because it is not virtue — by the time I reached P3 I had already	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/packets/iii_prime_units/EXTRACTION_NOTES.md	184	Pattern 4	orphaned `build_discipline.md` Pattern 4 names. So this single incident is published under P5 (as	oq277-frozen-prereg		n/a
audits/2026-08-10_oq277_rq2_crosscoding/packets/iii_prime_units/EXTRACTION_NOTES.md	186	P4	published P4. That is **one incident spanning both sides of the collision**, not two exemplars	oq277-frozen-prereg		n/a
